County,Average Annual Count,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000"
Galax City,17,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,483.5 
Covington City,14,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,451.6 
Martinsville City,28,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,411.4 
Petersburg City,55,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,351.3 
Franklin City,16,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,343.9 
Lexington City,10,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,333.9 
Hopewell City,36,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,329.9 
Northampton County,26,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,279.3 
Greensville County,18,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,275.1 
Bristol City,28,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,272.2 
Richmond County,16,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,270.7 
Dickenson County,28,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,269.5 
Fairfax City,30,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,264.7 
Colonial Heights City,28,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,262.5 
Tazewell County,74,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,262.3 
Waynesboro City,33,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,258.8 
Danville City,62,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,254.6 
Salem City,38,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,253.9 
Staunton City,39,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,253.8 
Norton City,5,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,249.1 
Nelson County,29,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,245.9 
Portsmouth City,113,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,244.2 
Norfolk City,229,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,244.0 
Smyth County,54,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,243.3 
Lynchburg City,86,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,240.9 
Russell County,45,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,240.5 
Surry County,11,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,239.5 
Sussex County,16,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,239.5 
Prince Edward County,29,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,239.1 
Warren County,51,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,239.0 
Gloucester County,57,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,238.3 
Amelia County,20,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,237.4 
Wise County,55,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,235.0 
Newport News City,176,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,233.3 
Brunswick County,27,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,233.3 
Buchanan County,36,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,231.3 
Radford City,13,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,231.3 
Essex County,18,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,230.8 
Halifax County with South Boston City,58,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,230.4 
Page County,40,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,230.3 
Hampton City,153,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,228.2 
Giles County,27,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,227.2 
Lunenburg County,19,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,226.4 
Mecklenburg County,55,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,224.1 
Scott County,39,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,223.9 
Roanoke City,114,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,223.6 
Buckingham County,26,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,222.3 
Buena Vista City,8,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,221.0 
Madison County,21,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,220.8 
Charlotte County,19,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,219.4 
Westmoreland County,32,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,219.2 
Nottoway County,22,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,218.8 
Goochland County,37,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,218.8 
Accomack County,54,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,215.7 
King and Queen County,11,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,215.6 
Suffolk City,91,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,213.9 
Middlesex County,23,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,212.5 
Orange County,51,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,212.1 
Patrick County,29,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,210.2 
Cumberland County,15,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,208.2 
Culpeper County,56,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,207.3 
Wythe County,41,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,206.0 
Dinwiddie County,33,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,205.9 
Lancaster County,24,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,204.3 
King William County,18,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,203.7 
Shenandoah County,62,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,203.6 
Mathews County,18,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,203.2 
Pittsylvania County,89,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,203.1 
Isle of Wight County,46,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,202.7 
Appomattox County,21,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,202.2 
Henry County,79,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,200.8 
Lee County,34,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,200.5 
Charles City County,11,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,200.2 
Poquoson City,15,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,200.2 
Chesapeake City,208,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,198.2 
New Kent County,25,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,195.7 
Campbell County,69,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,195.4 
Bedford City and County,107,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,195.2 
Amherst County,41,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,195.0 
Floyd County,22,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,193.1 
Winchester City,28,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,191.5 
Caroline County,31,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,191.4 
Washington County,74,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,189.1 
Louisa County,46,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,188.7 
Chesterfield County,307,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,187.6 
Alleghany County and Clifton Forge City,22,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,187.3 
Bland County,9,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,186.5 
Grayson County,22,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,185.5 
Harrisonburg City,31,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,185.1 
Richmond City,185,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,184.6 
Henrico County,290,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,184.6 
Charlottesville City,33,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,184.2 
Craig County,7,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,183.2 
Southampton County,23,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,181.7 
Hanover County,111,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,179.2 
Highland County,4,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,178.9 
Virginia Beach City,372,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,178.8 
Pulaski County,45,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,177.9 
Rappahannock County,12,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,177.9 
Emporia City,6,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,177.3 
Frederick County,91,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,177.2 
Franklin County,74,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,177.1 
Falls Church City,10,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,175.6 
Clarke County,18,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,175.1 
Spotsylvania County,115,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,175.0 
James City County,102,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,174.3 
King George County,22,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,172.5 
Carroll County,42,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,172.0 
Montgomery County,69,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,171.4 
Rockingham County,88,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,171.2 
Greene County,19,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,170.5 
Fluvanna County,29,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,169.8 
Roanoke County,106,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,169.7 
Fauquier County,67,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,168.9 
Manassas City,24,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,168.4 
Bath County,7,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,165.7 
Rockbridge County,30,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,164.1 
Augusta County,87,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,162.9 
Stafford County,90,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,161.8 
Prince George County,31,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,159.6 
Botetourt County,38,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,159.5 
Powhatan County,28,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,157.5 
Northumberland County,23,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,156.5 
Fredericksburg City,17,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,155.0 
Albemarle County,96,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,150.8 
Prince William County,236,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,150.6 
Alexandria City,80,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,137.4 
Loudoun County,180,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,136.5 
York County,48,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,132.7 
Fairfax County,656,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,125.9 
Arlington County,106,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,123.2 
Manassas Park City,5,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,100.6 
Williamsburg City,7,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,97.7 
Galax City,18,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,327.5 
Greensville County,15,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,236.2 
Martinsville City,26,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,233.6 
Sussex County,17,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,219.6 
Petersburg City,50,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,218.5 
Covington City,10,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,211.6 
Franklin City,13,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,195.4 
Fairfax City,29,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,191.3 
Bath County,8,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,189.5 
Waynesboro City,31,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,182.6 
Hopewell City,29,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,182.5 
Buena Vista City,9,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,181.4 
Dickenson County,21,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,178.8 
Accomack County,49,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,176.6 
Scott County,35,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,176.2 
Buchanan County,31,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,174.3 
Wise County,46,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,171.5 
Bristol City,27,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,171.1 
Richmond County,14,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,170.1 
Portsmouth City,108,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,169.5 
Lee County,32,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,168.4 
Salem City,35,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,168.4 
Staunton City,36,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,167.8 
Tazewell County,58,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,165.3 
Halifax County with South Boston City,50,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,164.4 
Roanoke City,117,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,163.1 
Grayson County,24,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,163.0 
King and Queen County,10,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,162.6 
Lexington City,9,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,161.9 
Gloucester County,46,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,161.4 
Caroline County,33,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,160.5 
Colonial Heights City,25,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,159.8 
Charlotte County,17,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,159.2 
Smyth County,41,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,158.3 
Nottoway County,18,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,156.8 
Essex County,15,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,156.5 
Norfolk City,197,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,155.8 
Amelia County,16,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,154.7 
Lancaster County,22,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,154.3 
Newport News City,166,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,154.0 
New Kent County,21,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,152.6 
Giles County,21,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,152.2 
Lynchburg City,76,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,150.9 
Brunswick County,21,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,150.6 
Warren County,39,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,149.3 
Westmoreland County,25,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,149.0 
Lunenburg County,15,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,149.0 
Page County,29,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,147.6 
Louisa County,40,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,147.3 
Russell County,33,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,146.6 
Wythe County,36,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,146.5 
Winchester City,27,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,146.1 
Suffolk City,82,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,145.9 
Radford City,11,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,145.8 
Fluvanna County,31,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,145.8 
Shenandoah County,53,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,145.7 
Surry County,8,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,145.2 
Poquoson City,13,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,144.9 
Nelson County,19,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,143.9 
Manassas City,26,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,143.5 
Chesapeake City,201,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,142.7 
Prince Edward County,22,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,142.0 
Mecklenburg County,43,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.5 
Hampton City,127,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.5 
Appomattox County,17,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.2 
Amherst County,36,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.2 
Frederick County,83,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,140.9 
Campbell County,63,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,140.4 
Madison County,15,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.7 
Henry County,64,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,136.9 
Culpeper County,43,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,136.8 
Danville City,51,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,136.6 
Washington County,63,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,136.6 
Patrick County,24,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,136.5 
Fauquier County,64,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,136.2 
Henrico County,306,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.8 
Hanover County,103,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,134.7 
Richmond City,181,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,134.4 
King William County,15,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,134.3 
Charles City County,10,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,134.2 
Charlottesville City,31,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,134.1 
Spotsylvania County,105,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,133.4 
Chesterfield County,279,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,133.1 
Virginia Beach City,366,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,132.7 
Orange County,38,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,132.4 
Bland County,7,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,129.1 
Cumberland County,11,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,129.0 
Powhatan County,25,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,128.8 
Stafford County,86,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,128.1 
Northampton County,15,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,128.0 
Middlesex County,16,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,127.7 
Fredericksburg City,19,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,127.5 
Bedford City and County,83,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,127.2 
Franklin County,59,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,126.1 
Harrisonburg City,29,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,125.0 
Dinwiddie County,25,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,124.1 
Rockbridge County,28,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,124.1 
Pittsylvania County,66,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,124.0 
Norton City,4,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,123.8 
Carroll County,34,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,123.6 
Pulaski County,37,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,123.0 
Isle of Wight County,34,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,121.9 
Southampton County,17,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,121.9 
James City County,85,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,121.3 
Prince George County,26,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,120.8 
Emporia City,5,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,120.7 
Alleghany County and Clifton Forge City,17,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,119.9 
Prince William County,241,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,119.8 
Mathews County,12,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,119.6 
Botetourt County,34,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,119.2 
Clarke County,14,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,118.7 
Roanoke County,98,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,118.6 
Rockingham County,74,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,117.1 
Northumberland County,18,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,115.3 
York County,52,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,114.3 
Montgomery County,58,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,112.6 
Floyd County,14,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,111.4 
Augusta County,68,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,110.4 
Greene County,14,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,109.8 
Goochland County,20,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,107.0 
Loudoun County,179,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,105.9 
Alexandria City,87,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,105.5 
King George County,15,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,104.3 
Albemarle County,87,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,103.6 
Falls Church City,9,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,102.0 
Rappahannock County,7,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,98.5 
Fairfax County,627,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,97.3 
Arlington County,104,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,96.1 
Buckingham County,12,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,95.9 
Craig County,5,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,95.7 
Manassas Park City,4,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,64.2 
Williamsburg City,6,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,62.4 
Columbia County,9,Washington,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,230.6 
Cowlitz County,148,Washington,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,214.5 
Mason County,101,Washington,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,210.8 
Lewis County,115,Washington,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,209.1 
Pacific County,44,Washington,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,200.5 
Grays Harbor County,105,Washington,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,196.2 
Okanogan County,60,Washington,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,194.6 
Skagit County,163,Washington,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,192.2 
Spokane County,515,Washington,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,190.4 
Pierce County,778,Washington,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,190.1 
Clallam County,131,Washington,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,188.4 
Pend Oreille County,21,Washington,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,185.4 
Yakima County,220,Washington,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,184.3 
Clark County,427,Washington,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,182.1 
Snohomish County,663,Washington,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,181.0 
Adams County,14,Washington,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,177.6 
Grant County,81,Washington,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,177.0 
Whatcom County,217,Washington,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,175.8 
Walla Walla County,63,Washington,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,173.9 
Stevens County,62,Washington,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,173.5 
Kitsap County,264,Washington,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,172.5 
Benton County,170,Washington,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,172.1 
Thurston County,259,Washington,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,168.5 
Chelan County,81,Washington,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,166.7 
Douglas County,41,Washington,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,165.6 
Wahkiakum County,8,Washington,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,165.6 
Lincoln County,16,Washington,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,164.7 
Asotin County,30,Washington,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,164.1 
