County,Average Annual Count,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000"
Botetourt County,56,Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,842.7 
Southampton County,28,Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,841.2 
Prince George County,41,Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,837.7 
Rockbridge County,47,Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,836.5 
James City County,150,Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,834.6 
Franklin County,98,Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,830.3 
Fauquier County,87,Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,827.7 
Highland County,5,Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,825.4 
Carroll County,57,Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,823.6 
Goochland County,36,Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,807.6 
Powhatan County,36,Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,802.7 
Rockingham County,119,Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,801.2 
Augusta County,119,Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,799.7 
Prince William County,309,Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,798.0 
Pulaski County,58,Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,797.3 
Northumberland County,34,Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,795.2 
Alleghany County and Clifton Forge City,29,Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,790.8 
Floyd County,26,Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,786.6 
Roanoke County,152,Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,785.4 
Montgomery County,89,Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,774.3 
Fredericksburg City,23,Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,768.0 
King George County,23,Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,765.8 
Greene County,22,Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,758.6 
Emporia City,8,Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,757.1 
Albemarle County,141,Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,737.7 
Loudoun County,241,Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,730.4 
York County,72,Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,714.2 
Alexandria City,115,Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,704.3 
Craig County,7,Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,683.8 
Arlington County,150,Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,662.9 
Fairfax County,914,Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,662.1 
Manassas Park City,7,Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,570.8 
Williamsburg City,10,Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,447.8 
Cowlitz County,12,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.1 
Island County,7,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.9 
Clallam County,6,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.7 
Grant County,9,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.1 
Chelan County,7,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.3 
Yakima County,23,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.9 
Walla Walla County,5,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.3 
Okanogan County,3,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.0 
Clark County,46,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.0 
Skagit County,10,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.6 
Pierce County,78,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.2 
Spokane County,42,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.7 
Lewis County,6,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.5 
Thurston County,23,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.5 
Kitsap County,20,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.4 
Snohomish County,71,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.3 
Whatcom County,16,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,12.6 
Grays Harbor County,5,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,11.6 
Franklin County,7,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,11.4 
King County,174,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,11.4 
Mason County,4,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,10.9 
Benton County,13,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,10.8 
Columbia County,15,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,672.3 
Grays Harbor County,198,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,628.6 
Cowlitz County,260,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,616.7 
Lewis County,204,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,610.8 
Mason County,172,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,594.2 
Pacific County,74,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,589.3 
Okanogan County,104,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,579.7 
Spokane County,953,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,556.5 
Pend Oreille County,37,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,548.5 
Clallam County,235,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,540.7 
Yakima County,398,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,540.5 
Pierce County,1402,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,539.2 
Skagit County,279,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,534.2 
Ferry County,20,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,534.2 
Snohomish County,1224,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,530.7 
Clark County,783,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,529.8 
Grant County,145,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,528.2 
Garfield County,6,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,516.2 
Whatcom County,390,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,508.0 
Stevens County,105,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,508.0 
Thurston County,498,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,506.1 
Kitsap County,474,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,497.5 
Benton County,305,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,497.1 
Klickitat County,51,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,496.9 
Walla Walla County,113,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,491.1 
Kittitas County,75,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,488.9 
Island County,187,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,487.4 
Asotin County,54,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,487.3 
Chelan County,146,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,485.4 
Lincoln County,26,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,483.3 
Jefferson County,100,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,480.4 
Douglas County,70,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,466.1 
Adams County,21,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,465.3 
Franklin County,83,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,460.5 
Wahkiakum County,12,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,446.1 
King County,2802,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,444.4 
Whitman County,46,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,411.5 
Skamania County,21,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,407.2 
San Juan County,39,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,388.2 
Grays Harbor County,56,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.7 
Cowlitz County,73,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.3 
Okanogan County,28,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,57.7 
Lewis County,54,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,55.6 
Pacific County,17,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,54.5 
Grant County,48,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.1 
Ferry County,5,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,52.9 
Pend Oreille County,10,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,52.3 
Klickitat County,15,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,51.7 
Mason County,44,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,51.7 
Clallam County,46,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,50.8 
Yakima County,117,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,50.0 
Spokane County,277,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,49.5 
Walla Walla County,30,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,48.8 
Skagit County,67,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,47.2 
Pierce County,442,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,46.9 
Island County,41,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,45.7 
Thurston County,143,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,45.7 
Jefferson County,20,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,44.4 
Chelan County,37,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,43.8 
Kitsap County,133,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,43.7 
Whatcom County,100,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,43.5 
Stevens County,28,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,43.5 
Clark County,221,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,43.3 
Snohomish County,395,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,43.2 
San Juan County,9,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,42.8 
Lincoln County,5,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,42.2 
Douglas County,18,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,41.7 
Franklin County,31,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,39.9 
Asotin County,11,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,38.7 
Benton County,79,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,37.5 
King County,833,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,35.7 
Adams County,6,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,35.3 
Kittitas County,18,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,35.3 
Skamania County,6,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,32.9 
Whitman County,11,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,28.6 
Columbia County,13,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,154.3 "
Cowlitz County,199,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,047.3 "
Lewis County,156,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,028.8 "
Grays Harbor County,147,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,028.6 "
Mason County,132,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,004.4 "
Pacific County,58,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,956.3 
Okanogan County,79,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,955.0 
Spokane County,718,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,953.1 
Garfield County,5,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,949.4 
Ferry County,16,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,946.8 
Clark County,608,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,945.3 
Pend Oreille County,29,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,943.4 
Snohomish County,901,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,938.0 
Pierce County,1039,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,936.0 
Clallam County,195,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,932.3 
Yakima County,303,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,926.7 
Skagit County,222,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,925.4 
Benton County,240,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,889.7 
Grant County,107,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,885.4 
Whatcom County,306,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,882.1 
Asotin County,44,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,878.8 
Stevens County,80,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,873.3 
Thurston County,378,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,867.6 
Kitsap County,361,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,862.4 
Kittitas County,58,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,858.3 
Lincoln County,22,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,854.0 
Island County,154,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,852.2 
Chelan County,116,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,851.9 
Adams County,17,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,834.0 
Jefferson County,83,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,828.1 
Walla Walla County,88,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,823.7 
Klickitat County,38,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,813.5 
Franklin County,59,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,796.7 
Douglas County,55,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,792.1 
King County,2143,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,790.0 
Wahkiakum County,10,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,785.5 
Whitman County,37,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,761.4 
Skamania County,16,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,711.9 
San Juan County,32,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,665.7 
Wyoming County,5,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,38.4 
Lincoln County,4,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,31.8 
Logan County,6,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,30.3 
Mercer County,10,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,30.0 
Hampshire County,4,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,29.6 
Boone County,4,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,28.6 
Nicholas County,4,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,28.4 
Mingo County,4,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,25.2 
Fayette County,6,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,24.2 
Greenbrier County,4,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,23.1 
Wayne County,6,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,23.0 
Cabell County,11,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.6 
Mineral County,3,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.8 
Harrison County,8,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.3 
Kanawha County,21,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.2 
Wood County,9,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.2 
Marion County,6,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.1 
Raleigh County,9,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.8 
Ohio County,4,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.2 
Preston County,3,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.7 
Berkeley County,12,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.5 
Putnam County,5,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.2 
Monongalia County,8,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.1 
Jefferson County,5,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,12.6 
Logan County,110,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,801.2 
McDowell County,65,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,772.7 
Lewis County,52,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,750.3 
Mingo County,66,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,705.9 
Boone County,64,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,699.8 
Roane County,44,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,699.1 
Lincoln County,57,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,683.4 
Fayette County,129,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,682.5 
Gilmer County,19,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,665.0 
Morgan County,54,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,659.9 
Webster County,26,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,659.8 
Clay County,24,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,651.3 
Pleasants County,20,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,642.4 
Berkeley County,228,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,634.7 
Wyoming County,57,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,631.4 
Raleigh County,196,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,630.0 
Jefferson County,120,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,624.6 
Marion County,142,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,621.4 
Harrison County,174,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,620.2 
Monroe County,40,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,614.8 
Mineral County,70,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,612.6 
Wood County,218,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,609.7 
Mercer County,161,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,606.4 
Hampshire County,62,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,602.7 
Jackson County,75,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,601.2 
Cabell County,218,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,600.1 
Ohio County,113,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,591.8 
Mason County,68,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,584.7 
Barbour County,40,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,583.5 
Nicholas County,65,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,582.6 
Wetzel County,43,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,578.9 
Marshall County,82,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,578.3 
Greenbrier County,96,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,578.0 
Preston County,79,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,577.8 
Kanawha County,450,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,577.0 
Tyler County,24,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,575.7 
Summers County,36,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,574.6 
Upshur County,59,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,574.1 
Randolph County,72,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,573.9 
Taylor County,41,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,573.5 
Wayne County,99,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,572.7 
Wirt County,14,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,572.0 
Tucker County,20,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,570.8 
Braxton County,37,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,569.2 
Putnam County,120,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,566.9 
Hancock County,76,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,546.5 
Pocahontas County,23,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,542.3 
Brooke County,58,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,537.8 
Ritchie County,25,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,528.5 
Calhoun County,18,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,512.5 
Doddridge County,18,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,507.1 
Hardy County,30,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,500.5 
Monongalia County,138,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,495.3 
Pendleton County,18,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,467.0 
Grant County,25,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,449.5 
Roane County,18,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,98.4 
McDowell County,24,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,97.7 
Logan County,38,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,94.2 
Lincoln County,23,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,92.9 
Mingo County,27,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,88.9 
Fayette County,46,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,84.9 
Wyoming County,21,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,84.7 
Lewis County,16,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,82.0 
Clay County,8,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,80.7 
Mercer County,53,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,79.3 
Boone County,21,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,78.2 
Webster County,8,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,75.8 
Summers County,12,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,75.6 
Tyler County,9,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,75.0 
Tucker County,6,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,73.2 
Raleigh County,63,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,72.9 
Nicholas County,21,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,72.7 
Monroe County,12,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,72.4 
Gilmer County,6,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,72.2 
Cabell County,71,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,71.1 
Pleasants County,6,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,69.2 
Mineral County,22,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,68.9 
Wood County,69,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,67.8 
Taylor County,14,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,67.4 
Morgan County,16,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,66.4 
Hampshire County,18,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,65.5 
Pocahontas County,6,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,64.4 
Wayne County,30,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.7 
Kanawha County,141,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.7 
Barbour County,11,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.4 
Marion County,39,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.2 
Greenbrier County,26,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,62.1 
Harrison County,50,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.8 
Berkeley County,82,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.0 
Mason County,20,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,60.2 
Upshur County,17,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.6 
Preston County,24,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.2 
Ohio County,28,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,58.1 
Braxton County,11,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,58.1 
Marshall County,23,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,57.9 
