,County,Average Annual Count,Recent Trend,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000",Recent 5-Year Trend in Incidence Rates
4,Clallam County  7,633,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,534.3 ",-0.1 
5,Kitsap County  7,1487,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,522.0 ",-0.2 
6,Pierce County  7,3928,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,481.6 ",-1.4 
7,Snohomish County  7,3556,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,473.0 ",-1.1 
8,Whatcom County  7,1112,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,456.4 ",0.8 
9,Jefferson County  7,298,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,452.7 ",-0.5 
10,Thurston County  7,1422,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,450.3 ",-1.0 
11,Skagit County  7,739,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,449.9 ",-1.1 
12,Island County  7,546,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,428.5 ",-1.4 
13,Chelan County  6,416,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,400.7 ",-0.1 
14,Okanogan County  6,256,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,399.6 ",-0.2 
15,Douglas County  6,205,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,375.5 ",-0.6 
16,King County  7,8645,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,347.3 ",-0.5 
17,Columbia County  6,29,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,284.4 ",-1.8 
18,Grant County  6,358,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,283.7 ",-1.0 
19,San Juan County  7,130,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,273.9 ",-0.9 
20,Benton County  6,785,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,265.2 ",-1.5 
21,Pacific County  6,156,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,259.5 ",-0.6 
22,Walla Walla County  6,280,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,251.8 ",-6.4 
23,Lewis County  6,415,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,245.7 ",-1.9 
24,Cowlitz County  6,518,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,231.0 ",-10.7 
25,Yakima County  6,885,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,208.2 ",-1.3 
26,Klickitat County  6,122,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,191.3 ",-0.3 
27,Clark County  6,1812,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,184.1 ",-7.5 
28,Skamania County  6,57,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,144.9 ",-0.7 
29,Franklin County  6,217,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,137.3 ",-2.2 
30,Spokane County  6,1954,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,133.9 ",-6.1 
31,Kittitas County  6,169,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,131.8 ",-1.1 
32,Adams County  6,52,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,071.0 ",-1.9 
33,Pend Oreille County  6,73,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,066.5 ",-3.5 
34,Lincoln County  6,55,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,021.5 ",-2.8 
35,Stevens County  6,212,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,008.4 ",-2.9 
36,Garfield County  6,11,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,981.2 ,-3.1 
37,Wahkiakum County  6,25,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,964.2 ,-3.0 
38,Asotin County  6,102,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,954.6 ,-2.6 
39,Ferry County  6,36,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,950.0 ,-3.6 
40,Whitman County  6,90,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,821.4 ,-3.8 
2,Kitsap County  7,706,rising,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,252.0 ,0.5 
3,Clallam County  7,203,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,248.7 ,0.3 
4,Grays Harbor County  7,205,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,246.8 ,-0.3 
5,Okanogan County  6,114,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,240.3 ,1.3 
6,Pierce County  7,2090,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,239.8 ,-0.6 
7,Snohomish County  7,2007,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,236.5 ,-0.2 
8,Mason County  7,177,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,235.7 ,-0.2 
9,Chelan County  6,184,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,234.2 ,0.5 
10,Thurston County  7,674,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,234.1 ,0.0 
11,Columbia County  6,10,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,233.6 ,0.9 
12,Wahkiakum County  6,9,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,228.4 ,0.8 
13,Island County  7,196,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,227.3 ,-0.1 
14,Skagit County  7,296,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,227.2 ,0.1 
15,Cowlitz County  6,249,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,226.3 ,-0.6 
16,Whatcom County  7,481,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,225.4 ,-1.1 
17,King County  7,4819,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,217.7 ,-1.0 
18,Klickitat County  6,55,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,217.5 ,1.7 
19,Jefferson County  7,85,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,217.5 ,-0.5 
20,Stevens County  6,105,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,209.6 ,-0.5 
21,Pacific County  6,57,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,208.6 ,-0.7 
22,Skamania County  6,30,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,208.0 ,0.9 
23,Douglas County  6,85,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,207.8 ,-0.6 
24,Benton County  6,395,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,207.7 ,-0.8 
25,Walla Walla County  6,122,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,202.1 ,-1.0 
26,Clark County  6,946,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,198.6 ,-6.5 
27,Grant County  6,171,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,198.1 ,-0.1 
28,San Juan County  7,44,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,197.0 ,0.2 
29,Spokane County  6,990,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,195.0 ,-1.7 
30,Adams County  6,32,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,194.0 ,-0.8 
31,Lewis County  6,166,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,193.8 ,-1.8 
32,Yakima County  6,428,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,190.9 ,-0.6 
33,Pend Oreille County  6,30,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,181.8 ,-1.8 
34,Franklin County  6,133,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,176.3 ,-1.3 
35,Garfield County  6,5,*,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,171.1 ,*
36,Asotin County  6,41,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,169.4 ,-1.9 
37,Kittitas County  6,74,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,167.2 ,-1.3 
38,Lincoln County  6,19,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,159.7 ,-2.6 
39,Ferry County  6,14,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,140.5 ,-3.3 
40,Whitman County  6,41,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,117.4 ,-10.5 
2,Mason County  7,313,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,345.1 ",-0.6 
3,Clallam County  7,474,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,333.4 ",-0.1 
4,Jefferson County  7,226,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,250.6 ",-0.4 
5,Kitsap County  7,959,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,248.6 ",-0.4 
6,Grays Harbor County  7,321,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,236.5 ",-2.5 
7,Whatcom County  7,762,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,217.7 ",-1.3 
8,Snohomish County  7,2133,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,217.6 ",-1.2 
9,Pierce County  7,2443,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,209.1 ",-2.0 
10,Skagit County  7,517,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,206.9 ",-1.6 
11,Thurston County  7,936,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,177.6 ",-1.5 
12,Island County  7,394,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,152.7 ",-1.8 
13,Douglas County  6,143,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,104.7 ",-0.6 
14,Chelan County  6,280,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,092.2 ",-0.2 
15,King County  7,5396,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,029.9 ",-0.5 
16,Grant County  6,239,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,963.4 ",-1.1 
17,Okanogan County  6,164,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,962.3 ",-1.1 
18,Benton County  6,505,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,894.4 ",-1.7 
19,Columbia County  6,21,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,872.5 ",-2.6 
20,San Juan County  7,91,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,854.6 ",-1.6 
21,Lewis County  6,285,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,854.5 ",-2.1 
22,Walla Walla County  6,188,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,838.4 ",-8.9 
23,Yakima County  6,584,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,812.0 ",-1.6 
24,Cowlitz County  6,339,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,782.5 ",-12.3 
25,Clark County  6,1161,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,780.3 ",-7.8 
26,Pacific County  6,107,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,765.1 ",-0.9 
27,Franklin County  6,130,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,710.3 ",-2.3 
28,Kittitas County  6,111,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,674.4 ",-1.3 
29,Klickitat County  6,79,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,665.9 ",-1.0 
30,Spokane County  6,1238,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,650.4 ",-7.1 
31,Skamania County  6,34,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,619.9 ",-1.1 
32,Lincoln County  6,41,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,608.5 ",-2.5 
33,Wahkiakum County  6,20,stable,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,533.8 ",-1.8 
34,Adams County  6,31,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,533.6 ",-2.0 
35,Pend Oreille County  6,48,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,514.0 ",-4.0 
36,Asotin County  6,71,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,443.8 ",-2.6 
37,Stevens County  6,132,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,382.0 ",-7.2 
38,Ferry County  6,23,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,344.9 ",-4.9 
39,Garfield County  6,7,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,259.6 ",-4.1 
40,Whitman County  6,61,falling,Washington,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,258.2 ",-3.8 
2,Mingo County  6,25,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,170.6 ,2.7 
3,Boone County  6,23,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,168.6 ,2.8 
4,Webster County  6,8,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,161.7 ,3.9 
5,Tucker County  6,6,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,161.0 ,0.5 
6,Wirt County  6,5,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,159.5 ,3.3 
7,Roane County  6,13,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,154.3 ,2.2 
8,Lincoln County  6,19,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,152.9 ,2.1 
9,Monroe County  6,11,rising,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,149.5 ,4.3 
10,Braxton County  6,12,rising,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,147.9 ,4.9 
11,Wayne County  6,35,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,144.4 ,1.4 
12,Wetzel County  6,13,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,142.0 ,1.6 
13,Logan County  6,28,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,140.1 ,1.0 
14,Hampshire County  6,19,rising,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,138.2 ,2.5 
15,Greenbrier County  6,26,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,137.8 ,0.9 
16,Kanawha County  6,148,rising,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,137.7 ,1.2 
17,Clay County  6,7,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,132.5 ,0.4 
18,Taylor County  6,14,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,131.3 ,2.6 
19,Ritchie County  6,7,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,131.2 ,2.4 
20,Nicholas County  6,19,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,131.2 ,0.5 
21,Fayette County  6,33,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,130.6 ,1.1 
22,Marion County  6,43,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,130.4 ,1.1 
23,Raleigh County  6,59,rising,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,130.0 ,1.6 
24,Barbour County  6,12,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,129.4 ,1.9 
25,Ohio County  6,30,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,129.1 ,0.5 
26,Hancock County  6,22,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,128.5 ,-12.4 
27,Randolph County  6,21,rising,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,128.3 ,2.6 
28,Wood County  6,64,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,127.9 ,0.9 
29,Cabell County  6,68,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,125.5 ,-9.4 
30,Brooke County  6,16,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,123.0 ,2.3 
31,Harrison County  6,49,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,122.5 ,0.4 
32,Lewis County  6,12,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,121.6 ,-1.5 
33,Monongalia County  6,71,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,120.7 ,1.7 
34,Mason County  6,18,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,120.4 ,2.3 
35,Putnam County  6,42,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,117.8 ,0.7 
36,Mercer County  6,40,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,117.8 ,0.6 
37,Mineral County  6,18,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,116.2 ,0.5 
38,Pleasants County  6,6,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,116.0 ,0.3 
39,Wyoming County  6,14,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,112.6 ,-0.7 
40,Grant County  6,7,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,112.3 ,0.6 
41,Hardy County  6,9,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,112.2 ,0.7 
42,Calhoun County  6,5,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,111.1 ,3.2 
43,Marshall County  6,20,rising,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,111.1 ,2.9 
44,Pocahontas County  6,5,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,109.7 ,-0.4 
45,Berkeley County  6,80,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,109.0 ,-0.7 
46,Upshur County  6,15,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,107.4 ,-2.2 
47,McDowell County  6,11,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,105.7 ,-0.3 
48,Preston County  6,22,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,105.1 ,0.7 
49,Summers County  6,8,rising,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,104.9 ,5.1 
50,Gilmer County  6,5,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,104.3 ,0.7 
51,Jefferson County  6,36,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,100.1 ,-1.8 
52,Morgan County  6,10,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,96.9 ,-0.1 
53,Jackson County  6,16,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,92.0 ,-1.2 
54,Tyler County  6,5,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,89.1 ,-1.0 
55,Doddridge County  6,3,*,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,62.7 ,*
2,Logan County  6,237,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,694.0 ",0.3 
3,Lewis County  6,116,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,676.6 ",0.6 
4,Mingo County  6,163,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,671.2 ",-0.3 
5,Pleasants County  6,50,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,646.3 ",0.4 
6,Webster County  6,64,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,626.1 ",0.6 
7,Gilmer County  6,47,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,621.4 ",1.2 
8,Clay County  6,59,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,587.1 ",-0.8 
9,Harrison County  6,431,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,552.6 ",-0.2 
10,Lincoln County  6,134,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,551.1 ",-0.7 
11,Cabell County  6,555,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,538.6 ",-0.1 
12,Boone County  6,145,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,536.7 ",0.2 
13,Marion County  6,340,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,511.8 ",0.2 
14,Putnam County  6,323,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,495.3 ",-0.8 
15,Jackson County  6,184,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,493.8 ",-0.3 
16,Fayette County  6,279,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,482.9 ",0.0 
17,Wayne County  6,257,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,482.6 ",5.2 
18,Mason County  6,171,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,471.8 ",-0.5 
19,Raleigh County  6,465,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,469.3 ",0.3 
20,Berkeley County  6,540,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,452.5 ",-0.6 
21,McDowell County  6,122,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,445.9 ",-0.5 
22,Wetzel County  6,105,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,441.1 ",-1.4 
23,Greenbrier County  6,233,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,439.3 ",-4.0 
24,Upshur County  6,145,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,435.0 ",-0.2 
25,Kanawha County  6,1128,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,434.4 ",-0.6 
26,Mercer County  6,374,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,421.6 ",-0.7 
27,Wyoming County  6,131,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,421.0 ",-0.6 
28,Roane County  6,92,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,417.1 ",-0.1 
29,Hancock County  6,198,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,415.4 ",-1.5 
30,Wood County  6,507,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,408.0 ",2.0 
31,Tucker County  6,50,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,406.0 ",-2.2 
32,Preston County  6,192,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,383.2 ",0.3 
33,Jefferson County  6,275,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,383.1 ",-1.7 
34,Brooke County  6,149,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,382.6 ",-0.7 
35,Ohio County  6,259,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,380.3 ",-0.8 
36,Monongalia County  6,386,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,368.2 ",2.4 
37,Pocahontas County  6,59,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,359.1 ",0.2 
38,Randolph County  6,170,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,341.9 ",0.0 
39,Taylor County  6,95,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,336.6 ",0.1 
40,Wirt County  6,35,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,332.9 ",-1.8 
41,Mineral County  6,157,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,328.9 ",-1.3 
42,Tyler County  6,55,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,328.1 ",-1.3 
43,Nicholas County  6,151,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,324.9 ",-0.7 
44,Barbour County  6,89,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,324.6 ",-1.1 
45,Monroe County  6,84,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,296.5 ",-0.9 
46,Morgan County  6,107,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,285.0 ",-0.1 
47,Hampshire County  6,135,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,270.6 ",-0.9 
48,Marshall County  6,180,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,266.7 ",-1.3 
49,Ritchie County  6,59,falling,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,264.1 ",-1.4 
50,Braxton County  6,79,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,214.8 ",0.0 
51,Summers County  6,74,stable,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,178.7 ",0.1 
