,Average Annual Count,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000",County_State
3397,58,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,127.3,"Pike County, PA"
3398,43,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,166.8,"Snyder County, PA"
3399,39,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,119.3,"Snyder County, PA"
3400,464,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,162.1,"Chester County, PA"
3401,433,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,121.7,"Chester County, PA"
3402,88,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,159.9,"Indiana County, PA"
3403,81,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,123.1,"Indiana County, PA"
3404,44,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,159.8,"Union County, PA"
3405,36,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,109.3,"Union County, PA"
3406,112,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,142.5,"Centre County, PA"
3407,98,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,105.9,"Centre County, PA"
3408,9,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,140.4,"Forest County, PA"
3409,8,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,183.1,"Forest County, PA"
3410,210,Rhode Island,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,212.3,"Kent County, RI"
3411,198,Rhode Island,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,146.3,"Kent County, RI"
3412,158,Rhode Island,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,193.6,"Washington County, RI"
3413,136,Rhode Island,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,129.4,"Washington County, RI"
3414,601,Rhode Island,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,186.9,"Providence County, RI"
3415,591,Rhode Island,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,134.4,"Providence County, RI"
3416,102,Rhode Island,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,175.5,"Newport County, RI"
3417,93,Rhode Island,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,130.3,"Newport County, RI"
3418,49,Rhode Island,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,146.0,"Bristol County, RI"
3419,51,Rhode Island,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,118.2,"Bristol County, RI"
3420,30,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,277.7,"Lee County, SC"
3421,18,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,144.6,"Lee County, SC"
3422,47,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,271.5,"Union County, SC"
3423,31,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.5,"Union County, SC"
3424,40,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,259.2,"Marlboro County, SC"
3425,33,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,174.1,"Marlboro County, SC"
3426,48,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,258.6,"Williamsburg County, SC"
3427,37,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.2,"Williamsburg County, SC"
3428,51,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,256.6,"Chester County, SC"
3429,39,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,153.5,"Chester County, SC"
3430,14,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,254.3,"Allendale County, SC"
3431,8,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,119.2,"Allendale County, SC"
3432,102,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,249.3,"Laurens County, SC"
3433,77,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,155.3,"Laurens County, SC"
3434,29,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,248.7,"Hampton County, SC"
3435,25,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,170.8,"Hampton County, SC"
3436,61,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,247.3,"Colleton County, SC"
3437,46,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,160.3,"Colleton County, SC"
3438,74,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,235.6,"Cherokee County, SC"
3439,54,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,140.2,"Cherokee County, SC"
3440,97,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,235.1,"Greenwood County, SC"
3441,73,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.7,"Greenwood County, SC"
3442,128,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,234.2,"Sumter County, SC"
3443,107,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,147.3,"Sumter County, SC"
3444,38,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,233.2,"Dillon County, SC"
3445,31,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,144.1,"Dillon County, SC"
3446,29,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,229.9,"Barnwell County, SC"
3447,27,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,171.3,"Barnwell County, SC"
3448,87,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,228.3,"Kershaw County, SC"
3449,71,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,148.0,"Kershaw County, SC"
3450,34,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,224.7,"Fairfield County, SC"
3451,25,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.6,"Fairfield County, SC"
3452,62,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,224.6,"Chesterfield County, SC"
3453,46,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.7,"Chesterfield County, SC"
3454,52,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,223.6,"Newberry County, SC"
3455,43,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,148.4,"Newberry County, SC"
3456,39,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,219.3,"Marion County, SC"
3457,36,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,142.2,"Marion County, SC"
3458,115,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,217.3,"Orangeburg County, SC"
3459,104,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,154.2,"Orangeburg County, SC"
3460,83,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,216.5,"Darlington County, SC"
3461,80,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,155.3,"Darlington County, SC"
3462,37,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,216.2,"Abbeville County, SC"
3463,29,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,148.9,"Abbeville County, SC"
3464,152,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,214.5,"Florence County, SC"
3465,127,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,130.8,"Florence County, SC"
3466,247,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,212.7,"Anderson County, SC"
3467,189,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,130.5,"Anderson County, SC"
3468,20,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,208.8,"Bamberg County, SC"
3469,20,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,169.9,"Bamberg County, SC"
3470,342,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,208.2,"Spartanburg County, SC"
3471,292,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,142.5,"Spartanburg County, SC"
3472,349,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,208.0,"Richland County, SC"
3473,316,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.7,"Richland County, SC"
3474,51,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,206.2,"Clarendon County, SC"
3475,34,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,123.6,"Clarendon County, SC"
3476,463,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,198.7,"Horry County, SC"
3477,382,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,140.6,"Horry County, SC"
3478,202,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,197.8,"Aiken County, SC"
3479,174,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,138.1,"Aiken County, SC"
3480,95,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,194.1,"Georgetown County, SC"
3481,76,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,126.0,"Georgetown County, SC"
3482,194,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,193.9,"Berkeley County, SC"
3483,160,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.0,"Berkeley County, SC"
3484,106,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,191.0,"Oconee County, SC"
3485,84,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,131.2,"Oconee County, SC"
3486,131,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,190.9,"Pickens County, SC"
3487,108,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,134.3,"Pickens County, SC"
3488,20,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,189.8,"Calhoun County, SC"
3489,20,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,152.2,"Calhoun County, SC"
3490,398,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,189.7,"Charleston County, SC"
3491,332,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,125.5,"Charleston County, SC"
3492,136,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,189.1,"Dorchester County, SC"
3493,123,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,134.4,"Dorchester County, SC"
3494,232,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,185.6,"York County, SC"
3495,215,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,134.9,"York County, SC"
3496,281,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,185.2,"Lexington County, SC"
3497,247,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,130.9,"Lexington County, SC"
3498,24,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,180.1,"Saluda County, SC"
3499,23,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.1,"Saluda County, SC"
3500,107,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,176.9,"Lancaster County, SC"
3501,88,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,125.2,"Lancaster County, SC"
3502,458,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,175.7,"Greenville County, SC"
3503,417,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,127.2,"Greenville County, SC"
3504,30,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,170.6,"Jasper County, SC"
3505,23,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,114.9,"Jasper County, SC"
3506,29,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,163.5,"Edgefield County, SC"
3507,22,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,113.8,"Edgefield County, SC"
3508,16,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,155.3,"McCormick County, SC"
3509,16,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,170.5,"McCormick County, SC"
3510,227,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,148.2,"Beaufort County, SC"
3511,169,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,102.7,"Beaufort County, SC"
3512,5,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,342.4,"Hanson County, SD"
3513,4,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,220.0,"Hanson County, SD"
3514,8,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,288.6,"Todd County, SD"
3515,6,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,193.1,"Todd County, SD"
3516,3,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,285.1,"Mellette County, SD"
3517,4,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,282.6,"Miner County, SD"
3518,3,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,191.4,"Miner County, SD"
3519,4,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,265.3,"Bennett County, SD"
3520,9,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,264.3,"McCook County, SD"
3521,9,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,191.7,"McCook County, SD"
3522,4,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,249.1,"Corson County, SD"
3523,17,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,243.8,"Butte County, SD"
3524,13,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,168.0,"Butte County, SD"
3525,5,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,242.1,"Perkins County, SD"
3526,4,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,129.7,"Perkins County, SD"
3527,10,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,234.9,"Kingsbury County, SD"
3528,6,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,136.5,"Kingsbury County, SD"
3529,5,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,229.1,"Lyman County, SD"
3530,4,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,163.0,"Lyman County, SD"
3531,4,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,226.6,"Jackson County, SD"
3532,5,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,225.1,"Dewey County, SD"
3533,4,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,166.0,"Dewey County, SD"
3534,7,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,221.6,"Hamlin County, SD"
3535,6,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.4,"Hamlin County, SD"
3536,179,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,216.9,"Minnehaha County, SD"
3537,151,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,144.6,"Minnehaha County, SD"
3538,5,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,212.2,"Stanley County, SD"
3539,13,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,210.6,"Fall River County, SD"
3540,12,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,185.0,"Fall River County, SD"
3541,9,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,210.2,"Day County, SD"
3542,6,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,103.4,"Day County, SD"
3543,11,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,209.4,"Grant County, SD"
3544,7,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,117.1,"Grant County, SD"
3545,3,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,209.2,"Jerauld County, SD"
3546,3,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,132.9,"Jerauld County, SD"
3547,7,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,206.7,"Deuel County, SD"
3548,6,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,173.1,"Deuel County, SD"
3549,29,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,203.8,"Meade County, SD"
3550,26,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,161.5,"Meade County, SD"
3551,5,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,202.0,"Clark County, SD"
3552,4,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,112.1,"Clark County, SD"
3553,12,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,197.1,"Charles Mix County, SD"
3554,11,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,164.0,"Charles Mix County, SD"
3555,3,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,196.8,"Sanborn County, SD"
3556,7,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,195.1,"Gregory County, SD"
3557,6,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,137.8,"Gregory County, SD"
3558,11,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,194.3,"Hutchinson County, SD"
3559,8,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,94.4,"Hutchinson County, SD"
3560,4,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,191.6,"Aurora County, SD"
3561,21,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,191.0,"Beadle County, SD"
3562,18,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,142.9,"Beadle County, SD"
3563,32,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,189.6,"Codington County, SD"
3564,29,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.4,"Codington County, SD"
3565,13,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,187.9,"Roberts County, SD"
3566,10,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,118.1,"Roberts County, SD"
3567,11,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,186.9,"Clay County, SD"
3568,10,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,143.9,"Clay County, SD"
3569,11,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,186.7,"Turner County, SD"
3570,9,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,133.6,"Turner County, SD"
3571,41,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,185.4,"Brown County, SD"
3572,31,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,104.6,"Brown County, SD"
3573,117,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,183.2,"Pennington County, SD"
3574,101,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,133.2,"Pennington County, SD"
3575,22,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,181.8,"Davison County, SD"
3576,21,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,128.1,"Davison County, SD"
3577,16,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,176.8,"Union County, SD"
3578,15,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,142.9,"Union County, SD"
3579,8,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,172.0,"Spink County, SD"
3580,7,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,132.0,"Spink County, SD"
3581,6,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,167.6,"Moody County, SD"
3582,5,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,92.5,"Moody County, SD"
3583,9,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,167.5,"Bon Homme County, SD"
3584,6,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,110.9,"Bon Homme County, SD"
3585,4,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,161.4,"Potter County, SD"
3586,12,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,160.2,"Lake County, SD"
3587,11,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,116.5,"Lake County, SD"
3588,7,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,159.0,"Walworth County, SD"
3589,7,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,119.5,"Walworth County, SD"
3590,6,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,157.4,"Brule County, SD"
3591,6,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,129.8,"Brule County, SD"
3592,22,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,150.9,"Brookings County, SD"
3593,18,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,110.5,"Brookings County, SD"
3594,5,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,150.9,"Hand County, SD"
3595,25,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,150.0,"Lawrence County, SD"
3596,24,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,123.8,"Lawrence County, SD"
3597,22,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,149.6,"Yankton County, SD"
3598,21,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,107.8,"Yankton County, SD"
3599,13,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,148.9,"Custer County, SD"
3600,10,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,120.5,"Custer County, SD"
3601,4,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,141.8,"McPherson County, SD"
3602,15,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,141.1,"Hughes County, SD"
3603,20,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,170.4,"Hughes County, SD"
3604,35,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,141.0,"Lincoln County, SD"
3605,27,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,91.4,"Lincoln County, SD"
3606,6,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,140.3,"Tripp County, SD"
3607,8,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.1,"Tripp County, SD"
3608,4,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,101.4,"Marshall County, SD"
3609,5,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,143.0,"Marshall County, SD"
3610,3,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,226.6,"Hyde County, SD"
3611,4,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,203.2,"Haakon County, SD"
3612,4,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,176.7,"Douglas County, SD"
3613,4,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,128.6,"Edmunds County, SD"
3614,117,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,340.3,"Anderson County, TX"
3615,42,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,130.7,"Anderson County, TX"
3616,12,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,321.9,"Delta County, TX"
3617,6,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,172.6,"Delta County, TX"
3618,3,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,307.1,"Stonewall County, TX"
3619,90,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,301.5,"Polk County, TX"
3620,60,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,194.3,"Polk County, TX"
3621,7,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,280.0,"Martin County, TX"
3622,4,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,134.5,"Martin County, TX"
3623,7,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,270.4,"Donley County, TX"
3624,4,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,151.2,"Donley County, TX"
3625,8,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,264.3,"Baylor County, TX"
3626,7,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,212.1,"Baylor County, TX"
3627,7,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,257.6,"Hardeman County, TX"
3628,17,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,256.5,"Hamilton County, TX"
3629,15,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,188.5,"Hamilton County, TX"
3630,18,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,252.0,"Duval County, TX"
3631,9,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,117.0,"Duval County, TX"
3632,32,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,251.6,"Trinity County, TX"
3633,23,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,171.3,"Trinity County, TX"
3634,13,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,247.1,"Goliad County, TX"
3635,8,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,122.9,"Goliad County, TX"
3636,5,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,244.8,"Hemphill County, TX"
3637,21,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,243.8,"Morris County, TX"
3638,16,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,154.9,"Morris County, TX"
3639,29,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,243.0,"Young County, TX"
3640,20,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,138.4,"Young County, TX"
3641,32,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,242.9,"DeWitt County, TX"
3642,25,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,157.4,"DeWitt County, TX"
3643,17,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,241.7,"Coleman County, TX"
3644,12,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,156.2,"Coleman County, TX"
3645,8,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,241.0,"Coke County, TX"
3646,4,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,131.0,"Coke County, TX"
3647,51,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,240.6,"Matagorda County, TX"
3648,40,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,161.9,"Matagorda County, TX"
3649,26,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,239.3,"Robertson County, TX"
3650,17,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,138.9,"Robertson County, TX"
