average_annual_count,recent_trend,primary_state_name,cancer,race_ethnicity,sex,age,age_adjusted_rate,five_year_trend_rates,county_state,index_of_medical_underservice_score,popestimate2015,popestimate2016,popestimate2017,popestimate2018,popestimate2019,median_household_income_2015,median_household_income_2016,median_household_income_2017,median_household_income_2018,median_household_income_2019
13,stable,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,192.7 ,192.7 ,"Wheeler County, TX",,5658,5518,5300,5158,5056,51114,47476,45356,48018,58544
27,stable,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,185.7 ,185.7 ,"Duval County, TX",49.0,11336,11431,11270,11147,11157,36986,34777,33495,35156,37100
23,stable,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,186.1 ,186.1 ,"Duval County, TX",49.0,11336,11431,11270,11147,11157,36986,34777,33495,35156,37100
3,*,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,180.7 ,180.7 ,"Duval County, TX",49.0,11336,11431,11270,11147,11157,36986,34777,33495,35156,37100
23,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,184.6 ,184.6 ,"Duval County, TX",49.0,11336,11431,11270,11147,11157,36986,34777,33495,35156,37100
50,stable,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,185.1 ,185.1 ,"DeWitt County, TX",,20632,20623,20180,20106,20160,47365,46915,47657,49208,52544
9,stable,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,141.4 ,141.4 ,"DeWitt County, TX",,20632,20623,20180,20106,20160,47365,46915,47657,49208,52544
42,stable,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,194.7 ,194.7 ,"DeWitt County, TX",,20632,20623,20180,20106,20160,47365,46915,47657,49208,52544
7,stable,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,362.7 ,362.7 ,"DeWitt County, TX",,20632,20623,20180,20106,20160,47365,46915,47657,49208,52544
9,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,135.3 ,135.3 ,"DeWitt County, TX",,20632,20623,20180,20106,20160,47365,46915,47657,49208,52544
6,stable,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,185.1 ,185.1 ,"Sherman County, TX",,3058,3070,3046,3101,3022,54010,55761,49349,57052,55473
6,stable,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,211.9 ,211.9 ,"Sherman County, TX",,3058,3070,3046,3101,3022,54010,55761,49349,57052,55473
51,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,184.8 ,184.8 ,"Shelby County, TX",56.0,25373,25566,25225,25307,25274,41519,37410,39745,41961,39708
50,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,193.7 ,193.7 ,"Shelby County, TX",56.0,25373,25566,25225,25307,25274,41519,37410,39745,41961,39708
10,falling,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,197.0 ,197.0 ,"Shelby County, TX",56.0,25373,25566,25225,25307,25274,41519,37410,39745,41961,39708
192,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,184.1 ,184.1 ,"Potter County, TX",,121272,120632,120340,118711,117415,40353,41563,43778,41912,41138
36,stable,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,156.8 ,156.8 ,"Potter County, TX",,121272,120632,120340,118711,117415,40353,41563,43778,41912,41138
156,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,190.8 ,190.8 ,"Potter County, TX",,121272,120632,120340,118711,117415,40353,41563,43778,41912,41138
19,stable,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,231.1 ,231.1 ,"Potter County, TX",,121272,120632,120340,118711,117415,40353,41563,43778,41912,41138
5,*,Texas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,113.3 ,113.3 ,"Potter County, TX",,121272,120632,120340,118711,117415,40353,41563,43778,41912,41138
36,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,151.0 ,151.0 ,"Potter County, TX",,121272,120632,120340,118711,117415,40353,41563,43778,41912,41138
171,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,183.9 ,183.9 ,"Bowie County, TX",55.0,93050,93424,93458,93688,93245,42515,45455,49153,47339,51207
166,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,184.0 ,184.0 ,"Bowie County, TX",55.0,93050,93424,93458,93688,93245,42515,45455,49153,47339,51207
40,falling,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,174.6 ,174.6 ,"Bowie County, TX",55.0,93050,93424,93458,93688,93245,42515,45455,49153,47339,51207
136,stable,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,183.6 ,183.6 ,"Wise County, TX",,62857,64478,65848,68284,69984,58367,57609,60675,66387,70468
6,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,84.1 ,84.1 ,"Wise County, TX",,62857,64478,65848,68284,69984,58367,57609,60675,66387,70468
130,stable,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,191.6 ,191.6 ,"Wise County, TX",,62857,64478,65848,68284,69984,58367,57609,60675,66387,70468
6,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,80.0 ,80.0 ,"Wise County, TX",,62857,64478,65848,68284,69984,58367,57609,60675,66387,70468
7,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,183.0 ,183.0 ,"Upton County, TX",60.0,3652,3690,3658,3637,3657,57085,56335,56448,53867,58908
4,*,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,178.6 ,178.6 ,"Upton County, TX",60.0,3652,3690,3658,3637,3657,57085,56335,56448,53867,58908
193,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,182.9 ,182.9 ,"Kaufman County, TX",,114055,117904,122628,128279,136154,60438,62363,65942,67434,75009
12,stable,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,154.4 ,154.4 ,"Kaufman County, TX",,114055,117904,122628,128279,136154,60438,62363,65942,67434,75009
181,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,187.5 ,187.5 ,"Kaufman County, TX",,114055,117904,122628,128279,136154,60438,62363,65942,67434,75009
22,falling,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,179.8 ,179.8 ,"Kaufman County, TX",,114055,117904,122628,128279,136154,60438,62363,65942,67434,75009
12,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,145.7 ,145.7 ,"Kaufman County, TX",,114055,117904,122628,128279,136154,60438,62363,65942,67434,75009
47,stable,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,182.6 ,182.6 ,"Young County, TX",,18163,18098,17922,17986,18010,49079,52133,44909,49301,52643
45,stable,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,187.7 ,187.7 ,"Young County, TX",,18163,18098,17922,17986,18010,49079,52133,44909,49301,52643
35,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,182.0 ,182.0 ,"Robertson County, TX",54.0,16698,16804,17153,17219,17074,53635,42680,44355,44917,47016
4,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,153.7 ,153.7 ,"Robertson County, TX",54.0,16698,16804,17153,17219,17074,53635,42680,44355,44917,47016
31,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,185.9 ,185.9 ,"Robertson County, TX",54.0,16698,16804,17153,17219,17074,53635,42680,44355,44917,47016
8,falling,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,192.2 ,192.2 ,"Robertson County, TX",54.0,16698,16804,17153,17219,17074,53635,42680,44355,44917,47016
4,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,143.5 ,143.5 ,"Robertson County, TX",54.0,16698,16804,17153,17219,17074,53635,42680,44355,44917,47016
48,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,181.7 ,181.7 ,"Leon County, TX",51.0,17028,17200,17235,17260,17404,47740,44891,43189,47065,50522
47,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,193.0 ,193.0 ,"Leon County, TX",51.0,17028,17200,17235,17260,17404,47740,44891,43189,47065,50522
4,*,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,162.5 ,162.5 ,"Leon County, TX",51.0,17028,17200,17235,17260,17404,47740,44891,43189,47065,50522
82,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,181.5 ,181.5 ,"Fannin County, TX",57.0,33502,33933,34550,35185,35514,43733,46347,50598,53111,56123
80,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,184.2 ,184.2 ,"Fannin County, TX",57.0,33502,33933,34550,35185,35514,43733,46347,50598,53111,56123
78,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,181.0 ,181.0 ,"Aransas County, TX",45.0,24800,25162,25392,23446,23510,41560,44866,46970,46912,53085
9,stable,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,159.9 ,159.9 ,"Aransas County, TX",45.0,24800,25162,25392,23446,23510,41560,44866,46970,46912,53085
68,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,185.9 ,185.9 ,"Aransas County, TX",45.0,24800,25162,25392,23446,23510,41560,44866,46970,46912,53085
9,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,155.4 ,155.4 ,"Aransas County, TX",45.0,24800,25162,25392,23446,23510,41560,44866,46970,46912,53085
110,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,180.3 ,180.3 ,"Lamar County, TX",,49373,49528,49568,49729,49859,39433,41887,47212,45767,47061
109,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,183.7 ,183.7 ,"Lamar County, TX",,49373,49528,49568,49729,49859,39433,41887,47212,45767,47061
14,stable,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,203.2 ,203.2 ,"Lamar County, TX",,49373,49528,49568,49729,49859,39433,41887,47212,45767,47061
7,stable,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,179.6 ,179.6 ,"Hemphill County, TX",,4277,4101,3929,3845,3819,71177,74856,64338,66849,71299
7,*,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,200.2 ,200.2 ,"Hemphill County, TX",,4277,4101,3929,3845,3819,71177,74856,64338,66849,71299
16,stable,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,178.9 ,178.9 ,"Haskell County, TX",57.0,5821,5751,5699,5699,5658,36085,34653,35075,40880,38613
15,stable,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,193.9 ,193.9 ,"Haskell County, TX",57.0,5821,5751,5699,5699,5658,36085,34653,35075,40880,38613
48,stable,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,178.8 ,178.8 ,"Panola County, TX",60.0,23667,23419,23211,23142,23194,50057,47780,48971,51192,56882
47,stable,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,179.2 ,179.2 ,"Panola County, TX",60.0,23667,23419,23211,23142,23194,50057,47780,48971,51192,56882
10,falling,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,201.9 ,201.9 ,"Panola County, TX",60.0,23667,23419,23211,23142,23194,50057,47780,48971,51192,56882
35,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,178.7 ,178.7 ,"Sabine County, TX",39.0,10440,10381,10417,10576,10542,36813,38451,37770,40641,43778
35,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,183.0 ,183.0 ,"Sabine County, TX",39.0,10440,10381,10417,10576,10542,36813,38451,37770,40641,43778
308,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,178.3 ,178.3 ,"Johnson County, TX",,159345,162763,167012,171121,175817,58685,59809,61813,62635,66538
23,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,126.1 ,126.1 ,"Johnson County, TX",,159345,162763,167012,171121,175817,58685,59809,61813,62635,66538
286,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,182.5 ,182.5 ,"Johnson County, TX",,159345,162763,167012,171121,175817,58685,59809,61813,62635,66538
6,falling,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,121.1 ,121.1 ,"Johnson County, TX",,159345,162763,167012,171121,175817,58685,59809,61813,62635,66538
23,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,120.8 ,120.8 ,"Johnson County, TX",,159345,162763,167012,171121,175817,58685,59809,61813,62635,66538
14,stable,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,178.1 ,178.1 ,"Kimble County, TX",55.0,4391,4413,4385,4338,4337,37448,40118,41081,42503,44757
13,stable,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,196.1 ,196.1 ,"Kimble County, TX",55.0,4391,4413,4385,4338,4337,37448,40118,41081,42503,44757
23,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,177.6 ,177.6 ,"Stephens County, TX",55.0,9385,9377,9287,9405,9366,45410,42831,41977,43115,46658
22,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,183.7 ,183.7 ,"Stephens County, TX",55.0,9385,9377,9287,9405,9366,45410,42831,41977,43115,46658
49,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,177.6 ,177.6 ,"Eastland County, TX",56.0,18152,18240,18294,18319,18360,41944,37789,39620,44773,46991
46,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,181.6 ,181.6 ,"Eastland County, TX",56.0,18152,18240,18294,18319,18360,41944,37789,39620,44773,46991
285,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,177.0 ,177.0 ,"Grayson County, TX",61.0,125628,128291,131152,133787,136212,48164,51808,54431,51403,57439
6,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,99.1 ,99.1 ,"Grayson County, TX",61.0,125628,128291,131152,133787,136212,48164,51808,54431,51403,57439
279,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,181.4 ,181.4 ,"Grayson County, TX",61.0,125628,128291,131152,133787,136212,48164,51808,54431,51403,57439
14,falling,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,181.5 ,181.5 ,"Grayson County, TX",61.0,125628,128291,131152,133787,136212,48164,51808,54431,51403,57439
6,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,94.1 ,94.1 ,"Grayson County, TX",61.0,125628,128291,131152,133787,136212,48164,51808,54431,51403,57439
212,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,177.0 ,177.0 ,"Ector County, TX",,159903,157858,156951,161960,166223,62519,53474,54422,60431,65564
74,falling,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,153.8 ,153.8 ,"Ector County, TX",,159903,157858,156951,161960,166223,62519,53474,54422,60431,65564
137,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,197.7 ,197.7 ,"Ector County, TX",,159903,157858,156951,161960,166223,62519,53474,54422,60431,65564
11,falling,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,176.8 ,176.8 ,"Ector County, TX",,159903,157858,156951,161960,166223,62519,53474,54422,60431,65564
74,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,148.6 ,148.6 ,"Ector County, TX",,159903,157858,156951,161960,166223,62519,53474,54422,60431,65564
208,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,176.9 ,176.9 ,"Henderson County, TX",,79492,80062,80954,82103,82737,44944,43425,44500,43337,49896
4,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,89.2 ,89.2 ,"Henderson County, TX",,79492,80062,80954,82103,82737,44944,43425,44500,43337,49896
203,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,181.6 ,181.6 ,"Henderson County, TX",,79492,80062,80954,82103,82737,44944,43425,44500,43337,49896
10,falling,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,174.1 ,174.1 ,"Henderson County, TX",,79492,80062,80954,82103,82737,44944,43425,44500,43337,49896
4,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,84.2 ,84.2 ,"Henderson County, TX",,79492,80062,80954,82103,82737,44944,43425,44500,43337,49896
11,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,176.8 ,176.8 ,"Real County, TX",40.0,3297,3399,3417,3477,3452,34031,36744,36146,39506,40834
10,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,198.8 ,198.8 ,"Real County, TX",40.0,3297,3399,3417,3477,3452,34031,36744,36146,39506,40834
53,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,176.8 ,176.8 ,"Bosque County, TX",58.0,17864,18009,18295,18629,18685,47135,47636,49139,48460,55179
51,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,184.2 ,184.2 ,"Bosque County, TX",58.0,17864,18009,18295,18629,18685,47135,47636,49139,48460,55179
94,stable,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,176.5 ,176.5 ,"Navarro County, TX",,48181,48405,48739,49536,50113,41047,44111,41944,46259,48649
6,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,101.2 ,101.2 ,"Navarro County, TX",,48181,48405,48739,49536,50113,41047,44111,41944,46259,48649
89,stable,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,187.4 ,187.4 ,"Navarro County, TX",,48181,48405,48739,49536,50113,41047,44111,41944,46259,48649
15,falling,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,207.8 ,207.8 ,"Navarro County, TX",,48181,48405,48739,49536,50113,41047,44111,41944,46259,48649
6,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,96.5 ,96.5 ,"Navarro County, TX",,48181,48405,48739,49536,50113,41047,44111,41944,46259,48649
126,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,176.4 ,176.4 ,"San Patricio County, TX",,67117,67311,67210,66671,66730,52952,51667,50752,53559,57302
52,falling,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,163.2 ,163.2 ,"San Patricio County, TX",,67117,67311,67210,66671,66730,52952,51667,50752,53559,57302
75,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,190.9 ,190.9 ,"San Patricio County, TX",,67117,67311,67210,66671,66730,52952,51667,50752,53559,57302
52,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,160.0 ,160.0 ,"San Patricio County, TX",,67117,67311,67210,66671,66730,52952,51667,50752,53559,57302
32,stable,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,176.3 ,176.3 ,"Jackson County, TX",,14808,14873,14806,14834,14760,53667,53143,49350,54088,55800
5,stable,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,177.4 ,177.4 ,"Jackson County, TX",,14808,14873,14806,14834,14760,53667,53143,49350,54088,55800
27,stable,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,180.1 ,180.1 ,"Jackson County, TX",,14808,14873,14806,14834,14760,53667,53143,49350,54088,55800
5,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,170.6 ,170.6 ,"Jackson County, TX",,14808,14873,14806,14834,14760,53667,53143,49350,54088,55800
24,stable,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,176.3 ,176.3 ,"Dawson County, TX",,12987,12999,12744,12605,12728,42589,41073,42127,43726,48165
9,stable,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,165.7 ,165.7 ,"Dawson County, TX",,12987,12999,12744,12605,12728,42589,41073,42127,43726,48165
15,stable,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,185.0 ,185.0 ,"Dawson County, TX",,12987,12999,12744,12605,12728,42589,41073,42127,43726,48165
9,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,160.7 ,160.7 ,"Dawson County, TX",,12987,12999,12744,12605,12728,42589,41073,42127,43726,48165
20,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,176.2 ,176.2 ,"Goliad County, TX",53.0,7513,7512,7552,7588,7658,52612,55264,52403,55008,56758
3,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,108.5 ,108.5 ,"Goliad County, TX",53.0,7513,7512,7552,7588,7658,52612,55264,52403,55008,56758
16,stable,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,207.5 ,207.5 ,"Goliad County, TX",53.0,7513,7512,7552,7588,7658,52612,55264,52403,55008,56758
3,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,105.3 ,105.3 ,"Goliad County, TX",53.0,7513,7512,7552,7588,7658,52612,55264,52403,55008,56758
10,stable,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,176.1 ,176.1 ,"Hansford County, TX",,5654,5592,5485,5470,5399,55215,57832,55761,57240,58703
8,stable,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,183.4 ,183.4 ,"Hansford County, TX",,5654,5592,5485,5470,5399,55215,57832,55761,57240,58703
21,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,176.0 ,176.0 ,"Somervell County, TX",,8618,8671,8855,9030,9128,58040,56944,62803,63929,67897
21,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,189.0 ,189.0 ,"Somervell County, TX",,8618,8671,8855,9030,9128,58040,56944,62803,63929,67897
12,stable,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,175.7 ,175.7 ,"Lynn County, TX",59.0,5746,5775,5832,5848,5951,38922,39869,44567,43436,45737
4,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,176.6 ,176.6 ,"Lynn County, TX",59.0,5746,5775,5832,5848,5951,38922,39869,44567,43436,45737
8,stable,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,174.1 ,174.1 ,"Lynn County, TX",59.0,5746,5775,5832,5848,5951,38922,39869,44567,43436,45737
4,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,165.9 ,165.9 ,"Lynn County, TX",59.0,5746,5775,5832,5848,5951,38922,39869,44567,43436,45737
87,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,175.4 ,175.4 ,"Upshur County, TX",59.0,40317,40771,41069,41179,41753,45494,49015,47517,48554,53078
85,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,177.9 ,177.9 ,"Upshur County, TX",59.0,40317,40771,41069,41179,41753,45494,49015,47517,48554,53078
8,falling,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,167.1 ,167.1 ,"Upshur County, TX",59.0,40317,40771,41069,41179,41753,45494,49015,47517,48554,53078
18,stable,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,174.6 ,174.6 ,"Refugio County, TX",54.0,7326,7272,7180,7000,6948,45562,45366,42898,44821,46883
7,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,174.8 ,174.8 ,"Refugio County, TX",54.0,7326,7272,7180,7000,6948,45562,45366,42898,44821,46883
11,stable,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,170.1 ,170.1 ,"Refugio County, TX",54.0,7326,7272,7180,7000,6948,45562,45366,42898,44821,46883
7,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,169.4 ,169.4 ,"Refugio County, TX",54.0,7326,7272,7180,7000,6948,45562,45366,42898,44821,46883
183,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,174.4 ,174.4 ,"Hunt County, TX",61.0,89670,91895,94046,96606,98594,46632,51827,53421,53360,57513
6,*,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,104.7 ,104.7 ,"Hunt County, TX",61.0,89670,91895,94046,96606,98594,46632,51827,53421,53360,57513
177,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,179.2 ,179.2 ,"Hunt County, TX",61.0,89670,91895,94046,96606,98594,46632,51827,53421,53360,57513
16,stable,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,228.3 ,228.3 ,"Hunt County, TX",61.0,89670,91895,94046,96606,98594,46632,51827,53421,53360,57513
6,*,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,95.2 ,95.2 ,"Hunt County, TX",61.0,89670,91895,94046,96606,98594,46632,51827,53421,53360,57513
26,stable,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,173.9 ,173.9 ,"Gaines County, TX",,20217,20446,20553,20820,21492,53297,51910,52138,56321,67171
6,stable,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,131.6 ,131.6 ,"Gaines County, TX",,20217,20446,20553,20820,21492,53297,51910,52138,56321,67171
20,stable,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,202.3 ,202.3 ,"Gaines County, TX",,20217,20446,20553,20820,21492,53297,51910,52138,56321,67171
6,falling,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,124.3 ,124.3 ,"Gaines County, TX",,20217,20446,20553,20820,21492,53297,51910,52138,56321,67171
74,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,173.7 ,173.7 ,"Jasper County, TX",57.0,35266,35417,35549,35769,35529,46541,44909,43368,47551,47252
73,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,176.8 ,176.8 ,"Jasper County, TX",57.0,35266,35417,35549,35769,35529,46541,44909,43368,47551,47252
13,falling,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,194.8 ,194.8 ,"Jasper County, TX",57.0,35266,35417,35549,35769,35529,46541,44909,43368,47551,47252
52,falling,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,173.3 ,173.3 ,"Bee County, TX",61.0,32617,32812,32592,32467,32565,42540,40753,41392,41806,44171
25,stable,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,167.2 ,167.2 ,"Bee County, TX",61.0,32617,32812,32592,32467,32565,42540,40753,41392,41806,44171
27,falling,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,184.0 ,184.0 ,"Bee County, TX",61.0,32617,32812,32592,32467,32565,42540,40753,41392,41806,44171
25,stable,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,164.2 ,164.2 ,"Bee County, TX",61.0,32617,32812,32592,32467,32565,42540,40753,41392,41806,44171
26,stable,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,173.2 ,173.2 ,"Runnels County, TX",57.0,10387,10276,10282,10178,10264,39404,40112,41830,42205,48650
23,stable,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,191.8 ,191.8 ,"Runnels County, TX",57.0,10387,10276,10282,10178,10264,39404,40112,41830,42205,48650
26,stable,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,172.9 ,172.9 ,"Franklin County, TX",60.0,10603,10677,10798,10778,10725,43569,44202,44358,48222,50630
