Average Annual Count,Recent Trend,Primary_State_Name,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000",Recent 5-Year Trend in Incidence Rates,County_State
1009,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,308.2 ",1.3 ,"McLennan County, TX"
521,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,229.8 ,-0.5 ,"McLennan County, TX"
630,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,844.7 ",1.5 ,"McLennan County, TX"
1340,rising,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,101.2 ,0.3 ,"Tarrant County, TX"
6964,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,315.0 ",-1.3 ,"Tarrant County, TX"
4171,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,214.3 ,-0.7 ,"Tarrant County, TX"
4142,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,966.1 ",-1.3 ,"Tarrant County, TX"
13,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,101.1 ,-0.2 ,"Fayette County, TX"
143,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,137.0 ",-2.3 ,"Fayette County, TX"
52,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,192.6 ,-1.8 ,"Fayette County, TX"
104,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,731.4 ",-2.0 ,"Fayette County, TX"
29,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,101.0 ,-0.2 ,"Hood County, TX"
381,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,362.6 ",2.4 ,"Hood County, TX"
139,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,224.6 ,-0.5 ,"Hood County, TX"
271,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,994.2 ",1.8 ,"Hood County, TX"
23,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,100.9 ,0.0 ,"Wharton County, TX"
195,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,291.4 ",-1.4 ,"Wharton County, TX"
87,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,209.6 ,-0.5 ,"Wharton County, TX"
131,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,941.6 ",-1.7 ,"Wharton County, TX"
4,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,100.8 ,-0.1 ,"Hamilton County, TX"
52,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,264.3 ",-1.3 ,"Hamilton County, TX"
21,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,233.7 ,0.1 ,"Hamilton County, TX"
35,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,715.4 ",-2.0 ,"Hamilton County, TX"
132,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,100.8 ,-0.1 ,"Smith County, TX"
1092,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,400.2 ",-1.0 ,"Smith County, TX"
486,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,223.3 ,-0.9 ,"Smith County, TX"
739,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,087.8 ",0.8 ,"Smith County, TX"
40,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,100.4 ,0.1 ,"San Patricio County, TX"
276,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,282.6 ",-0.3 ,"San Patricio County, TX"
144,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,225.6 ,-0.2 ,"San Patricio County, TX"
171,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,809.0 ",-2.9 ,"San Patricio County, TX"
20,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,99.9 ,0.6 ,"Matagorda County, TX"
183,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,354.8 ",1.0 ,"Matagorda County, TX"
84,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,218.2 ,-0.4 ,"Matagorda County, TX"
119,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,015.3 ",-1.1 ,"Matagorda County, TX"
6,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,99.8 ,2.2 ,"Parmer County, TX"
32,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,057.0 ",-1.3 ,"Parmer County, TX"
18,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,194.6 ,1.3 ,"Parmer County, TX"
20,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,526.9 ",-2.0 ,"Parmer County, TX"
27,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,99.8 ,-1.0 ,"Chambers County, TX"
150,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,363.1 ",-1.7 ,"Chambers County, TX"
93,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,233.3 ,-0.9 ,"Chambers County, TX"
84,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,927.8 ",-2.1 ,"Chambers County, TX"
101,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,99.7 ,-1.0 ,"Guadalupe County, TX"
594,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,257.6 ",-1.3 ,"Guadalupe County, TX"
325,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,212.9 ,-0.8 ,"Guadalupe County, TX"
370,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,842.9 ",-1.7 ,"Guadalupe County, TX"
1702,rising,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,99.7 ,0.4 ,"Dallas County, TX"
8293,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,277.6 ",-0.2 ,"Dallas County, TX"
5162,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,213.1 ,-0.5 ,"Dallas County, TX"
4844,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,883.4 ",0.2 ,"Dallas County, TX"
1227,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,99.6 ,-0.2 ,"Bexar County, TX"
6066,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,166.1 ",-1.5 ,"Bexar County, TX"
3608,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,206.0 ,-0.8 ,"Bexar County, TX"
3694,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,688.8 ",-1.7 ,"Bexar County, TX"
169,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,99.4 ,-1.1 ,"Lubbock County, TX"
1054,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,275.9 ",-1.4 ,"Lubbock County, TX"
570,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,219.3 ,-0.6 ,"Lubbock County, TX"
654,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,832.9 ",-1.9 ,"Lubbock County, TX"
680,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,99.3 ,0.1 ,"Collin County, TX"
2870,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,199.1 ",-1.7 ,"Collin County, TX"
1853,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,198.4 ,-1.0 ,"Collin County, TX"
1699,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,810.4 ",-1.8 ,"Collin County, TX"
4,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,99.1 ,-4.1 ,"McCulloch County, TX"
53,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,458.5 ",0.3 ,"McCulloch County, TX"
22,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,248.0 ,-0.8 ,"McCulloch County, TX"
36,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,031.0 ",-0.1 ,"McCulloch County, TX"
7,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,99.0 ,1.3 ,"Lamb County, TX"
54,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,144.4 ",-1.0 ,"Lamb County, TX"
27,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,217.5 ,1.0 ,"Lamb County, TX"
34,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,554.6 ",-2.0 ,"Lamb County, TX"
21,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,99.0 ,-0.3 ,"Brown County, TX"
202,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,312.8 ",0.6 ,"Brown County, TX"
89,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,229.1 ,0.0 ,"Brown County, TX"
133,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,842.6 ",0.9 ,"Brown County, TX"
33,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,98.7 ,-7.8 ,"Rusk County, TX"
267,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,398.8 ",-0.1 ,"Rusk County, TX"
129,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,228.8 ,-1.7 ,"Rusk County, TX"
170,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,031.4 ",-0.3 ,"Rusk County, TX"
11,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,98.4 ,1.5 ,"Gonzales County, TX"
84,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,132.5 ",-1.2 ,"Gonzales County, TX"
41,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,203.1 ,-0.2 ,"Gonzales County, TX"
55,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,632.5 ",-1.2 ,"Gonzales County, TX"
48,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,98.2 ,-0.3 ,"Bastrop County, TX"
377,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,346.6 ",-1.0 ,"Bastrop County, TX"
194,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,216.4 ,4.5 ,"Bastrop County, TX"
231,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,000.4 ",-1.0 ,"Bastrop County, TX"
27,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,98.0 ,-0.6 ,"Polk County, TX"
367,rising,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,921.3 ",1.7 ,"Polk County, TX"
134,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,233.2 ,-0.7 ,"Polk County, TX"
260,rising,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"3,143.9 ",2.0 ,"Polk County, TX"
5,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,97.8 ,-0.2 ,"Runnels County, TX"
56,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,283.0 ",-1.3 ,"Runnels County, TX"
23,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,217.3 ,-0.5 ,"Runnels County, TX"
38,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,852.3 ",-1.5 ,"Runnels County, TX"
504,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,97.5 ,0.4 ,"El Paso County, TX"
2634,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,174.9 ",-0.7 ,"El Paso County, TX"
1471,rising,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,199.7 ,0.5 ,"El Paso County, TX"
1672,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,739.9 ",-1.4 ,"El Paso County, TX"
209,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,97.5 ,-0.3 ,"Nueces County, TX"
1289,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,130.8 ",-1.9 ,"Nueces County, TX"
725,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,207.2 ,-0.7 ,"Nueces County, TX"
775,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,591.8 ",-2.4 ,"Nueces County, TX"
14,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,97.3 ,0.7 ,"San Jacinto County, TX"
158,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,268.9 ",-0.6 ,"San Jacinto County, TX"
70,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,219.5 ,0.4 ,"San Jacinto County, TX"
103,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,811.1 ",-1.1 ,"San Jacinto County, TX"
73,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,97.2 ,-0.8 ,"Taylor County, TX"
589,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,394.4 ",0.4 ,"Taylor County, TX"
286,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,234.7 ,0.4 ,"Taylor County, TX"
377,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,973.8 ",0.0 ,"Taylor County, TX"
64,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,96.9 ,0.0 ,"Tom Green County, TX"
519,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,360.7 ",-0.4 ,"Tom Green County, TX"
235,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,216.5 ,-0.3 ,"Tom Green County, TX"
349,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,026.1 ",-0.4 ,"Tom Green County, TX"
7,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,96.9 ,0.1 ,"Dawson County, TX"
58,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,433.8 ",-0.1 ,"Dawson County, TX"
28,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,246.7 ,1.5 ,"Dawson County, TX"
37,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,974.2 ",-1.0 ,"Dawson County, TX"
61,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,96.7 ,-0.7 ,"Rockwall County, TX"
329,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,230.8 ",-1.4 ,"Rockwall County, TX"
187,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,197.5 ,-1.3 ,"Rockwall County, TX"
202,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,868.9 ",-1.3 ,"Rockwall County, TX"
20,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,96.5 ,0.8 ,"Wood County, TX"
308,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,348.6 ",0.2 ,"Wood County, TX"
107,rising,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,226.7 ,1.7 ,"Wood County, TX"
222,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,929.0 ",-0.7 ,"Wood County, TX"
20,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,96.1 ,1.7 ,"Erath County, TX"
152,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,215.4 ",-0.7 ,"Erath County, TX"
70,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,198.2 ,0.2 ,"Erath County, TX"
103,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,827.8 ",-0.7 ,"Erath County, TX"
554,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,95.9 ,0.1 ,"Denton County, TX"
2377,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,240.9 ",-1.5 ,"Denton County, TX"
1564,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,198.4 ,-0.7 ,"Denton County, TX"
1370,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,883.8 ",-1.7 ,"Denton County, TX"
829,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,95.4 ,1.9 ,"Travis County, TX"
3345,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,219.5 ",1.1 ,"Travis County, TX"
2231,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,196.0 ,1.0 ,"Travis County, TX"
1949,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,851.8 ",1.5 ,"Travis County, TX"
9,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,95.4 ,2.1 ,"Lee County, TX"
94,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,417.9 ",0.5 ,"Lee County, TX"
35,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,189.1 ,0.9 ,"Lee County, TX"
69,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,340.2 ",0.6 ,"Lee County, TX"
45,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,95.1 ,-0.6 ,"Walker County, TX"
303,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,439.7 ",8.3 ,"Walker County, TX"
172,rising,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,244.3 ,16.2 ,"Walker County, TX"
177,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,000.7 ",-1.5 ,"Walker County, TX"
93,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,94.9 ,-0.9 ,"Midland County, TX"
488,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,163.5 ",-2.1 ,"Midland County, TX"
303,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,203.8 ,-1.5 ,"Midland County, TX"
280,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,672.2 ",-2.2 ,"Midland County, TX"
9,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,94.8 ,-0.5 ,"Eastland County, TX"
102,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,244.2 ",-0.5 ,"Eastland County, TX"
38,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,202.0 ,0.0 ,"Eastland County, TX"
73,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,856.4 ",-0.7 ,"Eastland County, TX"
49,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,94.6 ,-2.0 ,"Angelina County, TX"
418,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,394.4 ",-1.7 ,"Angelina County, TX"
200,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,228.3 ,-0.6 ,"Angelina County, TX"
268,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,003.9 ",-2.1 ,"Angelina County, TX"
8,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,94.5 ,0.5 ,"Nolan County, TX"
83,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,478.5 ",-0.6 ,"Nolan County, TX"
33,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,223.1 ,-0.4 ,"Nolan County, TX"
58,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,221.8 ",-0.5 ,"Nolan County, TX"
15,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,94.4 ,0.4 ,"Austin County, TX"
145,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,211.2 ",-1.5 ,"Austin County, TX"
66,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,203.2 ,-0.7 ,"Austin County, TX"
94,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,773.5 ",-1.6 ,"Austin County, TX"
192,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,94.3 ,-1.0 ,"Galveston County, TX"
1302,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,232.6 ",3.0 ,"Galveston County, TX"
705,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,202.8 ,-1.3 ,"Galveston County, TX"
790,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,825.3 ",3.2 ,"Galveston County, TX"
5,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,94.2 ,0.1 ,"Marion County, TX"
73,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,381.5 ",-0.6 ,"Marion County, TX"
30,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,236.0 ,0.3 ,"Marion County, TX"
48,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,918.9 ",-1.2 ,"Marion County, TX"
237,rising,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,93.5 ,0.9 ,"Cameron County, TX"
1278,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,083.3 ",-1.2 ,"Cameron County, TX"
648,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,183.7 ,0.4 ,"Cameron County, TX"
869,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,627.7 ",-1.7 ,"Cameron County, TX"
10,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,93.2 ,-2.7 ,"Bandera County, TX"
134,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,129.6 ",-1.2 ,"Bandera County, TX"
53,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,191.4 ,-1.2 ,"Bandera County, TX"
90,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,670.0 ",-1.7 ,"Bandera County, TX"
12,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,92.7 ,-0.5 ,"Limestone County, TX"
124,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,332.6 ",0.1 ,"Limestone County, TX"
61,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,241.7 ,0.3 ,"Limestone County, TX"
76,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,763.3 ",-0.4 ,"Limestone County, TX"
47,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,92.5 ,1.0 ,"Liberty County, TX"
338,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,354.2 ",-1.0 ,"Liberty County, TX"
187,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,222.0 ,0.3 ,"Liberty County, TX"
199,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,948.5 ",-1.5 ,"Liberty County, TX"
6,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,92.5 ,-1.8 ,"Red River County, TX"
79,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,316.9 ",-1.4 ,"Red River County, TX"
33,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,234.4 ,-0.7 ,"Red River County, TX"
52,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,779.1 ",-2.1 ,"Red River County, TX"
23,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,92.3 ,-0.2 ,"Caldwell County, TX"
157,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,190.4 ",-1.6 ,"Caldwell County, TX"
83,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,202.5 ,-1.2 ,"Caldwell County, TX"
97,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,725.7 ",-1.6 ,"Caldwell County, TX"
48,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,92.1 ,0.5 ,"Coryell County, TX"
251,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,501.4 ",-0.4 ,"Coryell County, TX"
145,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,229.8 ,0.5 ,"Coryell County, TX"
155,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,214.2 ",-0.8 ,"Coryell County, TX"
329,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,92.0 ,-1.5 ,"Montgomery County, TX"
1961,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,197.1 ",-2.4 ,"Montgomery County, TX"
1094,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,194.4 ,0.7 ,"Montgomery County, TX"
1199,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,794.7 ",-2.6 ,"Montgomery County, TX"
4,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,91.3 ,-0.2 ,"San Augustine County, TX"
55,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,245.0 ",-0.5 ,"San Augustine County, TX"
22,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,219.6 ,0.5 ,"San Augustine County, TX"
37,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,717.5 ",-1.1 ,"San Augustine County, TX"
2797,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,91.2 ,-0.6 ,"Harris County, TX"
13317,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,188.0 ",-0.7 ,"Harris County, TX"
8375,falling,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,194.7 ,-1.8 ,"Harris County, TX"
7761,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,767.4 ",-0.4 ,"Harris County, TX"
18,stable,Texas,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,91.1 ,0.7 ,"Hale County, TX"
