Average Annual Count,Primary_State_Name,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000",County_State
151,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,447.0 ,"Delaware County, OK"
123,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,389.0 ,"Delaware County, OK"
154,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,444.0 ,"Payne County, OK"
143,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,378.4 ,"Payne County, OK"
151,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,442.9 ,"Garfield County, OK"
156,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,417.2 ,"Garfield County, OK"
141,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,440.6 ,"Osage County, OK"
138,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,415.3 ,"Osage County, OK"
22,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,438.6 ,"Tillman County, OK"
25,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,499.8 ,"Tillman County, OK"
37,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,429.6 ,"Pushmataha County, OK"
36,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,436.8 ,"Pushmataha County, OK"
54,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,428.4 ,"Adair County, OK"
59,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,451.8 ,"Adair County, OK"
50,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,428.2 ,"Woodward County, OK"
43,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,368.4 ,"Woodward County, OK"
17,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,424.5 ,"Cotton County, OK"
17,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,412.4 ,"Cotton County, OK"
16,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,424.1 ,"Coal County, OK"
13,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,345.0 ,"Coal County, OK"
14,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,421.2 ,"Dewey County, OK"
15,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,440.7 ,"Dewey County, OK"
32,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,420.0 ,"Noble County, OK"
35,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,446.6 ,"Noble County, OK"
9,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,389.0 ,"Roger Mills County, OK"
10,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,428.0 ,"Roger Mills County, OK"
14,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,386.5 ,"Beaver County, OK"
12,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,347.7 ,"Beaver County, OK"
76,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,654.5 ,"Montour County, PA"
70,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,503.4 ,"Montour County, PA"
237,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,575.7 ,"Columbia County, PA"
211,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,460.7 ,"Columbia County, PA"
552,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,568.0 ,"Schuylkill County, PA"
484,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,467.4 ,"Schuylkill County, PA"
1149,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,566.3 ,"Luzerne County, PA"
1112,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,483.3 ,"Luzerne County, PA"
126,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,565.5 ,"Elk County, PA"
110,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,479.7 ,"Elk County, PA"
1048,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,562.1 ,"Northampton County, PA"
1021,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,483.1 ,"Northampton County, PA"
208,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,552.6 ,"Venango County, PA"
169,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,426.9 ,"Venango County, PA"
3974,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,550.2 ,"Philadelphia County, PA"
4252,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,455.2 ,"Philadelphia County, PA"
430,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,548.6 ,"Mercer County, PA"
389,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,465.6 ,"Mercer County, PA"
162,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,542.9 ,"Tioga County, PA"
132,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,434.9 ,"Tioga County, PA"
324,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,540.5 ,"Lawrence County, PA"
310,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,461.5 ,"Lawrence County, PA"
1107,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,540.3 ,"Lehigh County, PA"
1101,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,466.1 ,"Lehigh County, PA"
171,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,540.2 ,"Mifflin County, PA"
154,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,446.7 ,"Mifflin County, PA"
1308,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,540.2 ,"Berks County, PA"
1182,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,437.3 ,"Berks County, PA"
1662,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,536.8 ,"Delaware County, PA"
1769,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,474.9 ,"Delaware County, PA"
256,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,534.7 ,"Armstrong County, PA"
219,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,433.6 ,"Armstrong County, PA"
432,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,533.2 ,"Blair County, PA"
414,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,448.1 ,"Blair County, PA"
736,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,532.8 ,"Washington County, PA"
760,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,494.3 ,"Washington County, PA"
338,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,531.5 ,"Northumberland County, PA"
332,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,485.6 ,"Northumberland County, PA"
2103,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,529.0 ,"Bucks County, PA"
2036,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,461.4 ,"Bucks County, PA"
613,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,522.9 ,"Butler County, PA"
603,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,468.1 ,"Butler County, PA"
491,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,520.3 ,"Cambria County, PA"
475,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,459.4 ,"Cambria County, PA"
30,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,519.2 ,"Sullivan County, PA"
22,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,393.6 ,"Sullivan County, PA"
355,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,519.0 ,"Adams County, PA"
327,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,451.6 ,"Adams County, PA"
577,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,516.2 ,"Beaver County, PA"
601,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,468.6 ,"Beaver County, PA"
158,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,516.0 ,"Jefferson County, PA"
142,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,452.4 ,"Jefferson County, PA"
281,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,512.4 ,"Somerset County, PA"
243,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,443.5 ,"Somerset County, PA"
2468,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,511.0 ,"Montgomery County, PA"
2580,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,458.5 ,"Montgomery County, PA"
3765,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,510.9 ,"Allegheny County, PA"
4146,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,473.6 ,"Allegheny County, PA"
457,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,510.1 ,"Fayette County, PA"
471,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,472.5 ,"Fayette County, PA"
535,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,508.4 ,"Monroe County, PA"
530,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,477.2 ,"Monroe County, PA"
364,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,507.8 ,"Lycoming County, PA"
384,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,483.4 ,"Lycoming County, PA"
1336,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,505.4 ,"York County, PA"
1360,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,464.8 ,"York County, PA"
827,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,505.3 ,"Erie County, PA"
812,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,448.6 ,"Erie County, PA"
669,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,504.6 ,"Lackawanna County, PA"
709,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,460.8 ,"Lackawanna County, PA"
1278,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,503.8 ,"Westmoreland County, PA"
1323,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,476.7 ,"Westmoreland County, PA"
295,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,503.7 ,"Crawford County, PA"
283,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,461.6 ,"Crawford County, PA"
230,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,503.1 ,"Carbon County, PA"
216,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,448.6 ,"Carbon County, PA"
64,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,502.6 ,"Potter County, PA"
52,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,389.4 ,"Potter County, PA"
146,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,501.7 ,"Perry County, PA"
144,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,468.9 ,"Perry County, PA"
217,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,500.5 ,"Bradford County, PA"
203,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,463.2 ,"Bradford County, PA"
96,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,500.2 ,"Wyoming County, PA"
91,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,460.1 ,"Wyoming County, PA"
149,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,495.1 ,"Warren County, PA"
137,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,456.2 ,"Warren County, PA"
760,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,492.3 ,"Dauphin County, PA"
811,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,446.4 ,"Dauphin County, PA"
1556,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,490.1 ,"Lancaster County, PA"
1546,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,440.1 ,"Lancaster County, PA"
175,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,488.9 ,"Bedford County, PA"
174,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,467.8 ,"Bedford County, PA"
1434,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,487.8 ,"Chester County, PA"
1499,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,460.4 ,"Chester County, PA"
268,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,484.7 ,"Clearfield County, PA"
255,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,443.3 ,"Clearfield County, PA"
418,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,479.8 ,"Lebanon County, PA"
436,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,450.8 ,"Lebanon County, PA"
465,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,478.9 ,"Franklin County, PA"
452,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,425.4 ,"Franklin County, PA"
115,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,478.8 ,"Clinton County, PA"
106,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,424.0 ,"Clinton County, PA"
114,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,478.3 ,"Greene County, PA"
119,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,492.0 ,"Greene County, PA"
51,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,476.4 ,"Fulton County, PA"
46,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,442.3 ,"Fulton County, PA"
202,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,473.6 ,"Pike County, PA"
179,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,440.5 ,"Pike County, PA"
19,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,470.0 ,"Cameron County, PA"
21,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,514.5 ,"Cameron County, PA"
127,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,463.6 ,"McKean County, PA"
126,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,446.7 ,"McKean County, PA"
117,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,463.1 ,"Clarion County, PA"
125,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,463.9 ,"Clarion County, PA"
149,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,461.9 ,"Susquehanna County, PA"
146,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,466.5 ,"Susquehanna County, PA"
125,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,457.1 ,"Union County, PA"
121,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,444.4 ,"Union County, PA"
678,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,456.7 ,"Cumberland County, PA"
724,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,429.4 ,"Cumberland County, PA"
73,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,451.9 ,"Juniata County, PA"
72,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,423.6 ,"Juniata County, PA"
144,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,451.5 ,"Huntingdon County, PA"
133,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,436.3 ,"Huntingdon County, PA"
362,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,447.4 ,"Centre County, PA"
345,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,413.2 ,"Centre County, PA"
185,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,443.7 ,"Wayne County, PA"
163,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,423.6 ,"Wayne County, PA"
111,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,436.6 ,"Snyder County, PA"
117,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,420.9 ,"Snyder County, PA"
230,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,420.4 ,"Indiana County, PA"
252,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,458.1 ,"Indiana County, PA"
24,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,407.5 ,"Forest County, PA"
19,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,400.0 ,"Forest County, PA"
543,Rhode Island,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,538.8 ,"Kent County, RI"
597,Rhode Island,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,496.1 ,"Kent County, RI"
439,Rhode Island,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,524.7 ,"Washington County, RI"
437,Rhode Island,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,478.4 ,"Washington County, RI"
290,Rhode Island,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,500.1 ,"Newport County, RI"
270,Rhode Island,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,435.1 ,"Newport County, RI"
159,Rhode Island,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,496.3 ,"Bristol County, RI"
164,Rhode Island,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,454.8 ,"Bristol County, RI"
1613,Rhode Island,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,488.6 ,"Providence County, RI"
1759,Rhode Island,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,445.0 ,"Providence County, RI"
65,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,606.3 ,"Lee County, SC"
46,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,389.5 ,"Lee County, SC"
111,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,601.8 ,"Union County, SC"
93,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,455.5 ,"Union County, SC"
118,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,600.0 ,"Williamsburg County, SC"
92,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,385.7 ,"Williamsburg County, SC"
317,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,559.6 ,"Sumter County, SC"
286,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,423.8 ,"Sumter County, SC"
115,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,557.3 ,"Chester County, SC"
105,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,455.1 ,"Chester County, SC"
181,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,555.5 ,"Cherokee County, SC"
153,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,426.5 ,"Cherokee County, SC"
227,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,555.0 ,"Laurens County, SC"
197,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,424.9 ,"Laurens County, SC"
103,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,554.6 ,"Marion County, SC"
101,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,428.5 ,"Marion County, SC"
138,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,550.2 ,"Colleton County, SC"
121,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,450.5 ,"Colleton County, SC"
408,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,549.5 ,"Florence County, SC"
372,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,397.9 ,"Florence County, SC"
630,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,538.6 ,"Anderson County, SC"
554,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,419.9 ,"Anderson County, SC"
251,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,533.9 ,"Georgetown County, SC"
219,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,415.6 ,"Georgetown County, SC"
898,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,533.7 ,"Spartanburg County, SC"
816,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,428.4 ,"Spartanburg County, SC"
85,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,529.8 ,"Marlboro County, SC"
72,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,395.8 ,"Marlboro County, SC"
1394,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,523.6 ,"Greenville County, SC"
1317,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,425.4 ,"Greenville County, SC"
148,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,523.0 ,"Chesterfield County, SC"
127,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,405.6 ,"Chesterfield County, SC"
684,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,522.1 ,"York County, SC"
659,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,425.2 ,"York County, SC"
88,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,520.3 ,"Dillon County, SC"
81,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,397.6 ,"Dillon County, SC"
290,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,520.3 ,"Oconee County, SC"
243,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,413.9 ,"Oconee County, SC"
354,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,520.0 ,"Pickens County, SC"
336,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,453.8 ,"Pickens County, SC"
302,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,518.1 ,"Lancaster County, SC"
263,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,405.1 ,"Lancaster County, SC"
206,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,505.4 ,"Darlington County, SC"
194,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,401.8 ,"Darlington County, SC"
85,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,505.4 ,"Abbeville County, SC"
75,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,423.1 ,"Abbeville County, SC"
49,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,501.5 ,"McCormick County, SC"
37,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,433.9 ,"McCormick County, SC"
205,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,500.3 ,"Greenwood County, SC"
189,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,387.0 ,"Greenwood County, SC"
49,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,499.5 ,"Bamberg County, SC"
44,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,427.8 ,"Bamberg County, SC"
1077,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,497.1 ,"Charleston County, SC"
1014,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,409.3 ,"Charleston County, SC"
119,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,495.3 ,"Clarendon County, SC"
98,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,364.8 ,"Clarendon County, SC"
377,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,489.8 ,"Dorchester County, SC"
385,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,434.9 ,"Dorchester County, SC"
65,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,489.4 ,"Saluda County, SC"
52,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,389.9 ,"Saluda County, SC"
759,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,487.0 ,"Lexington County, SC"
756,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,423.3 ,"Lexington County, SC"
876,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,486.2 ,"Richland County, SC"
903,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,405.4 ,"Richland County, SC"
50,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,486.1 ,"Calhoun County, SC"
47,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,395.2 ,"Calhoun County, SC"
192,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,485.9 ,"Kershaw County, SC"
181,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,410.6 ,"Kershaw County, SC"
508,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,484.4 ,"Berkeley County, SC"
483,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,413.1 ,"Berkeley County, SC"
77,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,481.9 ,"Fairfield County, SC"
70,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,396.0 ,"Fairfield County, SC"
82,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,476.5 ,"Jasper County, SC"
64,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,351.6 ,"Jasper County, SC"
113,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,476.0 ,"Newberry County, SC"
110,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,409.6 ,"Newberry County, SC"
1107,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,475.8 ,"Horry County, SC"
987,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,398.9 ,"Horry County, SC"
56,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,465.5 ,"Hampton County, SC"
