Average Annual Count,Recent Trend,Primary_State_Name,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000",Recent 5-Year Trend in Death Rates,County_State
15,falling,Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,140.5 ,140.5 ,"Cumberland County, VA"
10,stable,Virginia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,208.2 ,208.2 ,"Cumberland County, VA"
76,falling,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,143.8 ,143.8 ,"Pulaski County, VA"
75,falling,Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,143.9 ,143.9 ,"Pulaski County, VA"
5,falling,Virginia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,205.2 ,205.2 ,"Pulaski County, VA"
30,falling,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,143.8 ,143.8 ,"Clarke County, VA"
29,falling,Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,145.6 ,145.6 ,"Clarke County, VA"
160,falling,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,141.3 ,141.3 ,"Rockingham County, VA"
158,falling,Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,142.2 ,142.2 ,"Rockingham County, VA"
7,falling,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,140.9 ,140.9 ,"Highland County, VA"
7,falling,Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,141.9 ,141.9 ,"Highland County, VA"
161,falling,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,139.7 ,139.7 ,"James City County, VA"
158,falling,Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,137.9 ,137.9 ,"James City County, VA"
23,falling,Virginia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,192.3 ,192.3 ,"James City County, VA"
121,falling,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,139.5 ,139.5 ,"Montgomery County, VA"
121,falling,Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,140.7 ,140.7 ,"Montgomery County, VA"
4,falling,Virginia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,141.1 ,141.1 ,"Montgomery County, VA"
193,falling,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,139.3 ,139.3 ,"Roanoke County, VA"
192,falling,Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,139.9 ,139.9 ,"Roanoke County, VA"
8,stable,Virginia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,145.4 ,145.4 ,"Roanoke County, VA"
18,falling,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,139.2 ,139.2 ,"Rappahannock County, VA"
18,falling,Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,140.0 ,140.0 ,"Rappahannock County, VA"
31,falling,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,138.9 ,138.9 ,"Greene County, VA"
31,falling,Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,139.1 ,139.1 ,"Greene County, VA"
45,falling,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,138.7 ,138.7 ,"Powhatan County, VA"
45,falling,Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,140.4 ,140.4 ,"Powhatan County, VA"
8,falling,Virginia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,183.5 ,183.5 ,"Powhatan County, VA"
152,falling,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,136.1 ,136.1 ,"Augusta County, VA"
151,falling,Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,136.2 ,136.2 ,"Augusta County, VA"
23,falling,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,135.8 ,135.8 ,"Southampton County, VA"
23,falling,Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,135.6 ,135.6 ,"Southampton County, VA"
16,falling,Virginia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,174.6 ,174.6 ,"Southampton County, VA"
12,stable,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,135.2 ,135.2 ,"Craig County, VA"
12,stable,Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,135.7 ,135.7 ,"Craig County, VA"
69,falling,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,135.0 ,135.0 ,"Botetourt County, VA"
68,falling,Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,135.4 ,135.4 ,"Botetourt County, VA"
347,falling,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,134.9 ,134.9 ,"Prince William County, VA"
35,stable,Virginia,All Cancer Sites,  White Hispanic,All Sexes,All Ages,94.8 ,94.8 ,"Prince William County, VA"
311,falling,Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,139.7 ,139.7 ,"Prince William County, VA"
95,falling,Virginia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,145.8 ,145.8 ,"Prince William County, VA"
34,stable,Virginia,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,96.9 ,96.9 ,"Prince William County, VA"
36,stable,Virginia,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,87.3 ,87.3 ,"Prince William County, VA"
28,falling,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,132.3 ,132.3 ,"King George County, VA"
28,falling,Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,134.0 ,134.0 ,"King George County, VA"
8,stable,Virginia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,159.6 ,159.6 ,"King George County, VA"
85,falling,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,126.8 ,126.8 ,"York County, VA"
84,falling,Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,128.4 ,128.4 ,"York County, VA"
12,falling,Virginia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,108.0 ,108.0 ,"York County, VA"
291,falling,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,124.6 ,124.6 ,"Loudoun County, VA"
19,*,Virginia,All Cancer Sites,  White Hispanic,All Sexes,All Ages,85.8 ,85.8 ,"Loudoun County, VA"
272,falling,Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,127.3 ,127.3 ,"Loudoun County, VA"
33,falling,Virginia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,146.9 ,146.9 ,"Loudoun County, VA"
34,*,Virginia,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,73.5 ,73.5 ,"Loudoun County, VA"
20,*,Virginia,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,85.0 ,85.0 ,"Loudoun County, VA"
32,falling,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,123.9 ,123.9 ,"Northumberland County, VA"
31,falling,Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,124.0 ,124.0 ,"Northumberland County, VA"
10,falling,Virginia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,192.5 ,192.5 ,"Northumberland County, VA"
160,falling,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,120.0 ,120.0 ,"Albemarle County, VA"
158,falling,Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,120.1 ,120.1 ,"Albemarle County, VA"
19,falling,Virginia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,183.4 ,183.4 ,"Albemarle County, VA"
979,falling,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,112.9 ,112.9 ,"Fairfax County, VA"
71,falling,Virginia,All Cancer Sites,  White Hispanic,All Sexes,All Ages,72.5 ,72.5 ,"Fairfax County, VA"
908,falling,Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,117.2 ,117.2 ,"Fairfax County, VA"
117,falling,Virginia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,129.1 ,129.1 ,"Fairfax County, VA"
185,falling,Virginia,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,86.5 ,86.5 ,"Fairfax County, VA"
74,falling,Virginia,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,72.2 ,72.2 ,"Fairfax County, VA"
166,falling,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,107.7 ,107.7 ,"Arlington County, VA"
16,stable,Virginia,All Cancer Sites,  White Hispanic,All Sexes,All Ages,77.4 ,77.4 ,"Arlington County, VA"
149,falling,Virginia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,111.1 ,111.1 ,"Arlington County, VA"
25,falling,Virginia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,127.5 ,127.5 ,"Arlington County, VA"
18,stable,Virginia,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,96.2 ,96.2 ,"Arlington County, VA"
16,stable,Virginia,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,72.8 ,72.8 ,"Arlington County, VA"
15,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,194.7 ,194.7 ,"Columbia County, WA"
15,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,193.0 ,193.0 ,"Columbia County, WA"
268,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,188.3 ,188.3 ,"Cowlitz County, WA"
265,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,190.4 ,190.4 ,"Cowlitz County, WA"
4,*,Washington,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,100.6 ,100.6 ,"Cowlitz County, WA"
191,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,181.5 ,181.5 ,"Grays Harbor County, WA"
4,*,Washington,All Cancer Sites,  White Hispanic,All Sexes,All Ages,189.8 ,189.8 ,"Grays Harbor County, WA"
187,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,181.6 ,181.6 ,"Grays Harbor County, WA"
9,stable,Washington,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,220.1 ,220.1 ,"Grays Harbor County, WA"
4,*,Washington,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,160.6 ,160.6 ,"Grays Harbor County, WA"
206,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,181.1 ,181.1 ,"Lewis County, WA"
204,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,184.3 ,184.3 ,"Lewis County, WA"
168,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,173.4 ,173.4 ,"Mason County, WA"
166,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,174.8 ,174.8 ,"Mason County, WA"
5,*,Washington,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,172.4 ,172.4 ,"Mason County, WA"
98,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,172.5 ,172.5 ,"Okanogan County, WA"
3,*,Washington,All Cancer Sites,  White Hispanic,All Sexes,All Ages,81.1 ,81.1 ,"Okanogan County, WA"
94,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,175.9 ,175.9 ,"Okanogan County, WA"
8,stable,Washington,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,168.2 ,168.2 ,"Okanogan County, WA"
3,*,Washington,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,72.5 ,72.5 ,"Okanogan County, WA"
18,stable,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,171.9 ,171.9 ,"Ferry County, WA"
18,stable,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,177.7 ,177.7 ,"Ferry County, WA"
38,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,168.5 ,168.5 ,"Pend Oreille County, WA"
38,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,171.0 ,171.0 ,"Pend Oreille County, WA"
71,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,167.9 ,167.9 ,"Pacific County, WA"
71,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,173.2 ,173.2 ,"Pacific County, WA"
959,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,165.1 ,165.1 ,"Spokane County, WA"
14,stable,Washington,All Cancer Sites,  White Hispanic,All Sexes,All Ages,120.1 ,120.1 ,"Spokane County, WA"
945,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,166.1 ,166.1 ,"Spokane County, WA"
11,falling,Washington,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,145.5 ,145.5 ,"Spokane County, WA"
10,*,Washington,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,147.6 ,147.6 ,"Spokane County, WA"
15,stable,Washington,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,101.3 ,101.3 ,"Spokane County, WA"
14,stable,Washington,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,113.7 ,113.7 ,"Spokane County, WA"
1176,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,162.3 ,162.3 ,"Snohomish County, WA"
28,stable,Washington,All Cancer Sites,  White Hispanic,All Sexes,All Ages,101.7 ,101.7 ,"Snohomish County, WA"
1147,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,163.9 ,163.9 ,"Snohomish County, WA"
19,falling,Washington,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,130.6 ,130.6 ,"Snohomish County, WA"
15,stable,Washington,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,178.8 ,178.8 ,"Snohomish County, WA"
85,falling,Washington,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,107.1 ,107.1 ,"Snohomish County, WA"
30,stable,Washington,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,98.8 ,98.8 ,"Snohomish County, WA"
231,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,162.2 ,162.2 ,"Clallam County, WA"
228,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,163.0 ,163.0 ,"Clallam County, WA"
7,stable,Washington,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,150.8 ,150.8 ,"Clallam County, WA"
3,*,Washington,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,111.9 ,111.9 ,"Clallam County, WA"
398,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,162.1 ,162.1 ,"Yakima County, WA"
54,falling,Washington,All Cancer Sites,  White Hispanic,All Sexes,All Ages,103.8 ,103.8 ,"Yakima County, WA"
343,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,180.0 ,180.0 ,"Yakima County, WA"
4,stable,Washington,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,207.1 ,207.1 ,"Yakima County, WA"
14,stable,Washington,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,150.7 ,150.7 ,"Yakima County, WA"
5,*,Washington,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,107.8 ,107.8 ,"Yakima County, WA"
58,falling,Washington,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,103.0 ,103.0 ,"Yakima County, WA"
1272,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,161.6 ,161.6 ,"Pierce County, WA"
35,stable,Washington,All Cancer Sites,  White Hispanic,All Sexes,All Ages,118.6 ,118.6 ,"Pierce County, WA"
1236,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,162.8 ,162.8 ,"Pierce County, WA"
92,falling,Washington,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,173.6 ,173.6 ,"Pierce County, WA"
15,stable,Washington,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,147.1 ,147.1 ,"Pierce County, WA"
101,falling,Washington,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,125.6 ,125.6 ,"Pierce County, WA"
38,stable,Washington,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,111.1 ,111.1 ,"Pierce County, WA"
150,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,160.4 ,160.4 ,"Grant County, WA"
17,stable,Washington,All Cancer Sites,  White Hispanic,All Sexes,All Ages,104.6 ,104.6 ,"Grant County, WA"
133,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,172.5 ,172.5 ,"Grant County, WA"
17,stable,Washington,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,101.8 ,101.8 ,"Grant County, WA"
784,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,160.4 ,160.4 ,"Clark County, WA"
15,stable,Washington,All Cancer Sites,  White Hispanic,All Sexes,All Ages,104.1 ,104.1 ,"Clark County, WA"
768,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,161.9 ,161.9 ,"Clark County, WA"
12,stable,Washington,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,145.5 ,145.5 ,"Clark County, WA"
5,*,Washington,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,116.2 ,116.2 ,"Clark County, WA"
28,stable,Washington,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,105.4 ,105.4 ,"Clark County, WA"
16,stable,Washington,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,94.9 ,94.9 ,"Clark County, WA"
279,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,158.7 ,158.7 ,"Skagit County, WA"
9,*,Washington,All Cancer Sites,  White Hispanic,All Sexes,All Ages,115.4 ,115.4 ,"Skagit County, WA"
270,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,161.5 ,161.5 ,"Skagit County, WA"
5,*,Washington,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,202.0 ,202.0 ,"Skagit County, WA"
4,*,Washington,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,132.7 ,132.7 ,"Skagit County, WA"
9,*,Washington,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,107.5 ,107.5 ,"Skagit County, WA"
482,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,152.3 ,152.3 ,"Thurston County, WA"
10,*,Washington,All Cancer Sites,  White Hispanic,All Sexes,All Ages,112.0 ,112.0 ,"Thurston County, WA"
472,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,153.7 ,153.7 ,"Thurston County, WA"
11,*,Washington,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,184.3 ,184.3 ,"Thurston County, WA"
6,stable,Washington,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,145.8 ,145.8 ,"Thurston County, WA"
21,stable,Washington,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,102.6 ,102.6 ,"Thurston County, WA"
11,*,Washington,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,103.7 ,103.7 ,"Thurston County, WA"
187,stable,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,151.4 ,151.4 ,"Island County, WA"
185,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,152.7 ,152.7 ,"Island County, WA"
5,*,Washington,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,94.5 ,94.5 ,"Island County, WA"
381,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,149.7 ,149.7 ,"Whatcom County, WA"
9,stable,Washington,All Cancer Sites,  White Hispanic,All Sexes,All Ages,114.0 ,114.0 ,"Whatcom County, WA"
372,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,151.0 ,151.0 ,"Whatcom County, WA"
10,stable,Washington,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,172.8 ,172.8 ,"Whatcom County, WA"
13,*,Washington,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,123.8 ,123.8 ,"Whatcom County, WA"
9,stable,Washington,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,105.7 ,105.7 ,"Whatcom County, WA"
117,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,149.5 ,149.5 ,"Walla Walla County, WA"
6,*,Washington,All Cancer Sites,  White Hispanic,All Sexes,All Ages,126.8 ,126.8 ,"Walla Walla County, WA"
110,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,153.4 ,153.4 ,"Walla Walla County, WA"
7,*,Washington,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,126.4 ,126.4 ,"Walla Walla County, WA"
456,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,149.5 ,149.5 ,"Kitsap County, WA"
7,stable,Washington,All Cancer Sites,  White Hispanic,All Sexes,All Ages,95.5 ,95.5 ,"Kitsap County, WA"
448,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,150.7 ,150.7 ,"Kitsap County, WA"
8,falling,Washington,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,124.6 ,124.6 ,"Kitsap County, WA"
5,*,Washington,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,131.6 ,131.6 ,"Kitsap County, WA"
26,stable,Washington,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,118.0 ,118.0 ,"Kitsap County, WA"
8,stable,Washington,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,93.7 ,93.7 ,"Kitsap County, WA"
102,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,148.7 ,148.7 ,"Stevens County, WA"
100,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,147.0 ,147.0 ,"Stevens County, WA"
4,*,Washington,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,140.0 ,140.0 ,"Stevens County, WA"
151,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,148.1 ,148.1 ,"Chelan County, WA"
7,*,Washington,All Cancer Sites,  White Hispanic,All Sexes,All Ages,96.2 ,96.2 ,"Chelan County, WA"
144,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,152.6 ,152.6 ,"Chelan County, WA"
7,*,Washington,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,91.2 ,91.2 ,"Chelan County, WA"
306,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,147.0 ,147.0 ,"Benton County, WA"
18,stable,Washington,All Cancer Sites,  White Hispanic,All Sexes,All Ages,116.7 ,116.7 ,"Benton County, WA"
289,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,148.7 ,148.7 ,"Benton County, WA"
4,*,Washington,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,175.0 ,175.0 ,"Benton County, WA"
6,*,Washington,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,89.0 ,89.0 ,"Benton County, WA"
18,stable,Washington,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,116.1 ,116.1 ,"Benton County, WA"
100,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,145.8 ,145.8 ,"Jefferson County, WA"
99,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,146.2 ,146.2 ,"Jefferson County, WA"
27,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,145.4 ,145.4 ,"Lincoln County, WA"
27,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,147.6 ,147.6 ,"Lincoln County, WA"
6,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,145.2 ,145.2 ,"Garfield County, WA"
6,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,142.2 ,142.2 ,"Garfield County, WA"
50,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,145.2 ,145.2 ,"Klickitat County, WA"
49,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,146.6 ,146.6 ,"Klickitat County, WA"
55,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,144.9 ,144.9 ,"Asotin County, WA"
54,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,145.9 ,145.9 ,"Asotin County, WA"
74,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,139.1 ,139.1 ,"Kittitas County, WA"
73,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,140.2 ,140.2 ,"Kittitas County, WA"
72,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,138.7 ,138.7 ,"Douglas County, WA"
4,*,Washington,All Cancer Sites,  White Hispanic,All Sexes,All Ages,71.8 ,71.8 ,"Douglas County, WA"
68,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,141.8 ,141.8 ,"Douglas County, WA"
4,*,Washington,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,68.3 ,68.3 ,"Douglas County, WA"
22,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,136.6 ,136.6 ,"Adams County, WA"
3,*,Washington,All Cancer Sites,  White Hispanic,All Sexes,All Ages,74.8 ,74.8 ,"Adams County, WA"
19,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,163.4 ,163.4 ,"Adams County, WA"
3,*,Washington,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,73.0 ,73.0 ,"Adams County, WA"
2415,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,135.3 ,135.3 ,"King County, WA"
80,stable,Washington,All Cancer Sites,  White Hispanic,All Sexes,All Ages,99.8 ,99.8 ,"King County, WA"
2332,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,136.2 ,136.2 ,"King County, WA"
178,falling,Washington,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,151.8 ,151.8 ,"King County, WA"
25,falling,Washington,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,142.1 ,142.1 ,"King County, WA"
358,falling,Washington,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,99.6 ,99.6 ,"King County, WA"
88,stable,Washington,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,100.1 ,100.1 ,"King County, WA"
83,falling,Washington,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,134.7 ,134.7 ,"Franklin County, WA"
20,stable,Washington,All Cancer Sites,  White Hispanic,All Sexes,All Ages,115.5 ,115.5 ,"Franklin County, WA"
64,falling,Washington,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,140.8 ,140.8 ,"Franklin County, WA"
