average_annual_count,primary_state_name,cancer,race_ethnicity,sex,age,age_adjusted_rate,county_state,index_of_medical_underservice_score,popestimate2015,popestimate2016,popestimate2017,popestimate2018,popestimate2019
4,Oklahoma,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,401.0 ,"Beckham County, OK",,23554,22427,21779,21720,21859
1079,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,432.3 ,"Cleveland County, OK",58.5,273841,277809,279542,281166,284014
34,Oklahoma,All Cancer Sites,  White Hispanic,All Sexes,All Ages,327.8 ,"Cleveland County, OK",58.5,273841,277809,279542,281166,284014
1045,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,435.8 ,"Cleveland County, OK",58.5,273841,277809,279542,281166,284014
37,Oklahoma,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,438.6 ,"Cleveland County, OK",58.5,273841,277809,279542,281166,284014
64,Oklahoma,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,511.6 ,"Cleveland County, OK",58.5,273841,277809,279542,281166,284014
31,Oklahoma,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,336.4 ,"Cleveland County, OK",58.5,273841,277809,279542,281166,284014
45,Oklahoma,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,397.1 ,"Cleveland County, OK",58.5,273841,277809,279542,281166,284014
554,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,430.5 ,"Canadian County, OK",56.0,133158,136386,140001,144426,148306
15,Oklahoma,All Cancer Sites,  White Hispanic,All Sexes,All Ages,305.1 ,"Canadian County, OK",56.0,133158,136386,140001,144426,148306
539,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,435.6 ,"Canadian County, OK",56.0,133158,136386,140001,144426,148306
13,Oklahoma,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,484.6 ,"Canadian County, OK",56.0,133158,136386,140001,144426,148306
30,Oklahoma,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,564.5 ,"Canadian County, OK",56.0,133158,136386,140001,144426,148306
12,Oklahoma,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,260.3 ,"Canadian County, OK",56.0,133158,136386,140001,144426,148306
19,Oklahoma,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,374.3 ,"Canadian County, OK",56.0,133158,136386,140001,144426,148306
94,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,430.2 ,"Marshall County, OK",61.0,16266,16237,16364,16727,16931
92,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,454.2 ,"Marshall County, OK",61.0,16266,16237,16364,16727,16931
12,Oklahoma,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,574.1 ,"Marshall County, OK",61.0,16266,16237,16364,16727,16931
3,Oklahoma,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,235.1 ,"Marshall County, OK",61.0,16266,16237,16364,16727,16931
50,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,429.3 ,"Nowata County, OK",60.0,10519,10415,10322,10278,10076
50,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,432.3 ,"Nowata County, OK",60.0,10519,10415,10322,10278,10076
15,Oklahoma,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,730.9 ,"Nowata County, OK",60.0,10519,10415,10322,10278,10076
107,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,428.6 ,"Jackson County, OK",61.0,25459,25440,25112,24775,24530
10,Oklahoma,All Cancer Sites,  White Hispanic,All Sexes,All Ages,271.0 ,"Jackson County, OK",61.0,25459,25440,25112,24775,24530
97,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,452.1 ,"Jackson County, OK",61.0,25459,25440,25112,24775,24530
7,Oklahoma,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,422.4 ,"Jackson County, OK",61.0,25459,25440,25112,24775,24530
5,Oklahoma,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,866.2 ,"Jackson County, OK",61.0,25459,25440,25112,24775,24530
13,Oklahoma,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,323.0 ,"Jackson County, OK",61.0,25459,25440,25112,24775,24530
120,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,425.5 ,"Caddo County, OK",59.0,29433,29630,29356,29028,28762
5,Oklahoma,All Cancer Sites,  White Hispanic,All Sexes,All Ages,357.9 ,"Caddo County, OK",59.0,29433,29630,29356,29028,28762
115,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,424.7 ,"Caddo County, OK",59.0,29433,29630,29356,29028,28762
4,Oklahoma,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,460.5 ,"Caddo County, OK",59.0,29433,29630,29356,29028,28762
35,Oklahoma,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,509.0 ,"Caddo County, OK",59.0,29433,29630,29356,29028,28762
7,Oklahoma,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,334.4 ,"Caddo County, OK",59.0,29433,29630,29356,29028,28762
61,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,425.2 ,"Hughes County, OK",47.0,13592,13417,13265,13305,13279
60,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,432.7 ,"Hughes County, OK",47.0,13592,13417,13265,13305,13279
16,Oklahoma,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,562.3 ,"Hughes County, OK",47.0,13592,13417,13265,13305,13279
191,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,424.4 ,"Mayes County, OK",61.0,40889,41035,40988,41210,41100
190,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,428.3 ,"Mayes County, OK",61.0,40889,41035,40988,41210,41100
59,Oklahoma,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,727.4 ,"Mayes County, OK",61.0,40889,41035,40988,41210,41100
39,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,424.3 ,"Tillman County, OK",46.0,7567,7525,7399,7323,7250
5,Oklahoma,All Cancer Sites,  White Hispanic,All Sexes,All Ages,299.0 ,"Tillman County, OK",46.0,7567,7525,7399,7323,7250
35,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,448.7 ,"Tillman County, OK",46.0,7567,7525,7399,7323,7250
4,Oklahoma,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,565.5 ,"Tillman County, OK",46.0,7567,7525,7399,7323,7250
6,Oklahoma,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,359.0 ,"Tillman County, OK",46.0,7567,7525,7399,7323,7250
179,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,424.2 ,"Lincoln County, OK",62.0,34928,34872,34961,34837,34877
178,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,426.4 ,"Lincoln County, OK",62.0,34928,34872,34961,34837,34877
4,Oklahoma,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,471.3 ,"Lincoln County, OK",62.0,34928,34872,34961,34837,34877
13,Oklahoma,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,507.5 ,"Lincoln County, OK",62.0,34928,34872,34961,34837,34877
409,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,423.4 ,"Rogers County, OK",59.0,90080,90992,91435,91801,92459
407,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,429.9 ,"Rogers County, OK",59.0,90080,90992,91435,91801,92459
5,Oklahoma,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,505.1 ,"Rogers County, OK",59.0,90080,90992,91435,91801,92459
81,Oklahoma,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,718.9 ,"Rogers County, OK",59.0,90080,90992,91435,91801,92459
4,Oklahoma,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,148.4 ,"Rogers County, OK",59.0,90080,90992,91435,91801,92459
261,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,423.2 ,"Grady County, OK",,54559,54683,54829,55448,55834
3,Oklahoma,All Cancer Sites,  White Hispanic,All Sexes,All Ages,233.4 ,"Grady County, OK",,54559,54683,54829,55448,55834
258,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,428.0 ,"Grady County, OK",,54559,54683,54829,55448,55834
6,Oklahoma,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,433.6 ,"Grady County, OK",,54559,54683,54829,55448,55834
20,Oklahoma,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,610.7 ,"Grady County, OK",,54559,54683,54829,55448,55834
5,Oklahoma,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,295.7 ,"Grady County, OK",,54559,54683,54829,55448,55834
59,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,422.3 ,"Noble County, OK",59.0,11550,11410,11303,11279,11131
59,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,429.7 ,"Noble County, OK",59.0,11550,11410,11303,11279,11131
5,Oklahoma,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,526.0 ,"Noble County, OK",59.0,11550,11410,11303,11279,11131
318,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,420.4 ,"Pottawatomie County, OK",55.0,71479,72001,72185,72513,72592
316,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,428.0 ,"Pottawatomie County, OK",55.0,71479,72001,72185,72513,72592
11,Oklahoma,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,522.1 ,"Pottawatomie County, OK",55.0,71479,72001,72185,72513,72592
51,Oklahoma,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,640.4 ,"Pottawatomie County, OK",55.0,71479,72001,72185,72513,72592
261,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,419.7 ,"Washington County, OK",57.0,52091,52027,51996,51791,51527
5,Oklahoma,All Cancer Sites,  White Hispanic,All Sexes,All Ages,318.5 ,"Washington County, OK",57.0,52091,52027,51996,51791,51527
257,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,423.6 ,"Washington County, OK",57.0,52091,52027,51996,51791,51527
8,Oklahoma,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,529.4 ,"Washington County, OK",57.0,52091,52027,51996,51791,51527
39,Oklahoma,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,710.2 ,"Washington County, OK",57.0,52091,52027,51996,51791,51527
6,Oklahoma,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,389.8 ,"Washington County, OK",57.0,52091,52027,51996,51791,51527
164,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,418.9 ,"Pontotoc County, OK",58.0,38336,38512,38371,38272,38284
162,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,423.4 ,"Pontotoc County, OK",58.0,38336,38512,38371,38272,38284
4,Oklahoma,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,552.8 ,"Pontotoc County, OK",58.0,38336,38512,38371,38272,38284
43,Oklahoma,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,726.6 ,"Pontotoc County, OK",58.0,38336,38512,38371,38272,38284
68,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,416.6 ,"Choctaw County, OK",34.0,14984,14877,14804,14698,14672
67,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,420.1 ,"Choctaw County, OK",34.0,14984,14877,14804,14698,14672
9,Oklahoma,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,433.6 ,"Choctaw County, OK",34.0,14984,14877,14804,14698,14672
16,Oklahoma,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,577.9 ,"Choctaw County, OK",34.0,14984,14877,14804,14698,14672
57,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,416.2 ,"Washita County, OK",61.0,11687,11433,11055,11036,10916
56,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,424.6 ,"Washita County, OK",61.0,11687,11433,11055,11036,10916
31,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,416.1 ,"Cotton County, OK",60.0,6006,5933,5863,5820,5666
31,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,418.5 ,"Cotton County, OK",60.0,6006,5933,5863,5820,5666
213,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,415.3 ,"Pittsburg County, OK",54.0,44716,44335,44154,43870,43654
211,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,420.8 ,"Pittsburg County, OK",54.0,44716,44335,44154,43870,43654
7,Oklahoma,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,483.6 ,"Pittsburg County, OK",54.0,44716,44335,44154,43870,43654
38,Oklahoma,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,540.3 ,"Pittsburg County, OK",54.0,44716,44335,44154,43870,43654
68,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,415.3 ,"Craig County, OK",55.0,14709,14465,14332,14300,14142
67,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,418.3 ,"Craig County, OK",55.0,14709,14465,14332,14300,14142
4,Oklahoma,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,849.3 ,"Craig County, OK",55.0,14709,14465,14332,14300,14142
22,Oklahoma,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,652.6 ,"Craig County, OK",55.0,14709,14465,14332,14300,14142
60,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,415.1 ,"Pushmataha County, OK",51.0,11162,11070,11118,11192,11096
59,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,420.0 ,"Pushmataha County, OK",51.0,11162,11070,11118,11192,11096
11,Oklahoma,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,436.7 ,"Pushmataha County, OK",51.0,11162,11070,11118,11192,11096
49,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,412.3 ,"Okfuskee County, OK",43.0,12107,12079,12076,12081,11993
48,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,418.8 ,"Okfuskee County, OK",43.0,12107,12079,12076,12081,11993
8,Oklahoma,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,643.6 ,"Okfuskee County, OK",43.0,12107,12079,12076,12081,11993
13,Oklahoma,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,548.8 ,"Okfuskee County, OK",43.0,12107,12079,12076,12081,11993
26,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,411.5 ,"Dewey County, OK",60.0,4984,4905,4899,4931,4891
26,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,418.3 ,"Dewey County, OK",60.0,4984,4905,4899,4931,4891
76,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,411.2 ,"Texas County, OK",61.0,21446,21183,20924,20491,19983
14,Oklahoma,All Cancer Sites,  White Hispanic,All Sexes,All Ages,236.3 ,"Texas County, OK",61.0,21446,21183,20924,20491,19983
62,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,462.7 ,"Texas County, OK",61.0,21446,21183,20924,20491,19983
16,Oklahoma,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,248.9 ,"Texas County, OK",61.0,21446,21183,20924,20491,19983
43,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,410.8 ,"Major County, OK",,7771,7751,7684,7627,7629
42,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,419.6 ,"Major County, OK",,7771,7751,7684,7627,7629
105,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,409.6 ,"Seminole County, OK",56.0,25399,25137,24845,24520,24258
104,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,414.6 ,"Seminole County, OK",56.0,25399,25137,24845,24520,24258
6,Oklahoma,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,431.8 ,"Seminole County, OK",56.0,25399,25137,24845,24520,24258
23,Oklahoma,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,477.5 ,"Seminole County, OK",56.0,25399,25137,24845,24520,24258
278,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,407.4 ,"Garfield County, OK",55.0,63248,62493,61600,61095,61056
7,Oklahoma,All Cancer Sites,  White Hispanic,All Sexes,All Ages,265.5 ,"Garfield County, OK",55.0,63248,62493,61600,61095,61056
271,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,417.4 ,"Garfield County, OK",55.0,63248,62493,61600,61095,61056
9,Oklahoma,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,449.3 ,"Garfield County, OK",55.0,63248,62493,61600,61095,61056
7,Oklahoma,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,614.9 ,"Garfield County, OK",55.0,63248,62493,61600,61095,61056
5,Oklahoma,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,498.6 ,"Garfield County, OK",55.0,63248,62493,61600,61095,61056
10,Oklahoma,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,426.7 ,"Garfield County, OK",55.0,63248,62493,61600,61095,61056
201,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,403.9 ,"Bryan County, OK",57.0,45021,45599,46481,47191,47995
198,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,409.1 ,"Bryan County, OK",57.0,45021,45599,46481,47191,47995
29,Oklahoma,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,480.6 ,"Bryan County, OK",57.0,45021,45599,46481,47191,47995
160,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,403.0 ,"Cherokee County, OK",57.5,48376,48791,48891,48607,48657
4,Oklahoma,All Cancer Sites,  White Hispanic,All Sexes,All Ages,280.1 ,"Cherokee County, OK",57.5,48376,48791,48891,48607,48657
157,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,405.9 ,"Cherokee County, OK",57.5,48376,48791,48891,48607,48657
88,Oklahoma,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,550.9 ,"Cherokee County, OK",57.5,48376,48791,48891,48607,48657
4,Oklahoma,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,278.3 ,"Cherokee County, OK",57.5,48376,48791,48891,48607,48657
203,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,400.8 ,"Osage County, OK",53.5,47338,47364,47346,47121,46963
202,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,405.6 ,"Osage County, OK",53.5,47338,47364,47346,47121,46963
29,Oklahoma,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,370.0 ,"Osage County, OK",53.5,47338,47364,47346,47121,46963
44,Oklahoma,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,604.0 ,"Osage County, OK",53.5,47338,47364,47346,47121,46963
50,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,400.7 ,"Johnston County, OK",28.0,10967,11126,11121,11020,11085
49,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,403.4 ,"Johnston County, OK",28.0,10967,11126,11121,11020,11085
10,Oklahoma,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,562.8 ,"Johnston County, OK",28.0,10967,11126,11121,11020,11085
109,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,399.7 ,"Custer County, OK",,29565,29222,28974,28995,29003
7,Oklahoma,All Cancer Sites,  White Hispanic,All Sexes,All Ages,350.8 ,"Custer County, OK",,29565,29222,28974,28995,29003
101,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,409.4 ,"Custer County, OK",,29565,29222,28974,28995,29003
3,Oklahoma,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,447.8 ,"Custer County, OK",,29565,29222,28974,28995,29003
10,Oklahoma,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,631.9 ,"Custer County, OK",,29565,29222,28974,28995,29003
8,Oklahoma,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,363.6 ,"Custer County, OK",,29565,29222,28974,28995,29003
61,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,399.6 ,"Haskell County, OK",52.0,12750,12695,12726,12636,12627
61,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,405.7 ,"Haskell County, OK",52.0,12750,12695,12726,12636,12627
13,Oklahoma,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,550.9 ,"Haskell County, OK",52.0,12750,12695,12726,12636,12627
18,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,399.1 ,"Roger Mills County, OK",57.0,3773,3671,3661,3646,3583
18,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,411.6 ,"Roger Mills County, OK",57.0,3773,3671,3661,3646,3583
12,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,396.9 ,"Cimarron County, OK",60.0,2225,2189,2152,2165,2137
11,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,372.2 ,"Cimarron County, OK",60.0,2225,2189,2152,2165,2137
67,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,396.4 ,"Murray County, OK",59.0,13860,13909,13918,13968,14073
66,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,401.0 ,"Murray County, OK",59.0,13860,13909,13918,13968,14073
9,Oklahoma,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,515.0 ,"Murray County, OK",59.0,13860,13909,13918,13968,14073
326,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,394.1 ,"Wagoner County, OK",56.0,76733,77662,78984,80123,81289
4,Oklahoma,All Cancer Sites,  White Hispanic,All Sexes,All Ages,194.4 ,"Wagoner County, OK",56.0,76733,77662,78984,80123,81289
322,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,400.2 ,"Wagoner County, OK",56.0,76733,77662,78984,80123,81289
13,Oklahoma,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,450.2 ,"Wagoner County, OK",56.0,76733,77662,78984,80123,81289
48,Oklahoma,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,646.2 ,"Wagoner County, OK",56.0,76733,77662,78984,80123,81289
6,Oklahoma,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,290.4 ,"Wagoner County, OK",56.0,76733,77662,78984,80123,81289
106,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,390.6 ,"McIntosh County, OK",56.0,19817,19766,19701,19745,19596
104,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,391.7 ,"McIntosh County, OK",56.0,19817,19766,19701,19745,19596
5,Oklahoma,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,478.0 ,"McIntosh County, OK",56.0,19817,19766,19701,19745,19596
21,Oklahoma,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,490.5 ,"McIntosh County, OK",56.0,19817,19766,19701,19745,19596
261,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,390.4 ,"Payne County, OK",60.0,81363,81850,81908,82172,81784
258,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,392.0 ,"Payne County, OK",60.0,81363,81850,81908,82172,81784
9,Oklahoma,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,470.3 ,"Payne County, OK",60.0,81363,81850,81908,82172,81784
19,Oklahoma,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,632.8 ,"Payne County, OK",60.0,81363,81850,81908,82172,81784
5,Oklahoma,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,258.4 ,"Payne County, OK",60.0,81363,81850,81908,82172,81784
62,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,386.8 ,"Atoka County, OK",50.0,13889,13894,13779,13795,13758
61,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,386.4 ,"Atoka County, OK",50.0,13889,13894,13779,13795,13758
9,Oklahoma,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,462.5 ,"Atoka County, OK",50.0,13889,13894,13779,13795,13758
23,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,383.8 ,"Ellis County, OK",53.0,4223,4085,3970,3939,3859
21,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,367.2 ,"Ellis County, OK",53.0,4223,4085,3970,3939,3859
88,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,378.4 ,"Woodward County, OK",,21608,20975,20531,20312,20211
85,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,385.7 ,"Woodward County, OK",,21608,20975,20531,20312,20211
4,Oklahoma,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,246.9 ,"Woodward County, OK",,21608,20975,20531,20312,20211
208,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,376.0 ,"Delaware County, OK",33.0,41704,41965,42672,42814,43009
4,Oklahoma,All Cancer Sites,  White Hispanic,All Sexes,All Ages,647.0 ,"Delaware County, OK",33.0,41704,41965,42672,42814,43009
204,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,374.4 ,"Delaware County, OK",33.0,41704,41965,42672,42814,43009
63,Oklahoma,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,603.3 ,"Delaware County, OK",33.0,41704,41965,42672,42814,43009
4,Oklahoma,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,538.3 ,"Delaware County, OK",33.0,41704,41965,42672,42814,43009
24,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,367.9 ,"Coal County, OK",48.0,5608,5652,5630,5520,5495
23,Oklahoma,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,366.5 ,"Coal County, OK",48.0,5608,5652,5630,5520,5495
4,Oklahoma,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,363.2 ,"Coal County, OK",48.0,5608,5652,5630,5520,5495
26,Oklahoma,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,360.8 ,"Beaver County, OK",,5455,5435,5364,5318,5311
