Average Annual Count,Primary_State_Name,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000",County_State
164,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,444.0 ,"Palo Pinto County, TX"
11,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,369.0 ,"Palo Pinto County, TX"
153,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,457.1 ,"Palo Pinto County, TX"
11,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,354.7 ,"Palo Pinto County, TX"
384,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,443.8 ,"Bastrop County, TX"
65,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,374.7 ,"Bastrop County, TX"
319,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,469.9 ,"Bastrop County, TX"
36,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,503.8 ,"Bastrop County, TX"
67,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,363.6 ,"Bastrop County, TX"
54,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,443.7 ,"Stephens County, TX"
5,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,345.0 ,"Stephens County, TX"
49,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,454.5 ,"Stephens County, TX"
5,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,334.6 ,"Stephens County, TX"
116,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,443.1 ,"Panola County, TX"
114,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,450.5 ,"Panola County, TX"
20,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,419.4 ,"Panola County, TX"
32,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,442.5 ,"Childress County, TX"
3,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,276.4 ,"Childress County, TX"
29,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,465.2 ,"Childress County, TX"
4,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,298.9 ,"Childress County, TX"
99,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,442.3 ,"Freestone County, TX"
7,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,643.1 ,"Freestone County, TX"
93,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,445.6 ,"Freestone County, TX"
17,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,410.1 ,"Freestone County, TX"
7,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,550.9 ,"Freestone County, TX"
25,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,442.0 ,"Baylor County, TX"
23,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,435.3 ,"Baylor County, TX"
6765,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,441.7 ,"Tarrant County, TX"
992,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,328.6 ,"Tarrant County, TX"
5773,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,469.8 ,"Tarrant County, TX"
1168,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,449.9 ,"Tarrant County, TX"
36,Texas,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,230.9 ,"Tarrant County, TX"
294,Texas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,287.1 ,"Tarrant County, TX"
1025,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,323.5 ,"Tarrant County, TX"
75,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,440.5 ,"Jackson County, TX"
14,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,414.6 ,"Jackson County, TX"
61,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,448.3 ,"Jackson County, TX"
7,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,717.6 ,"Jackson County, TX"
14,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,407.3 ,"Jackson County, TX"
220,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,440.5 ,"Cooke County, TX"
10,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,309.6 ,"Cooke County, TX"
210,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,453.7 ,"Cooke County, TX"
5,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,507.0 ,"Cooke County, TX"
10,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,302.3 ,"Cooke County, TX"
10,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,439.6 ,"Irion County, TX"
8,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,477.5 ,"Irion County, TX"
66,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,439.2 ,"Clay County, TX"
64,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,445.6 ,"Clay County, TX"
114,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,438.7 ,"Houston County, TX"
112,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,465.2 ,"Houston County, TX"
34,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,491.7 ,"Houston County, TX"
170,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,437.7 ,"Matagorda County, TX"
37,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,353.2 ,"Matagorda County, TX"
133,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,477.0 ,"Matagorda County, TX"
30,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,557.7 ,"Matagorda County, TX"
38,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,348.1 ,"Matagorda County, TX"
98,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,436.3 ,"Burleson County, TX"
10,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,369.2 ,"Burleson County, TX"
88,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,448.2 ,"Burleson County, TX"
13,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,421.8 ,"Burleson County, TX"
10,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,362.3 ,"Burleson County, TX"
1231,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,436.3 ,"Brazoria County, TX"
215,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,339.2 ,"Brazoria County, TX"
1017,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,466.9 ,"Brazoria County, TX"
159,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,385.3 ,"Brazoria County, TX"
4,Texas,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,141.9 ,"Brazoria County, TX"
52,Texas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,234.4 ,"Brazoria County, TX"
226,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,340.3 ,"Brazoria County, TX"
122,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,435.6 ,"Lavaca County, TX"
11,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,431.5 ,"Lavaca County, TX"
111,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,437.7 ,"Lavaca County, TX"
7,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,394.6 ,"Lavaca County, TX"
11,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,411.0 ,"Lavaca County, TX"
225,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,435.1 ,"Navarro County, TX"
16,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,238.8 ,"Navarro County, TX"
209,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,466.8 ,"Navarro County, TX"
33,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,421.9 ,"Navarro County, TX"
16,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,224.1 ,"Navarro County, TX"
114,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,434.4 ,"Limestone County, TX"
9,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,369.8 ,"Limestone County, TX"
105,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,442.1 ,"Limestone County, TX"
22,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,465.9 ,"Limestone County, TX"
9,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,369.5 ,"Limestone County, TX"
614,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,434.2 ,"Randall County, TX"
53,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,428.3 ,"Randall County, TX"
561,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,441.7 ,"Randall County, TX"
9,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,452.0 ,"Randall County, TX"
3,Texas,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,236.1 ,"Randall County, TX"
6,Texas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,303.2 ,"Randall County, TX"
54,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,416.4 ,"Randall County, TX"
214,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,433.9 ,"Brown County, TX"
21,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,358.9 ,"Brown County, TX"
193,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,442.2 ,"Brown County, TX"
5,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,405.4 ,"Brown County, TX"
22,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,362.1 ,"Brown County, TX"
284,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,433.7 ,"Burnet County, TX"
19,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,305.2 ,"Burnet County, TX"
265,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,454.5 ,"Burnet County, TX"
4,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,590.1 ,"Burnet County, TX"
19,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,295.0 ,"Burnet County, TX"
268,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,432.3 ,"Harrison County, TX"
10,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,328.4 ,"Harrison County, TX"
258,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,441.6 ,"Harrison County, TX"
80,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,459.1 ,"Harrison County, TX"
11,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,335.4 ,"Harrison County, TX"
56,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,432.2 ,"Coleman County, TX"
5,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,375.1 ,"Coleman County, TX"
52,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,435.4 ,"Coleman County, TX"
5,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,363.0 ,"Coleman County, TX"
970,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,432.1 ,"McLennan County, TX"
138,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,370.6 ,"McLennan County, TX"
832,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,445.5 ,"McLennan County, TX"
163,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,465.7 ,"McLennan County, TX"
8,Texas,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,342.8 ,"McLennan County, TX"
9,Texas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,262.1 ,"McLennan County, TX"
140,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,354.8 ,"McLennan County, TX"
109,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,432.0 ,"Gray County, TX"
9,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,263.9 ,"Gray County, TX"
100,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,466.4 ,"Gray County, TX"
9,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,267.0 ,"Gray County, TX"
308,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,431.9 ,"San Patricio County, TX"
131,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,395.7 ,"San Patricio County, TX"
177,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,461.3 ,"San Patricio County, TX"
5,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,446.6 ,"San Patricio County, TX"
131,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,390.3 ,"San Patricio County, TX"
60,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,431.6 ,"Franklin County, TX"
58,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,445.4 ,"Franklin County, TX"
59,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,431.0 ,"Runnels County, TX"
12,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,402.9 ,"Runnels County, TX"
47,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,440.5 ,"Runnels County, TX"
12,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,389.5 ,"Runnels County, TX"
383,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,430.7 ,"Bowie County, TX"
10,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,335.8 ,"Bowie County, TX"
373,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,434.1 ,"Bowie County, TX"
84,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,362.2 ,"Bowie County, TX"
6,Texas,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,556.7 ,"Bowie County, TX"
10,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,303.3 ,"Bowie County, TX"
55,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,429.7 ,"Hamilton County, TX"
53,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,419.9 ,"Hamilton County, TX"
128,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,429.4 ,"Bee County, TX"
65,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,407.1 ,"Bee County, TX"
63,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,439.1 ,"Bee County, TX"
65,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,399.5 ,"Bee County, TX"
92,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,429.3 ,"Jones County, TX"
12,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,348.7 ,"Jones County, TX"
80,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,447.5 ,"Jones County, TX"
4,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,302.7 ,"Jones County, TX"
12,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,330.3 ,"Jones County, TX"
13,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,428.5 ,"Reagan County, TX"
7,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,515.9 ,"Reagan County, TX"
6,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,377.3 ,"Reagan County, TX"
8,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,509.4 ,"Reagan County, TX"
107,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,428.0 ,"Calhoun County, TX"
33,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,391.9 ,"Calhoun County, TX"
74,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,445.0 ,"Calhoun County, TX"
33,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,383.7 ,"Calhoun County, TX"
636,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,427.8 ,"Guadalupe County, TX"
155,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,353.5 ,"Guadalupe County, TX"
482,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,458.9 ,"Guadalupe County, TX"
46,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,380.1 ,"Guadalupe County, TX"
7,Texas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,201.9 ,"Guadalupe County, TX"
158,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,344.9 ,"Guadalupe County, TX"
11,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,426.8 ,"Armstrong County, TX"
11,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,438.4 ,"Armstrong County, TX"
160,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,426.0 ,"Waller County, TX"
21,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,289.5 ,"Waller County, TX"
139,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,467.5 ,"Waller County, TX"
29,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,365.3 ,"Waller County, TX"
22,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,283.9 ,"Waller County, TX"
118,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,425.9 ,"Bosque County, TX"
6,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,261.2 ,"Bosque County, TX"
112,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,444.8 ,"Bosque County, TX"
6,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,250.6 ,"Bosque County, TX"
531,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,425.7 ,"Ector County, TX"
220,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,385.2 ,"Ector County, TX"
311,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,452.8 ,"Ector County, TX"
27,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,436.0 ,"Ector County, TX"
5,Texas,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,260.4 ,"Ector County, TX"
4,Texas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,215.7 ,"Ector County, TX"
223,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,377.3 ,"Ector County, TX"
1116,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,425.6 ,"Lubbock County, TX"
272,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,403.7 ,"Lubbock County, TX"
844,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,432.0 ,"Lubbock County, TX"
84,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,460.1 ,"Lubbock County, TX"
5,Texas,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,173.7 ,"Lubbock County, TX"
13,Texas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,246.8 ,"Lubbock County, TX"
282,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,399.1 ,"Lubbock County, TX"
49,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,425.2 ,"Ward County, TX"
18,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,346.7 ,"Ward County, TX"
31,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,491.2 ,"Ward County, TX"
18,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,334.9 ,"Ward County, TX"
156,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,424.7 ,"San Jacinto County, TX"
6,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,284.7 ,"San Jacinto County, TX"
149,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,436.8 ,"San Jacinto County, TX"
15,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,398.2 ,"San Jacinto County, TX"
7,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,284.2 ,"San Jacinto County, TX"
34,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,424.1 ,"Haskell County, TX"
5,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,381.3 ,"Haskell County, TX"
30,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,444.9 ,"Haskell County, TX"
5,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,356.0 ,"Haskell County, TX"
40,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,423.8 ,"Refugio County, TX"
15,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,396.7 ,"Refugio County, TX"
24,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,454.8 ,"Refugio County, TX"
15,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,391.4 ,"Refugio County, TX"
45,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,422.3 ,"Goliad County, TX"
12,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,395.5 ,"Goliad County, TX"
33,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,435.8 ,"Goliad County, TX"
12,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,382.8 ,"Goliad County, TX"
2553,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,421.9 ,"Denton County, TX"
241,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,313.8 ,"Denton County, TX"
2312,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,437.7 ,"Denton County, TX"
208,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,422.8 ,"Denton County, TX"
17,Texas,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,335.3 ,"Denton County, TX"
140,Texas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,262.6 ,"Denton County, TX"
250,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,309.6 ,"Denton County, TX"
2969,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,419.9 ,"Collin County, TX"
239,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,318.3 ,"Collin County, TX"
2730,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,432.1 ,"Collin County, TX"
265,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,408.8 ,"Collin County, TX"
25,Texas,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,463.0 ,"Collin County, TX"
274,Texas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,256.9 ,"Collin County, TX"
250,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,315.1 ,"Collin County, TX"
25,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,419.6 ,"Hansford County, TX"
4,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,321.8 ,"Hansford County, TX"
21,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,494.4 ,"Hansford County, TX"
5,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,322.6 ,"Hansford County, TX"
6955,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,419.4 ,"Dallas County, TX"
1846,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,335.5 ,"Dallas County, TX"
5109,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,459.7 ,"Dallas County, TX"
2576,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,475.8 ,"Dallas County, TX"
45,Texas,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,219.8 ,"Dallas County, TX"
389,Texas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,273.7 ,"Dallas County, TX"
1901,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,331.0 ,"Dallas County, TX"
202,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,419.3 ,"Val Verde County, TX"
151,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,400.1 ,"Val Verde County, TX"
51,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,482.0 ,"Val Verde County, TX"
152,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,396.4 ,"Val Verde County, TX"
21,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,418.7 ,"Hardeman County, TX"
20,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,456.8 ,"Hardeman County, TX"
109,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,417.8 ,"Eastland County, TX"
7,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,416.0 ,"Eastland County, TX"
102,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,421.4 ,"Eastland County, TX"
7,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,402.8 ,"Eastland County, TX"
714,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,417.1 ,"Hays County, TX"
164,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,376.2 ,"Hays County, TX"
549,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,432.8 ,"Hays County, TX"
24,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,471.0 ,"Hays County, TX"
6,Texas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,230.5 ,"Hays County, TX"
170,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,367.6 ,"Hays County, TX"
28,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,417.0 ,"Crosby County, TX"
11,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,412.8 ,"Crosby County, TX"
18,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,442.1 ,"Crosby County, TX"
11,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,404.6 ,"Crosby County, TX"
48,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,415.5 ,"San Augustine County, TX"
47,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,423.3 ,"San Augustine County, TX"
10,Texas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,379.6 ,"San Augustine County, TX"
180,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,413.3 ,"Wharton County, TX"
46,Texas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,366.9 ,"Wharton County, TX"
134,Texas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,432.3 ,"Wharton County, TX"
