Average Annual Count,Primary_State_Name,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000",County_State
200,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,411.6 ,"Centre County, PA"
48,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,31.5 ,"Centre County, PA"
162,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,745.5 ,"Centre County, PA"
23,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,694.7 ,"Sullivan County, PA"
5,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.3 ,"Sullivan County, PA"
19,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,157.0 ","Sullivan County, PA"
42,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,645.3 ,"Fulton County, PA"
9,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,48.0 ,"Fulton County, PA"
35,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,171.4 ","Fulton County, PA"
48,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,592.6 ,"Potter County, PA"
13,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,67.1 ,"Potter County, PA"
37,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,988.1 ,"Potter County, PA"
87,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,590.2 ,"Elk County, PA"
19,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,44.8 ,"Elk County, PA"
70,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,052.7 ","Elk County, PA"
68,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,582.7 ,"Wyoming County, PA"
21,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.4 ,"Wyoming County, PA"
50,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,949.1 ,"Wyoming County, PA"
14,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,535.4 ,"Cameron County, PA"
4,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,62.5 ,"Cameron County, PA"
12,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,925.3 ,"Cameron County, PA"
44,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,533.8 ,"Montour County, PA"
11,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,51.0 ,"Montour County, PA"
34,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,869.7 ,"Montour County, PA"
54,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,508.5 ,"Juniata County, PA"
14,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,46.9 ,"Juniata County, PA"
43,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,886.0 ,"Juniata County, PA"
16,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,505.3 ,"Forest County, PA"
4,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,55.4 ,"Forest County, PA"
12,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,829.0 ,"Forest County, PA"
79,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,481.3 ,"Snyder County, PA"
19,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,38.2 ,"Snyder County, PA"
63,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,840.4 ,"Snyder County, PA"
17,Rhode Island,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.8 ,"Kent County, RI"
390,Rhode Island,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,579.5 ,"Kent County, RI"
106,Rhode Island,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,50.8 ,"Kent County, RI"
301,Rhode Island,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,012.2 ","Kent County, RI"
7,Rhode Island,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.5 ,"Newport County, RI"
187,Rhode Island,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,496.8 ,"Newport County, RI"
40,Rhode Island,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,41.5 ,"Newport County, RI"
154,Rhode Island,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,888.1 ,"Newport County, RI"
10,Rhode Island,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.5 ,"Washington County, RI"
284,Rhode Island,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,527.3 ,"Washington County, RI"
67,Rhode Island,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,43.2 ,"Washington County, RI"
227,Rhode Island,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,943.0 ,"Washington County, RI"
53,Rhode Island,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.7 ,"Providence County, RI"
1139,Rhode Island,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,525.0 ,"Providence County, RI"
329,Rhode Island,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,46.8 ,"Providence County, RI"
863,Rhode Island,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,903.2 ,"Providence County, RI"
98,Rhode Island,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,453.7 ,"Bristol County, RI"
21,Rhode Island,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,30.3 ,"Bristol County, RI"
79,Rhode Island,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,816.7 ,"Bristol County, RI"
5,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,30.5 ,"Marlboro County, SC"
68,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,672.9 ,"Marlboro County, SC"
25,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,83.0 ,"Marlboro County, SC"
47,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,071.7 ","Marlboro County, SC"
4,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,26.4 ,"Union County, SC"
74,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,628.5 ,"Union County, SC"
25,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,73.3 ,"Union County, SC"
53,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,018.8 ","Union County, SC"
5,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,26.2 ,"Dillon County, SC"
64,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,581.7 ,"Dillon County, SC"
27,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,80.8 ,"Dillon County, SC"
42,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,863.6 ,"Dillon County, SC"
10,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,24.7 ,"Laurens County, SC"
168,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,642.9 ,"Laurens County, SC"
62,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,78.9 ,"Laurens County, SC"
116,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,001.9 ","Laurens County, SC"
4,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,24.4 ,"Marion County, SC"
71,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,559.2 ,"Marion County, SC"
24,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,67.0 ,"Marion County, SC"
52,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,899.3 ,"Marion County, SC"
5,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,22.0 ,"Colleton County, SC"
103,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,660.1 ,"Colleton County, SC"
32,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,70.6 ,"Colleton County, SC"
75,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,081.3 ","Colleton County, SC"
4,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,21.9 ,"Clarendon County, SC"
81,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,522.2 ,"Clarendon County, SC"
27,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,68.1 ,"Clarendon County, SC"
58,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,796.4 ,"Clarendon County, SC"
10,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,21.7 ,"Orangeburg County, SC"
209,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,595.7 ,"Orangeburg County, SC"
72,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,73.0 ,"Orangeburg County, SC"
147,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,922.4 ,"Orangeburg County, SC"
21,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,21.5 ,"Aiken County, SC"
355,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,532.6 ,"Aiken County, SC"
107,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.6 ,"Aiken County, SC"
269,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,896.4 ,"Aiken County, SC"
13,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,21.1 ,"Sumter County, SC"
222,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,603.3 ,"Sumter County, SC"
77,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,69.0 ,"Sumter County, SC"
158,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,963.3 ,"Sumter County, SC"
8,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,21.0 ,"Darlington County, SC"
155,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,598.5 ,"Darlington County, SC"
51,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,65.7 ,"Darlington County, SC"
112,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,974.6 ,"Darlington County, SC"
4,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.9 ,"Williamsburg County, SC"
81,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,626.5 ,"Williamsburg County, SC"
24,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,66.3 ,"Williamsburg County, SC"
61,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,031.3 ","Williamsburg County, SC"
7,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.8 ,"Cherokee County, SC"
121,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,600.8 ,"Cherokee County, SC"
42,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,66.9 ,"Cherokee County, SC"
85,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,970.2 ,"Cherokee County, SC"
6,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.3 ,"Chesterfield County, SC"
101,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,573.3 ,"Chesterfield County, SC"
39,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,71.2 ,"Chesterfield County, SC"
68,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,877.8 ,"Chesterfield County, SC"
13,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.9 ,"Pickens County, SC"
225,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,520.7 ,"Pickens County, SC"
73,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,57.9 ,"Pickens County, SC"
166,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,852.2 ,"Pickens County, SC"
8,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.8 ,"Greenwood County, SC"
162,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,593.0 ,"Greenwood County, SC"
50,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,65.2 ,"Greenwood County, SC"
121,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,959.1 ,"Greenwood County, SC"
36,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.3 ,"Horry County, SC"
810,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,552.7 ,"Horry County, SC"
232,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,58.5 ,"Horry County, SC"
613,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,914.1 ,"Horry County, SC"
8,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.8 ,"Oconee County, SC"
182,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,519.8 ,"Oconee County, SC"
53,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,57.7 ,"Oconee County, SC"
138,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,845.4 ,"Oconee County, SC"
16,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.6 ,"Florence County, SC"
263,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,544.1 ,"Florence County, SC"
91,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.5 ,"Florence County, SC"
187,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,884.7 ,"Florence County, SC"
7,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.3 ,"Kershaw County, SC"
150,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,606.3 ,"Kershaw County, SC"
48,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.6 ,"Kershaw County, SC"
110,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,005.0 ","Kershaw County, SC"
6,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.8 ,"Georgetown County, SC"
166,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,520.0 ,"Georgetown County, SC"
42,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,54.6 ,"Georgetown County, SC"
130,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,861.4 ,"Georgetown County, SC"
21,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.4 ,"Anderson County, SC"
415,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,553.1 ,"Anderson County, SC"
130,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,57.9 ,"Anderson County, SC"
306,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,908.5 ,"Anderson County, SC"
43,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.3 ,"Richland County, SC"
622,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,560.1 ,"Richland County, SC"
216,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.3 ,"Richland County, SC"
449,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,955.1 ,"Richland County, SC"
32,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.9 ,"Spartanburg County, SC"
602,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,572.1 ,"Spartanburg County, SC"
204,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,60.5 ,"Spartanburg County, SC"
429,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,929.7 ,"Spartanburg County, SC"
23,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.9 ,"Berkeley County, SC"
331,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,539.1 ,"Berkeley County, SC"
124,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,54.3 ,"Berkeley County, SC"
231,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,899.7 ,"Berkeley County, SC"
4,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.8 ,"Newberry County, SC"
92,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,602.4 ,"Newberry County, SC"
28,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.3 ,"Newberry County, SC"
67,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,975.8 ,"Newberry County, SC"
52,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.2 ,"Greenville County, SC"
823,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,491.9 ,"Greenville County, SC"
264,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,48.8 ,"Greenville County, SC"
610,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,831.1 ,"Greenville County, SC"
29,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.5 ,"Lexington County, SC"
499,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,516.3 ,"Lexington County, SC"
165,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,50.4 ,"Lexington County, SC"
363,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,869.6 ,"Lexington County, SC"
9,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.9 ,"Lancaster County, SC"
186,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,495.5 ,"Lancaster County, SC"
54,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,52.8 ,"Lancaster County, SC"
141,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,803.2 ,"Lancaster County, SC"
26,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.5 ,"York County, SC"
421,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,527.8 ,"York County, SC"
138,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,46.7 ,"York County, SC"
309,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,914.3 ,"York County, SC"
35,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.3 ,"Charleston County, SC"
695,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,514.7 ,"Charleston County, SC"
211,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,47.4 ,"Charleston County, SC"
519,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,879.6 ,"Charleston County, SC"
14,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.4 ,"Dorchester County, SC"
244,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,532.9 ,"Dorchester County, SC"
81,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,46.7 ,"Dorchester County, SC"
177,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,919.3 ,"Dorchester County, SC"
12,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.4 ,"Beaufort County, SC"
384,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,412.9 ,"Beaufort County, SC"
81,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,40.7 ,"Beaufort County, SC"
316,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,697.8 ,"Beaufort County, SC"
51,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,680.2 ,"Hampton County, SC"
19,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,84.6 ,"Hampton County, SC"
34,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,027.5 ","Hampton County, SC"
86,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,676.0 ,"Chester County, SC"
33,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,80.5 ,"Chester County, SC"
56,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,004.6 ","Chester County, SC"
45,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,659.0 ,"Lee County, SC"
16,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,78.9 ,"Lee County, SC"
32,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,046.0 ","Lee County, SC"
54,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,658.9 ,"Barnwell County, SC"
17,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,67.0 ,"Barnwell County, SC"
40,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,082.4 ","Barnwell County, SC"
64,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,597.1 ,"Abbeville County, SC"
17,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.1 ,"Abbeville County, SC"
49,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,999.0 ,"Abbeville County, SC"
38,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,594.3 ,"Bamberg County, SC"
12,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,73.8 ,"Bamberg County, SC"
29,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,967.2 ,"Bamberg County, SC"
57,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,586.8 ,"Fairfield County, SC"
20,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,67.3 ,"Fairfield County, SC"
39,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,922.5 ,"Fairfield County, SC"
21,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,579.8 ,"Allendale County, SC"
8,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,75.5 ,"Allendale County, SC"
14,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,882.3 ,"Allendale County, SC"
39,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,576.9 ,"Calhoun County, SC"
10,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,52.2 ,"Calhoun County, SC"
30,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,973.2 ,"Calhoun County, SC"
32,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,543.0 ,"McCormick County, SC"
8,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.9 ,"McCormick County, SC"
25,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,846.4 ,"McCormick County, SC"
46,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,539.8 ,"Saluda County, SC"
13,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,48.3 ,"Saluda County, SC"
35,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,894.7 ,"Saluda County, SC"
51,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,472.7 ,"Jasper County, SC"
19,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,55.0 ,"Jasper County, SC"
34,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,725.8 ,"Jasper County, SC"
48,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,457.8 ,"Edgefield County, SC"
17,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,51.8 ,"Edgefield County, SC"
34,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,726.7 ,"Edgefield County, SC"
12,South Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.0 ,"Pennington County, SD"
206,South Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,511.9 ,"Pennington County, SD"
57,South Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,47.0 ,"Pennington County, SD"
161,South Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,903.6 ,"Pennington County, SD"
4,South Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.9 ,"Brown County, SD"
68,South Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,452.0 ,"Brown County, SD"
17,South Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,41.9 ,"Brown County, SD"
55,South Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,807.2 ,"Brown County, SD"
19,South Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.8 ,"Minnehaha County, SD"
312,South Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,584.9 ,"Minnehaha County, SD"
96,South Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,49.1 ,"Minnehaha County, SD"
235,South Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,035.9 ","Minnehaha County, SD"
4,South Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,11.7 ,"Lincoln County, SD"
58,South Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,378.0 ,"Lincoln County, SD"
18,South Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,34.0 ,"Lincoln County, SD"
44,South Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,658.5 ,"Lincoln County, SD"
9,South Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,019.8 ","Hanson County, SD"
7,South Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,905.1 ","Hanson County, SD"
4,South Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,984.8 ,"Buffalo County, SD"
13,South Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,798.3 ,"Todd County, SD"
6,South Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,78.0 ,"Todd County, SD"
9,South Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,342.0 ","Todd County, SD"
5,South Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,778.2 ,"Mellette County, SD"
4,South Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,495.4 ","Mellette County, SD"
17,South Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,757.4 ,"McCook County, SD"
4,South Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,72.9 ,"McCook County, SD"
13,South Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,222.0 ","McCook County, SD"
