,Average Annual Count,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000",County_State
3908,153,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,426.5 ,"Cherokee County, SC"
3909,227,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,555.0 ,"Laurens County, SC"
3910,197,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,424.9 ,"Laurens County, SC"
3911,103,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,554.6 ,"Marion County, SC"
3912,101,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,428.5 ,"Marion County, SC"
3913,138,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,550.2 ,"Colleton County, SC"
3914,121,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,450.5 ,"Colleton County, SC"
3915,408,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,549.5 ,"Florence County, SC"
3916,372,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,397.9 ,"Florence County, SC"
3917,630,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,538.6 ,"Anderson County, SC"
3918,554,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,419.9 ,"Anderson County, SC"
3919,251,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,533.9 ,"Georgetown County, SC"
3920,219,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,415.6 ,"Georgetown County, SC"
3921,898,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,533.7 ,"Spartanburg County, SC"
3922,816,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,428.4 ,"Spartanburg County, SC"
3923,85,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,529.8 ,"Marlboro County, SC"
3924,72,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,395.8 ,"Marlboro County, SC"
3925,1394,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,523.6 ,"Greenville County, SC"
3926,1317,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,425.4 ,"Greenville County, SC"
3927,148,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,523.0 ,"Chesterfield County, SC"
3928,127,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,405.6 ,"Chesterfield County, SC"
3929,684,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,522.1 ,"York County, SC"
3930,659,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,425.2 ,"York County, SC"
3931,88,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,520.3 ,"Dillon County, SC"
3932,81,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,397.6 ,"Dillon County, SC"
3933,290,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,520.3 ,"Oconee County, SC"
3934,243,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,413.9 ,"Oconee County, SC"
3935,354,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,520.0 ,"Pickens County, SC"
3936,336,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,453.8 ,"Pickens County, SC"
3937,302,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,518.1 ,"Lancaster County, SC"
3938,263,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,405.1 ,"Lancaster County, SC"
3939,206,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,505.4 ,"Darlington County, SC"
3940,194,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,401.8 ,"Darlington County, SC"
3941,85,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,505.4 ,"Abbeville County, SC"
3942,75,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,423.1 ,"Abbeville County, SC"
3943,49,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,501.5 ,"McCormick County, SC"
3944,37,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,433.9 ,"McCormick County, SC"
3945,205,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,500.3 ,"Greenwood County, SC"
3946,189,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,387.0 ,"Greenwood County, SC"
3947,49,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,499.5 ,"Bamberg County, SC"
3948,44,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,427.8 ,"Bamberg County, SC"
3949,1077,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,497.1 ,"Charleston County, SC"
3950,1014,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,409.3 ,"Charleston County, SC"
3951,119,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,495.3 ,"Clarendon County, SC"
3952,98,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,364.8 ,"Clarendon County, SC"
3953,377,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,489.8 ,"Dorchester County, SC"
3954,385,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,434.9 ,"Dorchester County, SC"
3955,65,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,489.4 ,"Saluda County, SC"
3956,52,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,389.9 ,"Saluda County, SC"
3957,759,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,487.0 ,"Lexington County, SC"
3958,756,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,423.3 ,"Lexington County, SC"
3959,876,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,486.2 ,"Richland County, SC"
3960,903,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,405.4 ,"Richland County, SC"
3961,50,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,486.1 ,"Calhoun County, SC"
3962,47,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,395.2 ,"Calhoun County, SC"
3963,192,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,485.9 ,"Kershaw County, SC"
3964,181,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,410.6 ,"Kershaw County, SC"
3965,508,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,484.4 ,"Berkeley County, SC"
3966,483,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,413.1 ,"Berkeley County, SC"
3967,77,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,481.9 ,"Fairfield County, SC"
3968,70,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,396.0 ,"Fairfield County, SC"
3969,82,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,476.5 ,"Jasper County, SC"
3970,64,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,351.6 ,"Jasper County, SC"
3971,113,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,476.0 ,"Newberry County, SC"
3972,110,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,409.6 ,"Newberry County, SC"
3973,1107,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,475.8 ,"Horry County, SC"
3974,987,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,398.9 ,"Horry County, SC"
3975,56,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,465.5 ,"Hampton County, SC"
3976,47,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,363.7 ,"Hampton County, SC"
3977,248,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,458.5 ,"Orangeburg County, SC"
3978,261,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,412.4 ,"Orangeburg County, SC"
3979,26,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,443.4 ,"Allendale County, SC"
3980,23,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,333.0 ,"Allendale County, SC"
3981,57,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,442.6 ,"Barnwell County, SC"
3982,57,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,382.9 ,"Barnwell County, SC"
3983,629,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,429.3 ,"Beaufort County, SC"
3984,549,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,373.1 ,"Beaufort County, SC"
3985,439,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,423.6 ,"Aiken County, SC"
3986,441,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,376.9 ,"Aiken County, SC"
3987,72,South Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,403.5 ,"Edgefield County, SC"
3988,66,South Carolina,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,363.3 ,"Edgefield County, SC"
3989,27,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,698.9 ,"Kingsbury County, SD"
3990,20,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,531.0 ,"Kingsbury County, SD"
3991,37,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,639.7 ,"Clay County, SD"
3992,28,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,440.2 ,"Clay County, SD"
3993,10,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,631.5 ,"Sanborn County, SD"
3994,5,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,375.5 ,"Sanborn County, SD"
3995,5,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,625.4 ,"Jones County, SD"
3996,3,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,491.6 ,"Jones County, SD"
3997,36,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,619.9 ,"Charles Mix County, SD"
3998,22,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,365.9 ,"Charles Mix County, SD"
3999,16,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,611.4 ,"Clark County, SD"
4000,12,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,462.1 ,"Clark County, SD"
4001,4,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,607.6 ,"Buffalo County, SD"
4002,3,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,414.9 ,"Buffalo County, SD"
4003,56,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,607.3 ,"Union County, SD"
4004,43,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,460.6 ,"Union County, SD"
4005,30,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,600.8 ,"Grant County, SD"
4006,19,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,341.5 ,"Grant County, SD"
4007,523,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,597.5 ,"Minnehaha County, SD"
4008,463,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,471.7 ,"Minnehaha County, SD"
4009,9,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,593.1 ,"Jerauld County, SD"
4010,6,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,290.8 ,"Jerauld County, SD"
4011,11,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,591.6 ,"Potter County, SD"
4012,7,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,352.2 ,"Potter County, SD"
4013,26,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,579.5 ,"Spink County, SD"
4014,22,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,492.9 ,"Spink County, SD"
4015,19,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,577.9 ,"Brule County, SD"
4016,18,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,511.9 ,"Brule County, SD"
4017,65,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,577.5 ,"Beadle County, SD"
4018,45,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,407.7 ,"Beadle County, SD"
4019,20,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,570.4 ,"McCook County, SD"
4020,20,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,538.2 ,"McCook County, SD"
4021,10,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,570.4 ,"Hanson County, SD"
4022,9,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,538.2 ,"Hanson County, SD"
4023,11,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,568.4 ,"Aurora County, SD"
4024,10,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,550.8 ,"Aurora County, SD"
4025,24,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,551.9 ,"Day County, SD"
4026,19,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,412.0 ,"Day County, SD"
4027,32,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,542.5 ,"Turner County, SD"
4028,26,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,435.9 ,"Turner County, SD"
4029,16,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,535.1 ,"Edmunds County, SD"
4030,14,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,529.5 ,"Edmunds County, SD"
4031,63,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,532.1 ,"Davison County, SD"
4032,60,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,457.2 ,"Davison County, SD"
4033,119,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,531.3 ,"Brown County, SD"
4034,105,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,445.1 ,"Brown County, SD"
4035,32,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,530.4 ,"Fall River County, SD"
4036,27,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,455.2 ,"Fall River County, SD"
4037,12,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,530.2 ,"Douglas County, SD"
4038,10,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,589.2 ,"Douglas County, SD"
4039,18,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,524.5 ,"Hamlin County, SD"
4040,15,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,420.9 ,"Hamlin County, SD"
4041,26,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,517.3 ,"Bon Homme County, SD"
4042,18,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,412.0 ,"Bon Homme County, SD"
4043,77,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,513.0 ,"Brookings County, SD"
4044,71,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,464.2 ,"Brookings County, SD"
4045,54,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,510.5 ,"Hughes County, SD"
4046,52,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,467.7 ,"Hughes County, SD"
4047,86,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,510.2 ,"Codington County, SD"
4048,81,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,435.2 ,"Codington County, SD"
4049,9,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,509.6 ,"Faulk County, SD"
4050,8,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,475.8 ,"Faulk County, SD"
4051,9,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,508.4 ,"Jackson County, SD"
4052,6,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,348.7 ,"Jackson County, SD"
4053,16,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,508.4 ,"Deuel County, SD"
4054,13,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,406.7 ,"Deuel County, SD"
4055,28,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,506.0 ,"Hutchinson County, SD"
4056,23,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,457.1 ,"Hutchinson County, SD"
4057,9,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,505.6 ,"McPherson County, SD"
4058,11,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,545.4 ,"McPherson County, SD"
4059,13,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,503.0 ,"Hand County, SD"
4060,11,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,470.2 ,"Hand County, SD"
4061,8,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,501.1 ,"Miner County, SD"
4062,9,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,567.7 ,"Miner County, SD"
4063,11,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,483.0 ,"Lyman County, SD"
4064,9,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,379.9 ,"Lyman County, SD"
4065,41,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,483.0 ,"Lake County, SD"
4066,35,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,415.4 ,"Lake County, SD"
4067,119,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,470.6 ,"Lincoln County, SD"
4068,118,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,416.3 ,"Lincoln County, SD"
4069,16,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,468.6 ,"Gregory County, SD"
4070,12,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,430.5 ,"Gregory County, SD"
4071,19,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,465.9 ,"Tripp County, SD"
4072,19,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,443.5 ,"Tripp County, SD"
4073,19,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,462.9 ,"Moody County, SD"
4074,15,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,327.1 ,"Moody County, SD"
4075,10,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,460.0 ,"Stanley County, SD"
4076,8,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,431.8 ,"Stanley County, SD"
4077,67,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,457.9 ,"Yankton County, SD"
4078,52,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,344.4 ,"Yankton County, SD"
4079,7,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,456.3 ,"Haakon County, SD"
4080,8,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,494.6 ,"Haakon County, SD"
4081,13,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,455.9 ,"Todd County, SD"
4082,15,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,458.0 ,"Todd County, SD"
4083,31,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,449.1 ,"Butte County, SD"
4084,30,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,434.5 ,"Butte County, SD"
4085,11,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,445.0 ,"Dewey County, SD"
4086,11,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,438.9 ,"Dewey County, SD"
4087,284,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,441.6 ,"Pennington County, SD"
4088,292,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,424.0 ,"Pennington County, SD"
4089,5,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,437.1 ,"Hyde County, SD"
4090,6,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,600.2 ,"Hyde County, SD"
4091,17,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,407.4 ,"Walworth County, SD"
4092,15,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,372.8 ,"Walworth County, SD"
4093,5,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,406.6 ,"Mellette County, SD"
4094,5,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,512.0 ,"Mellette County, SD"
4095,26,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,398.0 ,"Roberts County, SD"
4096,25,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,395.3 ,"Roberts County, SD"
4097,32,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,394.8 ,"Custer County, SD"
4098,25,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,350.8 ,"Custer County, SD"
4099,67,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,391.3 ,"Lawrence County, SD"
4100,73,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,423.3 ,"Lawrence County, SD"
4101,4,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,378.7 ,"Campbell County, SD"
4102,4,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,330.6 ,"Campbell County, SD"
4103,57,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,374.7 ,"Meade County, SD"
4104,64,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,434.0 ,"Meade County, SD"
4105,6,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,369.4 ,"Bennett County, SD"
4106,7,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,420.7 ,"Bennett County, SD"
4107,13,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,363.0 ,"Marshall County, SD"
4108,11,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,332.8 ,"Marshall County, SD"
4109,7,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,342.3 ,"Corson County, SD"
4110,5,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,256.2 ,"Corson County, SD"
4111,6,South Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,282.2 ,"Perkins County, SD"
4112,8,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,366.2 ,"Perkins County, SD"
4113,3,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,366.0 ,"Sully County, SD"
4114,225,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,681.1 ,"Polk County, TX"
4115,170,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,536.6 ,"Polk County, TX"
4116,15,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,651.9 ,"Sutton County, TX"
4117,7,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,308.2 ,"Sutton County, TX"
4118,23,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,638.2 ,"Delta County, TX"
4119,19,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,502.4 ,"Delta County, TX"
4120,6,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,583.1 ,"Foard County, TX"
4121,4,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,476.8 ,"Foard County, TX"
4122,46,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,564.5 ,"Camp County, TX"
4123,30,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,357.3 ,"Camp County, TX"
4124,65,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,563.6 ,"Trinity County, TX"
4125,51,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,424.4 ,"Trinity County, TX"
4126,129,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,558.4 ,"Jasper County, TX"
4127,106,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,449.3 ,"Jasper County, TX"
4128,318,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,557.9 ,"Henderson County, TX"
4129,264,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,436.3 ,"Henderson County, TX"
4130,75,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,552.8 ,"Lampasas County, TX"
4131,69,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,482.0 ,"Lampasas County, TX"
4132,150,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,549.7 ,"Coryell County, TX"
4133,150,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,431.0 ,"Coryell County, TX"
4134,307,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,548.7 ,"Potter County, TX"
4135,248,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,405.1 ,"Potter County, TX"
4136,221,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,548.3 ,"Walker County, TX"
4137,128,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,402.9 ,"Walker County, TX"
4138,742,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,547.5 ,"Bell County, TX"
4139,711,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,445.6 ,"Bell County, TX"
4140,344,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,544.4 ,"Gregg County, TX"
4141,355,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,476.1 ,"Gregg County, TX"
4142,13,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,544.3 ,"Knox County, TX"
4143,11,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,415.7 ,"Knox County, TX"
4144,416,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,539.9 ,"Grayson County, TX"
4145,355,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,412.9 ,"Grayson County, TX"
4146,32,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,537.0 ,"McCulloch County, TX"
4147,25,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,423.2 ,"McCulloch County, TX"
4148,135,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,536.6 ,"Upshur County, TX"
4149,114,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,413.3 ,"Upshur County, TX"
4150,46,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,534.6 ,"Morris County, TX"
4151,36,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,389.7 ,"Morris County, TX"
4152,281,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,532.9 ,"Hunt County, TX"
