,Average Annual Count,Recent Trend,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000",Recent 5-Year Trend in Incidence Rates,County_State
7071,167,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,396.5 ",-0.4 ,"Ottawa County, OK"
7072,83,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,271.8 ,1.3 ,"Ottawa County, OK"
7073,107,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,911.1 ",-0.9 ,"Ottawa County, OK"
7074,12,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,129.8 ,1.9 ,"Pawnee County, OK"
7075,91,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,363.2 ",-0.2 ,"Pawnee County, OK"
7076,44,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,251.7 ,1.5 ,"Pawnee County, OK"
7077,59,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,970.1 ",-0.9 ,"Pawnee County, OK"
7078,27,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,124.6 ,1.1 ,"Delaware County, OK"
7079,247,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,185.4 ",-0.9 ,"Delaware County, OK"
7080,103,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,230.5 ,0.8 ,"Delaware County, OK"
7081,172,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,698.1 ",-1.6 ,"Delaware County, OK"
7082,4,*,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,122.1 ,*,"Jefferson County, OK"
7083,36,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,319.5 ",-1.2 ,"Jefferson County, OK"
7084,15,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,241.6 ,-3.0 ,"Jefferson County, OK"
7085,24,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,900.9 ",-0.3 ,"Jefferson County, OK"
7086,23,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,121.8 ,0.8 ,"McCurtain County, OK"
7087,165,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,312.7 ",-0.7 ,"McCurtain County, OK"
7088,84,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,253.1 ,1.1 ,"McCurtain County, OK"
7089,104,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,805.2 ",-1.7 ,"McCurtain County, OK"
7090,6,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,121.2 ,0.3 ,"Latimer County, OK"
7091,65,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,446.2 ",1.1 ,"Latimer County, OK"
7092,28,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,273.0 ,2.2 ,"Latimer County, OK"
7093,43,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,955.8 ",0.2 ,"Latimer County, OK"
7094,28,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,120.2 ,2.1 ,"Kay County, OK"
7095,251,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,424.8 ",0.4 ,"Kay County, OK"
7096,109,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,250.1 ,0.6 ,"Kay County, OK"
7097,171,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,069.1 ",-1.9 ,"Kay County, OK"
7098,7,rising,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,118.7 ,4.6 ,"Washita County, OK"
7099,54,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,249.2 ",-2.2 ,"Washita County, OK"
7100,26,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,227.9 ,0.0 ,"Washita County, OK"
7101,36,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,823.0 ",-2.2 ,"Washita County, OK"
7102,8,rising,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,118.6 ,5.1 ,"Noble County, OK"
7103,58,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,267.8 ",-1.1 ,"Noble County, OK"
7104,27,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,231.9 ,1.1 ,"Noble County, OK"
7105,39,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,835.8 ",-1.3 ,"Noble County, OK"
7106,28,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,114.8 ,0.3 ,"Sequoyah County, OK"
7107,234,rising,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,469.0 ",7.9 ,"Sequoyah County, OK"
7108,108,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,252.2 ,0.4 ,"Sequoyah County, OK"
7109,154,rising,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,113.9 ",8.5 ,"Sequoyah County, OK"
7110,26,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,114.3 ,0.2 ,"Mayes County, OK"
7111,228,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,432.0 ",-0.9 ,"Mayes County, OK"
7112,103,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,242.3 ,-0.1 ,"Mayes County, OK"
7113,152,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,103.1 ",-1.2 ,"Mayes County, OK"
7114,30,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,114.1 ,1.6 ,"Cherokee County, OK"
7115,226,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,357.8 ",-0.9 ,"Cherokee County, OK"
7116,107,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,238.0 ,0.6 ,"Cherokee County, OK"
7117,148,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,968.2 ",-1.2 ,"Cherokee County, OK"
7118,442,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,112.3 ,-2.0 ,"Tulsa County, OK"
7119,2843,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,421.4 ",-1.3 ,"Tulsa County, OK"
7120,1479,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,237.0 ,-0.4 ,"Tulsa County, OK"
7121,1807,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,102.2 ",-0.4 ,"Tulsa County, OK"
7122,26,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,112.2 ,0.4 ,"McClain County, OK"
7123,191,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,446.0 ",-1.2 ,"McClain County, OK"
7124,95,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,236.9 ,-0.2 ,"McClain County, OK"
7125,123,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,154.0 ",-1.5 ,"McClain County, OK"
7126,28,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,112.0 ,1.5 ,"Pittsburg County, OK"
7127,235,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,298.7 ",-1.0 ,"Pittsburg County, OK"
7128,108,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,239.0 ,0.7 ,"Pittsburg County, OK"
7129,155,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,821.0 ",-1.6 ,"Pittsburg County, OK"
7130,7,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,112.0 ,1.6 ,"Nowata County, OK"
7131,61,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,418.2 ",-0.2 ,"Nowata County, OK"
7132,27,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,239.9 ,0.6 ,"Nowata County, OK"
7133,41,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,071.5 ",-0.4 ,"Nowata County, OK"
7134,7,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,111.8 ,1.2 ,"Johnston County, OK"
7135,56,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,274.7 ",-1.2 ,"Johnston County, OK"
7136,23,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,210.6 ,13.1 ,"Johnston County, OK"
7137,40,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,959.8 ",-1.4 ,"Johnston County, OK"
7138,24,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,111.4 ,0.5 ,"Okmulgee County, OK"
7139,236,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,577.5 ",0.2 ,"Okmulgee County, OK"
7140,98,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,248.3 ,0.3 ,"Okmulgee County, OK"
7141,162,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,358.3 ",0.3 ,"Okmulgee County, OK"
7142,14,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,111.0 ,0.0 ,"Adair County, OK"
7143,99,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,301.6 ",-0.4 ,"Adair County, OK"
7144,52,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,237.7 ,0.3 ,"Adair County, OK"
7145,62,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,826.2 ",-0.9 ,"Adair County, OK"
7146,5,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,110.6 ,2.7 ,"Tillman County, OK"
7147,43,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,392.0 ",-0.6 ,"Tillman County, OK"
7148,19,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,238.2 ,0.6 ,"Tillman County, OK"
7149,29,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,018.8 ",-0.4 ,"Tillman County, OK"
7150,26,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,108.5 ,1.1 ,"Stephens County, OK"
7151,252,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,400.6 ",-0.8 ,"Stephens County, OK"
7152,118,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,250.6 ,0.8 ,"Stephens County, OK"
7153,160,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,947.9 ",-1.5 ,"Stephens County, OK"
7154,31,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,108.2 ,0.1 ,"Washington County, OK"
7155,280,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,327.1 ",-1.0 ,"Washington County, OK"
7156,127,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,236.3 ,-0.2 ,"Washington County, OK"
7157,185,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,882.9 ",-1.2 ,"Washington County, OK"
7158,4,*,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,107.9 ,*,"Greer County, OK"
7159,31,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,430.1 ",-0.5 ,"Greer County, OK"
7160,15,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,258.9 ,0.0 ,"Greer County, OK"
7161,20,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,943.3 ",-1.0 ,"Greer County, OK"
7162,29,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,107.9 ,0.9 ,"Logan County, OK"
7163,228,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,436.0 ",-0.8 ,"Logan County, OK"
7164,118,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,241.6 ,0.0 ,"Logan County, OK"
7165,139,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,079.8 ",-1.0 ,"Logan County, OK"
7166,30,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,106.9 ,-4.7 ,"Carter County, OK"
7167,239,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,361.3 ",-0.4 ,"Carter County, OK"
7168,116,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,231.8 ,-4.6 ,"Carter County, OK"
7169,153,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,974.7 ",-0.6 ,"Carter County, OK"
7170,79,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,106.7 ,1.1 ,"Comanche County, OK"
7171,468,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,371.7 ",-0.1 ,"Comanche County, OK"
7172,254,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,225.3 ,0.3 ,"Comanche County, OK"
7173,293,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,041.9 ",-0.1 ,"Comanche County, OK"
7174,21,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,106.2 ,1.0 ,"Lincoln County, OK"
7175,178,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,289.2 ",0.4 ,"Lincoln County, OK"
7176,85,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,226.3 ,0.4 ,"Lincoln County, OK"
7177,113,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,851.1 ",-0.5 ,"Lincoln County, OK"
7178,44,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,105.9 ,0.8 ,"Creek County, OK"
7179,392,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,443.6 ",-0.8 ,"Creek County, OK"
7180,183,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,239.1 ,0.2 ,"Creek County, OK"
7181,253,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,103.5 ",-1.1 ,"Creek County, OK"
7182,44,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,103.8 ,-0.4 ,"Pottawatomie County, OK"
7183,341,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,345.7 ",-0.8 ,"Pottawatomie County, OK"
7184,163,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,225.3 ,-0.6 ,"Pottawatomie County, OK"
7185,223,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,975.5 ",-0.8 ,"Pottawatomie County, OK"
7186,8,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,103.6 ,1.8 ,"Okfuskee County, OK"
7187,63,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,389.5 ",-1.4 ,"Okfuskee County, OK"
7188,30,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,236.4 ,-0.1 ,"Okfuskee County, OK"
7189,41,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,986.0 ",-1.5 ,"Okfuskee County, OK"
7190,14,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,103.2 ,1.9 ,"Texas County, OK"
7191,68,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,235.5 ",0.2 ,"Texas County, OK"
7192,39,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,199.5 ,0.7 ,"Texas County, OK"
7193,43,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,901.6 ",0.1 ,"Texas County, OK"
7194,29,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,102.8 ,1.0 ,"Le Flore County, OK"
7195,261,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,393.5 ",7.1 ,"Le Flore County, OK"
7196,118,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,230.4 ,0.4 ,"Le Flore County, OK"
7197,173,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,035.3 ",-0.1 ,"Le Flore County, OK"
7198,34,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,102.7 ,0.6 ,"Grady County, OK"
7199,259,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,324.8 ",-0.6 ,"Grady County, OK"
7200,129,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,220.4 ,-0.2 ,"Grady County, OK"
7201,164,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,954.1 ",-0.6 ,"Grady County, OK"
7202,5,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,102.3 ,2.0 ,"Blaine County, OK"
7203,55,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,418.3 ",-0.5 ,"Blaine County, OK"
7204,25,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,247.4 ,0.9 ,"Blaine County, OK"
7205,35,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,965.6 ",-0.7 ,"Blaine County, OK"
7206,27,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,102.3 ,1.5 ,"Bryan County, OK"
7207,211,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,256.3 ",-1.6 ,"Bryan County, OK"
7208,97,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,226.4 ,-0.1 ,"Bryan County, OK"
7209,141,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,759.9 ",-1.9 ,"Bryan County, OK"
7210,56,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,102.1 ,1.3 ,"Rogers County, OK"
7211,446,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,384.3 ",-0.1 ,"Rogers County, OK"
7212,216,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,225.6 ,0.8 ,"Rogers County, OK"
7213,287,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,047.4 ",-0.4 ,"Rogers County, OK"
7214,6,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,101.1 ,1.1 ,"Love County, OK"
7215,61,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,590.6 ",1.2 ,"Love County, OK"
7216,24,rising,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,245.1 ,2.5 ,"Love County, OK"
7217,42,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,351.9 ",0.1 ,"Love County, OK"
7218,477,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,101.0 ,-0.3 ,"Oklahoma County, OK"
7219,3172,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,346.2 ",-1.2 ,"Oklahoma County, OK"
7220,1676,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,222.5 ,-0.7 ,"Oklahoma County, OK"
7221,1977,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,975.6 ",-1.3 ,"Oklahoma County, OK"
7222,88,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,99.7 ,-0.9 ,"Canadian County, OK"
7223,533,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,333.4 ",-1.6 ,"Canadian County, OK"
7224,290,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,218.0 ,-1.1 ,"Canadian County, OK"
7225,330,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,968.7 ",-1.8 ,"Canadian County, OK"
7226,8,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,99.4 ,-0.9 ,"Hughes County, OK"
7227,73,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,391.3 ",-10.7 ,"Hughes County, OK"
7228,34,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,244.3 ,-0.9 ,"Hughes County, OK"
7229,47,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,925.8 ",-14.4 ,"Hughes County, OK"
7230,4,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,99.3 ,0.1 ,"Major County, OK"
7231,40,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,230.4 ",-0.9 ,"Major County, OK"
7232,18,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,221.5 ,-0.5 ,"Major County, OK"
7233,26,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,738.2 ",-1.1 ,"Major County, OK"
7234,39,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,98.9 ,-0.1 ,"Muskogee County, OK"
7235,364,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,457.0 ",-0.5 ,"Muskogee County, OK"
7236,172,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,243.0 ,0.5 ,"Muskogee County, OK"
7237,231,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,066.5 ",-1.2 ,"Muskogee County, OK"
7238,14,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,98.7 ,0.4 ,"Seminole County, OK"
7239,123,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,304.8 ",-1.6 ,"Seminole County, OK"
7240,58,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,227.7 ,-0.5 ,"Seminole County, OK"
7241,79,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,834.0 ",-2.0 ,"Seminole County, OK"
7242,164,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,98.3 ,-0.6 ,"Cleveland County, OK"
7243,1069,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,338.8 ",-1.4 ,"Cleveland County, OK"
7244,568,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,219.6 ,-1.0 ,"Cleveland County, OK"
7245,665,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,962.7 ",-1.5 ,"Cleveland County, OK"
7246,10,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,97.5 ,-1.6 ,"McIntosh County, OK"
7247,123,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,239.7 ",-1.5 ,"McIntosh County, OK"
7248,51,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,228.0 ,-0.2 ,"McIntosh County, OK"
7249,82,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,682.3 ",-2.7 ,"McIntosh County, OK"
7250,33,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,96.8 ,-1.0 ,"Garfield County, OK"
7251,274,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,277.0 ",-1.3 ,"Garfield County, OK"
7252,134,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,222.0 ,-0.5 ,"Garfield County, OK"
7253,173,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,806.4 ",-3.0 ,"Garfield County, OK"
7254,5,*,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,96.2 ,*,"Woods County, OK"
7255,46,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,462.4 ",0.5 ,"Woods County, OK"
7256,22,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,258.1 ,1.3 ,"Woods County, OK"
7257,29,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,953.8 ",-0.1 ,"Woods County, OK"
7258,7,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,96.0 ,-1.6 ,"Haskell County, OK"
7259,68,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,287.9 ",0.3 ,"Haskell County, OK"
7260,30,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,227.8 ,0.9 ,"Haskell County, OK"
7261,45,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,795.6 ",-0.6 ,"Haskell County, OK"
7262,37,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,96.0 ,0.4 ,"Payne County, OK"
7263,260,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,221.9 ",-1.6 ,"Payne County, OK"
7264,137,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,222.9 ,0.1 ,"Payne County, OK"
7265,160,falling,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,675.5 ",-2.4 ,"Payne County, OK"
7266,8,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,95.6 ,-1.0 ,"Craig County, OK"
7267,86,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,427.7 ",-0.6 ,"Craig County, OK"
7268,38,stable,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,239.9 ,-0.2 ,"Craig County, OK"
