,Average Annual Count,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000",County_State
5661,14,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,892.1 ,"Major County, OK"
5662,27,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,600.6 ,"Johnston County, OK"
5663,7,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.1 ,"Johnston County, OK"
5664,21,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,020.8 ","Johnston County, OK"
5665,36,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,599.4 ,"Craig County, OK"
5666,12,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,73.4 ,"Craig County, OK"
5667,27,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,955.7 ,"Craig County, OK"
5668,44,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,593.5 ,"Marshall County, OK"
5669,15,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,78.3 ,"Marshall County, OK"
5670,31,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,874.3 ,"Marshall County, OK"
5671,12,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,582.9 ,"Dewey County, OK"
5672,9,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,966.6 ,"Dewey County, OK"
5673,10,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,579.5 ,"Ellis County, OK"
5674,4,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,85.6 ,"Ellis County, OK"
5675,6,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,774.2 ,"Ellis County, OK"
5676,9,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,577.1 ,"Roger Mills County, OK"
5677,7,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,005.9 ","Roger Mills County, OK"
5678,27,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,577.1 ,"Noble County, OK"
5679,9,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,64.1 ,"Noble County, OK"
5680,20,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,933.0 ,"Noble County, OK"
5681,11,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,553.6 ,"Grant County, OK"
5682,4,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,94.7 ,"Grant County, OK"
5683,8,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,826.2 ,"Grant County, OK"
5684,18,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,535.3 ,"Woods County, OK"
5685,5,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,54.3 ,"Woods County, OK"
5686,14,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,886.5 ,"Woods County, OK"
5687,29,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,525.6 ,"Kingfisher County, OK"
5688,8,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,47.9 ,"Kingfisher County, OK"
5689,21,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,880.6 ,"Kingfisher County, OK"
5690,23,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,525.0 ,"Washita County, OK"
5691,8,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,62.9 ,"Washita County, OK"
5692,17,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,848.3 ,"Washita County, OK"
5693,13,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,507.0 ,"Alfalfa County, OK"
5694,10,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,878.2 ,"Alfalfa County, OK"
5695,5,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,504.3 ,"Cimarron County, OK"
5696,5,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,891.4 ,"Cimarron County, OK"
5697,32,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,454.2 ,"Woodward County, OK"
5698,8,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,39.1 ,"Woodward County, OK"
5699,26,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,820.7 ,"Woodward County, OK"
5700,7,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,443.6 ,"Harper County, OK"
5701,6,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,769.2 ,"Harper County, OK"
5702,8,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,385.5 ,"Beaver County, OK"
5703,6,Oklahoma,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,616.1 ,"Beaver County, OK"
5704,7,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,27.7 ,"McKean County, PA"
5705,100,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,577.8 ,"McKean County, PA"
5706,33,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,69.6 ,"McKean County, PA"
5707,74,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,940.7 ,"McKean County, PA"
5708,8,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,22.0 ,"Bradford County, PA"
5709,139,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,512.0 ,"Bradford County, PA"
5710,38,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.9 ,"Bradford County, PA"
5711,108,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,872.6 ,"Bradford County, PA"
5712,5,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.7 ,"Jefferson County, PA"
5713,113,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,579.6 ,"Jefferson County, PA"
5714,32,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.1 ,"Jefferson County, PA"
5715,86,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,963.3 ,"Jefferson County, PA"
5716,17,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.1 ,"Schuylkill County, PA"
5717,403,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,654.8 ,"Schuylkill County, PA"
5718,105,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.5 ,"Schuylkill County, PA"
5719,315,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,121.8 ","Schuylkill County, PA"
5720,10,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.0 ,"Lawrence County, PA"
5721,236,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,579.3 ,"Lawrence County, PA"
5722,60,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,57.7 ,"Lawrence County, PA"
5723,186,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,982.3 ,"Lawrence County, PA"
5724,13,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.9 ,"Mercer County, PA"
5725,289,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,561.1 ,"Mercer County, PA"
5726,81,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,60.3 ,"Mercer County, PA"
5727,221,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,923.9 ,"Mercer County, PA"
5728,15,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.5 ,"Fayette County, PA"
5729,358,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,608.9 ,"Fayette County, PA"
5730,109,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,66.1 ,"Fayette County, PA"
5731,264,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,986.2 ,"Fayette County, PA"
5732,4,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.9 ,"Greene County, PA"
5733,92,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,626.0 ,"Greene County, PA"
5734,30,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,66.4 ,"Greene County, PA"
5735,66,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,017.9 ","Greene County, PA"
5736,4,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.6 ,"Clarion County, PA"
5737,85,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,529.0 ,"Clarion County, PA"
5738,20,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,47.2 ,"Clarion County, PA"
5739,68,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,937.3 ,"Clarion County, PA"
5740,5,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.2 ,"Perry County, PA"
5741,102,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,581.5 ,"Perry County, PA"
5742,33,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,58.8 ,"Perry County, PA"
5743,74,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,969.5 ,"Perry County, PA"
5744,13,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.1 ,"Cambria County, PA"
5745,366,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,577.8 ,"Cambria County, PA"
5746,91,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.0 ,"Cambria County, PA"
5747,288,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,980.4 ,"Cambria County, PA"
5748,7,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.0 ,"Armstrong County, PA"
5749,163,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,526.6 ,"Armstrong County, PA"
5750,45,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.5 ,"Armstrong County, PA"
5751,125,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,884.5 ,"Armstrong County, PA"
5752,8,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.7 ,"Somerset County, PA"
5753,179,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,506.2 ,"Somerset County, PA"
5754,40,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,44.3 ,"Somerset County, PA"
5755,147,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,901.9 ,"Somerset County, PA"
5756,16,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.4 ,"Franklin County, PA"
5757,342,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,536.0 ,"Franklin County, PA"
5758,92,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.2 ,"Franklin County, PA"
5759,266,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,904.4 ,"Franklin County, PA"
5760,162,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.3 ,"Philadelphia County, PA"
5761,2859,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,600.8 ,"Philadelphia County, PA"
5762,932,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.0 ,"Philadelphia County, PA"
5763,2089,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,004.6 ","Philadelphia County, PA"
5764,8,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.3 ,"Crawford County, PA"
5765,208,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,573.0 ,"Crawford County, PA"
5766,58,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,55.1 ,"Crawford County, PA"
5767,158,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,971.1 ,"Crawford County, PA"
5768,21,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.2 ,"Lackawanna County, PA"
5769,524,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,586.3 ,"Lackawanna County, PA"
5770,141,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,58.0 ,"Lackawanna County, PA"
5771,404,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,979.3 ,"Lackawanna County, PA"
5772,4,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.1 ,"Warren County, PA"
5773,113,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,596.8 ,"Warren County, PA"
5774,29,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,57.4 ,"Warren County, PA"
5775,88,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,006.4 ","Warren County, PA"
5776,9,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.1 ,"Northumberland County, PA"
5777,240,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,577.5 ,"Northumberland County, PA"
5778,61,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,54.5 ,"Northumberland County, PA"
5779,189,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,984.0 ,"Northumberland County, PA"
5780,6,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.1 ,"Pike County, PA"
5781,126,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,486.9 ,"Pike County, PA"
5782,35,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,47.4 ,"Pike County, PA"
5783,97,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,834.7 ,"Pike County, PA"
5784,33,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.0 ,"Luzerne County, PA"
5785,758,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,556.8 ,"Luzerne County, PA"
5786,204,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,54.6 ,"Luzerne County, PA"
5787,587,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,937.2 ,"Luzerne County, PA"
5788,30,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.6 ,"Northampton County, PA"
5789,653,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,526.4 ,"Northampton County, PA"
5790,168,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,48.3 ,"Northampton County, PA"
5791,515,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,912.5 ,"Northampton County, PA"
5792,26,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.5 ,"Erie County, PA"
5793,598,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,570.2 ,"Erie County, PA"
5794,178,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,55.7 ,"Erie County, PA"
5795,446,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,956.0 ,"Erie County, PA"
5796,11,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.3 ,"Lycoming County, PA"
5797,269,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,572.3 ,"Lycoming County, PA"
5798,72,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.4 ,"Lycoming County, PA"
5799,207,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,976.0 ,"Lycoming County, PA"
5800,55,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.3 ,"Delaware County, PA"
5801,1117,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,543.4 ,"Delaware County, PA"
5802,304,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,47.8 ,"Delaware County, PA"
5803,868,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,950.9 ,"Delaware County, PA"
5804,4,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.2 ,"Huntingdon County, PA"
5805,100,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,516.3 ,"Huntingdon County, PA"
5806,26,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,48.6 ,"Huntingdon County, PA"
5807,79,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,885.8 ,"Huntingdon County, PA"
5808,5,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.1 ,"Union County, PA"
5809,75,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,429.8 ,"Union County, PA"
5810,21,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,45.0 ,"Union County, PA"
5811,59,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,720.4 ,"Union County, PA"
5812,19,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.9 ,"Washington County, PA"
5813,532,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,588.3 ,"Washington County, PA"
5814,139,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.6 ,"Washington County, PA"
5815,412,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,007.5 ","Washington County, PA"
5816,4,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.8 ,"Tioga County, PA"
5817,102,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,544.8 ,"Tioga County, PA"
5818,23,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,47.4 ,"Tioga County, PA"
5819,82,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,954.2 ,"Tioga County, PA"
5820,3,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.8 ,"Clinton County, PA"
5821,84,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,540.8 ,"Clinton County, PA"
5822,22,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,50.6 ,"Clinton County, PA"
5823,66,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,922.9 ,"Clinton County, PA"
5824,11,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.8 ,"Blair County, PA"
5825,295,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,545.5 ,"Blair County, PA"
5826,82,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.1 ,"Blair County, PA"
5827,224,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,895.5 ,"Blair County, PA"
5828,16,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.6 ,"Monroe County, PA"
5829,348,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,560.0 ,"Monroe County, PA"
5830,109,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,50.5 ,"Monroe County, PA"
5831,255,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,964.5 ,"Monroe County, PA"
5832,4,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.4 ,"Mifflin County, PA"
5833,128,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,611.6 ,"Mifflin County, PA"
5834,32,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,57.9 ,"Mifflin County, PA"
5835,101,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,025.5 ","Mifflin County, PA"
5836,31,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.2 ,"Westmoreland County, PA"
5837,931,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,549.1 ,"Westmoreland County, PA"
5838,236,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,51.1 ,"Westmoreland County, PA"
5839,726,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,934.2 ,"Westmoreland County, PA"
5840,14,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.1 ,"Beaver County, PA"
5841,408,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,534.5 ,"Beaver County, PA"
5842,102,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,48.6 ,"Beaver County, PA"
5843,320,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,919.2 ,"Beaver County, PA"
5844,37,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.1 ,"Berks County, PA"
5845,823,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,528.4 ,"Berks County, PA"
5846,214,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,45.7 ,"Berks County, PA"
5847,646,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,925.6 ,"Berks County, PA"
5848,12,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.9 ,"Lebanon County, PA"
5849,312,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,538.7 ,"Lebanon County, PA"
5850,75,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,48.1 ,"Lebanon County, PA"
5851,249,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,930.7 ,"Lebanon County, PA"
5852,24,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.9 ,"Dauphin County, PA"
5853,524,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,523.0 ,"Dauphin County, PA"
5854,156,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,49.3 ,"Dauphin County, PA"
5855,393,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,888.1 ,"Dauphin County, PA"
5856,104,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.9 ,"Allegheny County, PA"
5857,2752,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,548.4 ,"Allegheny County, PA"
5858,703,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,48.6 ,"Allegheny County, PA"
5859,2152,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,948.3 ,"Allegheny County, PA"
5860,45,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.7 ,"Lancaster County, PA"
5861,1025,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,487.9 ,"Lancaster County, PA"
5862,268,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,45.8 ,"Lancaster County, PA"
5863,802,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,834.1 ,"Lancaster County, PA"
5864,8,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.3 ,"Adams County, PA"
5865,218,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,502.0 ,"Adams County, PA"
5866,58,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,46.8 ,"Adams County, PA"
5867,168,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,856.2 ,"Adams County, PA"
5868,39,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.3 ,"York County, PA"
5869,912,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,546.5 ,"York County, PA"
5870,262,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,49.4 ,"York County, PA"
5871,689,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,935.2 ,"York County, PA"
5872,6,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.1 ,"Carbon County, PA"
5873,160,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,563.5 ,"Carbon County, PA"
5874,42,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,50.0 ,"Carbon County, PA"
5875,123,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,967.0 ,"Carbon County, PA"
5876,4,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.0 ,"Bedford County, PA"
5877,116,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,502.3 ,"Bedford County, PA"
5878,30,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,49.2 ,"Bedford County, PA"
5879,90,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,838.8 ,"Bedford County, PA"
5880,31,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.9 ,"Lehigh County, PA"
5881,681,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,510.8 ,"Lehigh County, PA"
5882,185,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,45.6 ,"Lehigh County, PA"
5883,527,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,881.1 ,"Lehigh County, PA"
5884,16,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.9 ,"Butler County, PA"
5885,409,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,538.8 ,"Butler County, PA"
5886,110,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,46.4 ,"Butler County, PA"
5887,314,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,937.3 ,"Butler County, PA"
5888,3,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.5 ,"Susquehanna County, PA"
5889,113,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,567.4 ,"Susquehanna County, PA"
5890,28,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,50.2 ,"Susquehanna County, PA"
5891,88,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,971.1 ,"Susquehanna County, PA"
5892,20,Pennsylvania,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.4 ,"Cumberland County, PA"
