County,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate†deaths per 100,000(95% Confidence Interval)",CI*Rank&fork;(95% Confidence Interval),Average Annual Count,Recent Trend,Recent 5-Year Trend‡ in Death Rates(95% Confidence Interval),State,Cancer,Race/Ethnicity,Sex,Age,Borough Or Census Area,Parish
Bee County,***,"173.3 (152.7, 196.1)","74 (13, 188)",52,falling,"-1.0 (-1.7, -0.3)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Runnels County,***,"173.2 (144.2, 207.1)","75 (6, 222)",26,stable,"-0.7 (-1.5, 0.2)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Franklin County,***,"172.9 (142.9, 208.2)","76 (5, 228)",26,stable,"-0.5 (-1.4, 0.3)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Uvalde County,***,"172.8 (152.6, 195.1)","77 (14, 190)",55,falling,"-1.2 (-1.8, -0.5)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Swisher County,***,"172.6 (136.4, 216.3)","78 (4, 231)",16,stable,"-0.3 (-1.2, 0.6)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Blanco County,***,"172.3 (145.5, 203.7)","79 (7, 225)",32,stable,"0.1 (-0.8, 1.0)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Palo Pinto County,***,"172.3 (153.9, 192.4)","80 (16, 189)",68,falling,"-1.4 (-1.9, -0.9)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Galveston County,***,"172.2 (165.5, 179.1)","81 (47, 126)",527,falling,"-5.3 (-9.7, -0.6)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Brooks County,***,"171.8 (134.3, 217.0)","82 (4, 237)",15,stable,"-0.7 (-1.8, 0.5)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Freestone County,***,"171.7 (148.1, 198.3)","83 (11, 209)",40,stable,"-0.3 (-1.1, 0.4)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Callahan County,***,"171.5 (146.2, 200.5)","84 (9, 215)",35,stable,"-0.4 (-1.2, 0.4)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Taylor County,***,"171.1 (161.4, 181.4)","85 (31, 147)",238,falling,"-0.8 (-1.1, -0.5)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Bell County,***,"170.9 (163.4, 178.7)","86 (43, 136)",397,falling,"-1.4 (-1.9, -0.9)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Schleicher County,***,"170.5 (114.5, 246.5)","87 (1, 242)",6,stable,"0.8 (-1.1, 2.8)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Edwards County,***,"170.4 (108.0, 263.3)","88 (1, 243)",6,stable,"-0.8 (-2.7, 1.2)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Brown County,***,"170.4 (154.5, 187.6)","89 (16, 184)",89,falling,"-0.8 (-1.3, -0.4)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Jones County,***,"170.2 (146.2, 197.3)","90 (10, 211)",37,stable,"-0.5 (-1.2, 0.1)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Clay County,***,"169.8 (141.5, 203.0)","91 (8, 226)",28,stable,"-0.4 (-1.2, 0.5)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Scurry County,***,"169.7 (144.2, 198.7)","92 (12, 218)",32,falling,"-1.1 (-1.8, -0.3)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Limestone County,***,"169.6 (147.3, 194.7)","93 (14, 212)",45,falling,"-1.8 (-2.4, -1.3)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Hockley County,***,"169.5 (146.9, 194.8)","94 (14, 212)",41,falling,"-1.0 (-1.8, -0.2)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Winkler County,***,"168.8 (127.8, 218.5)","95 (2, 238)",12,stable,"-0.1 (-1.5, 1.3)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Childress County,***,"168.6 (128.8, 217.4)","96 (3, 240)",13,stable,"-0.7 (-1.8, 0.4)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Lampasas County,***,"168.1 (146.8, 192.1)","97 (15, 208)",47,falling,"-1.1 (-1.8, -0.4)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Cass County,***,"168.0 (150.1, 187.8)","98 (18, 198)",68,falling,"-0.9 (-1.4, -0.3)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Oldham County,***,"167.5 (98.1, 269.6)","99 (1, 243)",4,*,*,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Brazoria County,***,"167.5 (160.6, 174.5)","100 (56, 141)",466,falling,"-1.4 (-1.7, -1.2)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Gray County,***,"167.0 (145.4, 191.2)","101 (14, 210)",44,falling,"-0.8 (-1.5, -0.2)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Chambers County,***,"166.9 (147.3, 188.2)","102 (20, 209)",56,falling,"-1.6 (-2.3, -0.8)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Gregg County,***,"166.6 (156.1, 177.6)","103 (43, 167)",197,falling,"-1.3 (-1.6, -1.1)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
San Augustine County,***,"166.0 (133.9, 205.8)","104 (7, 234)",21,stable,"-0.8 (-1.6, 0.0)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Victoria County,***,"165.9 (154.5, 177.9)","105 (40, 175)",165,falling,"-1.0 (-1.5, -0.5)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Parker County,***,"165.8 (156.6, 175.4)","106 (51, 161)",256,falling,"-1.1 (-1.5, -0.8)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Hardeman County,***,"165.6 (119.4, 226.4)","107 (2, 241)",9,stable,"-0.9 (-2.3, 0.6)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Hopkins County,***,"165.6 (148.8, 183.9)","108 (21, 200)",74,falling,"-1.3 (-1.9, -0.7)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Deaf Smith County,***,"165.5 (139.3, 195.1)","109 (9, 224)",29,stable,"0.1 (-0.8, 1.0)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Briscoe County,***,"164.7 (105.0, 259.7)","110 (1, 243)",5,*,*,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Cochran County,***,"164.7 (107.9, 242.6)","111 (1, 242)",5,stable,"-0.3 (-2.1, 1.5)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Bastrop County,***,"164.4 (152.2, 177.4)","112 (42, 184)",144,falling,"-1.1 (-1.6, -0.6)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Van Zandt County,***,"164.1 (151.3, 177.9)","113 (42, 191)",127,falling,"-1.0 (-1.6, -0.5)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Camp County,***,"163.6 (134.5, 197.8)","114 (8, 233)",23,falling,"-1.4 (-2.3, -0.5)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Caldwell County,***,"163.6 (146.7, 182.0)","115 (23, 199)",71,falling,"-1.2 (-1.8, -0.6)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Floyd County,***,"163.4 (124.1, 212.5)","116 (4, 240)",12,stable,"-0.5 (-1.8, 0.8)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Yoakum County,***,"163.1 (124.8, 209.2)","117 (5, 239)",13,stable,"0.2 (-1.2, 1.6)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Armstrong County,***,"162.7 (107.0, 245.9)","118 (1, 242)",5,*,*,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Rains County,***,"162.6 (136.4, 193.2)","119 (12, 231)",31,falling,"-1.2 (-2.0, -0.3)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Hardin County,***,"162.2 (148.6, 176.8)","120 (37, 197)",109,falling,"-2.3 (-3.0, -1.6)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Angelina County,***,"162.0 (150.4, 174.4)","121 (48, 184)",148,falling,"-1.5 (-1.8, -1.1)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Lavaca County,***,"161.6 (141.5, 184.4)","122 (25, 217)",50,stable,"-0.6 (-1.3, 0.1)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Newton County,***,"161.1 (133.3, 193.7)","123 (11, 233)",26,falling,"-3.3 (-5.3, -1.2)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Milam County,***,"161.0 (141.9, 182.3)","124 (22, 217)",54,stable,"-0.3 (-1.0, 0.4)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Crosby County,***,"160.7 (121.6, 209.5)","125 (3, 240)",12,stable,"-0.6 (-1.7, 0.5)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Marion County,***,"160.5 (130.5, 197.2)","126 (9, 236)",23,stable,"-0.6 (-1.5, 0.3)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Grimes County,***,"160.2 (140.6, 182.1)","127 (25, 220)",51,falling,"-0.9 (-1.6, -0.3)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Wilbarger County,***,"159.7 (132.6, 191.4)","128 (13, 233)",26,falling,"-0.9 (-1.6, -0.2)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Hale County,***,"159.7 (140.9, 180.4)","129 (26, 215)",53,stable,"-0.1 (-0.8, 0.5)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Cooke County,***,"159.7 (144.4, 176.3)","130 (40, 208)",84,falling,"-0.8 (-1.3, -0.3)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Zavala County,***,"159.5 (128.9, 195.2)","131 (7, 238)",19,stable,"-0.9 (-1.9, 0.1)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Gonzales County,***,"159.4 (137.1, 184.4)","132 (22, 226)",38,falling,"-1.1 (-1.8, -0.4)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Ellis County,***,"158.3 (149.3, 167.6)","133 (71, 184)",244,falling,"-1.4 (-1.7, -1.0)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Titus County,***,"158.1 (138.5, 179.8)","134 (26, 224)",48,falling,"-1.5 (-2.2, -0.9)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Archer County,***,"158.1 (128.0, 194.1)","135 (12, 237)",20,falling,"-1.3 (-2.1, -0.4)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Madison County,***,"158.0 (129.4, 191.3)","136 (11, 237)",22,falling,"-1.0 (-1.8, -0.3)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Wood County,***,"157.8 (144.3, 172.4)","137 (46, 204)",118,falling,"-1.3 (-1.8, -0.7)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Kinney County,***,"157.1 (112.6, 216.4)","138 (4, 241)",9,stable,"-0.2 (-1.7, 1.4)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Waller County,***,"157.0 (139.1, 176.6)","139 (36, 224)",59,falling,"-1.4 (-2.0, -0.9)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Burleson County,***,"156.8 (134.9, 181.7)","140 (23, 228)",39,falling,"-1.3 (-2.0, -0.6)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Hood County,***,"156.3 (144.9, 168.6)","141 (65, 203)",153,falling,"-2.0 (-2.5, -1.4)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Crockett County,***,"156.0 (106.6, 221.8)","142 (2, 243)",7,stable,"-1.4 (-3.0, 0.2)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Frio County,***,"155.9 (130.7, 184.5)","143 (17, 234)",28,stable,"-0.6 (-1.4, 0.2)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Wharton County,***,"155.6 (139.4, 173.2)","144 (46, 217)",71,falling,"-1.3 (-1.8, -0.8)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Kerr County,***,"155.4 (143.8, 167.9)","145 (69, 202)",151,falling,"-1.0 (-1.4, -0.6)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Jim Wells County,***,"155.3 (139.2, 172.8)","146 (45, 219)",70,falling,"-0.9 (-1.5, -0.4)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Harrison County,***,"155.1 (141.7, 169.4)","147 (53, 212)",102,falling,"-2.4 (-3.5, -1.3)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Crane County,***,"155.0 (105.5, 219.2)","148 (2, 242)",6,falling,"-1.5 (-2.8, -0.1)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Nacogdoches County,***,"154.8 (140.7, 170.0)","149 (54, 216)",93,falling,"-1.0 (-1.4, -0.6)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
La Salle County,***,"154.7 (116.6, 201.5)","150 (7, 240)",11,stable,"-1.4 (-3.0, 0.3)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Llano County,***,"154.6 (136.4, 175.5)","151 (37, 224)",73,falling,"-1.1 (-1.6, -0.5)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Red River County,***,"153.8 (127.8, 184.7)","152 (18, 237)",27,stable,"-0.7 (-1.7, 0.2)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
San Jacinto County,***,"153.4 (135.7, 173.1)","153 (44, 222)",60,falling,"-7.6 (-10.2, -4.9)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Guadalupe County,***,"153.3 (144.5, 162.5)","154 (90, 198)",232,falling,"-1.2 (-1.6, -0.9)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Lubbock County,***,"153.3 (146.7, 160.1)","155 (100, 187)",415,falling,"-1.0 (-1.2, -0.7)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Burnet County,***,"152.9 (140.0, 167.0)","156 (66, 217)",110,falling,"-1.5 (-2.0, -1.1)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Dickens County,***,"152.8 (96.0, 236.8)","157 (1, 243)",5,stable,"-0.9 (-2.7, 1.0)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Lamb County,***,"152.6 (126.1, 183.4)","158 (17, 236)",24,stable,"0.1 (-0.6, 0.8)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Cherokee County,***,"152.6 (138.3, 168.0)","159 (49, 217)",88,rising,"11.4 (5.7, 17.4)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Ward County,***,"152.6 (122.3, 188.1)","160 (10, 239)",18,falling,"-1.4 (-2.4, -0.5)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Rusk County,***,"152.1 (137.7, 167.7)","161 (62, 216)",84,falling,"-1.2 (-1.6, -0.8)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Moore County,***,"152.0 (127.3, 180.2)","162 (24, 236)",27,falling,"-1.2 (-2.0, -0.5)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Mills County,***,"151.9 (115.3, 199.4)","163 (8, 240)",14,stable,"-0.8 (-2.4, 0.8)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Jack County,***,"151.8 (120.4, 189.5)","164 (12, 239)",16,falling,"-1.6 (-2.4, -0.7)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Houston County,***,"151.6 (131.5, 174.5)","165 (33, 234)",44,falling,"-1.4 (-2.3, -0.5)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Throckmorton County,***,"151.5 (95.5, 242.8)","166 (1, 243)",5,stable,"-0.3 (-2.0, 1.4)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Calhoun County,***,"151.3 (130.8, 174.4)","167 (40, 230)",40,falling,"-1.3 (-2.0, -0.6)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Karnes County,***,"150.8 (125.2, 180.3)","168 (21, 236)",25,stable,"-0.7 (-1.6, 0.2)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Tom Green County,***,"150.7 (141.2, 160.7)","169 (93, 209)",195,falling,"-1.0 (-1.4, -0.7)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Andrews County,***,"150.4 (123.0, 181.8)","170 (21, 238)",22,falling,"-1.1 (-2.0, -0.2)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Tarrant County,***,"150.0 (147.2, 152.8)","171 (136, 182)",2269,falling,"-1.4 (-1.5, -1.3)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
McLennan County,***,"149.7 (142.7, 157.1)","172 (116, 200)",352,falling,"-2.0 (-2.8, -1.3)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Howard County,***,"149.4 (131.8, 168.7)","173 (53, 229)",54,falling,"-1.3 (-1.8, -0.7)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Midland County,***,"149.4 (140.1, 159.1)","174 (101, 206)",203,falling,"-1.0 (-1.4, -0.7)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Jefferson County,***,"149.3 (141.5, 157.4)","175 (109, 202)",289,falling,"-5.5 (-10.0, -0.8)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Tyler County,***,"149.2 (130.2, 170.6)","176 (47, 232)",47,falling,"-1.5 (-2.0, -0.9)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Wilson County,***,"149.1 (135.1, 164.3)","177 (72, 222)",87,falling,"-1.0 (-1.5, -0.4)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Bandera County,***,"149.1 (131.2, 169.3)","178 (42, 229)",58,falling,"-1.4 (-2.0, -0.8)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Montgomery County,***,"147.8 (143.1, 152.6)","179 (134, 196)",796,falling,"-1.8 (-2.1, -1.6)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Erath County,***,"147.3 (131.2, 164.9)","180 (64, 229)",63,falling,"-1.3 (-1.8, -0.7)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Austin County,***,"146.4 (129.1, 165.6)","181 (61, 231)",55,falling,"-1.0 (-1.6, -0.5)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Bexar County,***,"146.2 (143.6, 148.9)","182 (149, 193)",2397,falling,"-1.3 (-1.4, -1.2)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Maverick County,***,"146.0 (131.4, 161.7)","183 (82, 231)",74,stable,"-0.1 (-0.6, 0.4)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Reagan County,***,"145.8 (89.6, 222.3)","184 (2, 243)",4,stable,"-1.2 (-3.4, 1.1)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Val Verde County,***,"145.3 (130.7, 161.1)","185 (81, 226)",74,falling,"-1.7 (-2.3, -1.1)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Mason County,***,"144.9 (106.8, 195.8)","186 (7, 242)",12,falling,"-1.6 (-2.6, -0.5)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Dallam County,***,"144.5 (103.7, 195.5)","187 (9, 242)",9,falling,"-2.1 (-3.4, -0.8)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Nueces County,***,"144.3 (138.8, 150.0)","188 (140, 208)",538,falling,"-1.6 (-1.8, -1.4)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Comal County,***,"144.0 (136.1, 152.4)","189 (127, 214)",259,falling,"-1.2 (-1.6, -0.8)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Walker County,***,"143.8 (130.3, 158.4)","190 (95, 228)",86,falling,"-1.5 (-2.0, -0.9)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Hartley County,***,"143.0 (104.1, 192.5)","191 (8, 242)",9,stable,"-1.4 (-2.7, 0.0)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Washington County,***,"142.4 (127.1, 159.5)","192 (87, 235)",69,falling,"-1.2 (-1.8, -0.7)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Dimmit County,***,"142.1 (112.8, 176.9)","193 (24, 241)",17,falling,"-1.2 (-2.1, -0.3)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Atascosa County,***,"141.7 (127.6, 156.9)","194 (101, 231)",76,falling,"-1.2 (-1.8, -0.6)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Dallas County,***,"140.6 (138.0, 143.2)","195 (170, 207)",2270,falling,"-1.6 (-1.7, -1.5)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Hays County,***,"139.9 (131.7, 148.5)","196 (139, 221)",233,falling,"-1.4 (-1.8, -1.0)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Randall County,***,"139.9 (131.3, 148.9)","197 (137, 223)",205,falling,"-0.8 (-1.1, -0.5)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Rockwall County,***,"139.9 (128.7, 151.8)","198 (124, 232)",120,falling,"-1.6 (-2.2, -1.0)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Medina County,***,"139.4 (126.2, 153.7)","199 (110, 232)",84,falling,"-1.1 (-1.6, -0.6)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Smith County,***,"139.1 (132.2, 146.2)","200 (153, 219)",324,rising,"7.6 (3.6, 11.7)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
San Saba County,***,"138.4 (105.1, 180.7)","201 (15, 242)",13,stable,"-0.8 (-1.9, 0.3)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Irion County,***,"138.1 (78.5, 234.3)","202 (2, 243)",3,*,*,Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Sutton County,***,"137.9 (95.6, 194.4)","203 (7, 243)",7,falling,"-2.3 (-3.9, -0.6)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Harris County,***,"137.9 (135.9, 139.9)","204 (179, 212)",3903,falling,"-2.8 (-3.7, -2.0)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Castro County,***,"137.6 (104.3, 178.7)","205 (17, 241)",12,falling,"-1.6 (-2.6, -0.5)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Parmer County,***,"137.0 (106.0, 174.4)","206 (20, 242)",14,stable,"-0.8 (-2.2, 0.7)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Starr County,***,"136.7 (123.2, 151.1)","207 (113, 236)",76,stable,"0.1 (-0.6, 0.7)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
El Paso County,***,"136.4 (132.7, 140.3)","208 (179, 219)",1033,falling,"-1.3 (-1.5, -1.1)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Comanche County,***,"136.3 (114.8, 161.5)","209 (62, 239)",31,falling,"-5.1 (-8.8, -1.2)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Colorado County,***,"136.3 (117.4, 157.7)","210 (83, 238)",41,falling,"-1.4 (-2.1, -0.6)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Williamson County,***,"136.1 (131.2, 141.1)","211 (174, 222)",612,falling,"-1.6 (-1.8, -1.3)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Bailey County,***,"136.1 (100.1, 180.9)","212 (14, 243)",10,stable,"-1.3 (-2.6, 0.0)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Concho County,***,"136.0 (92.1, 197.4)","213 (8, 243)",6,stable,"-0.3 (-1.7, 1.1)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Fisher County,***,"132.2 (94.7, 183.4)","214 (16, 243)",9,stable,"-0.8 (-2.1, 0.4)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Hall County,***,"131.8 (85.9, 198.0)","215 (6, 243)",6,stable,"-0.3 (-1.8, 1.3)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Gillespie County,***,"131.6 (116.9, 148.1)","216 (132, 238)",71,falling,"-1.3 (-1.7, -0.8)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Garza County,***,"131.5 (92.7, 181.6)","217 (16, 243)",8,falling,"-2.0 (-3.4, -0.5)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Webb County,***,"130.5 (123.5, 137.8)","218 (182, 232)",266,falling,"-0.7 (-1.0, -0.3)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Terry County,***,"130.5 (104.5, 161.2)","219 (68, 241)",18,falling,"-1.0 (-1.8, -0.1)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Denton County,***,"128.5 (124.3, 132.9)","220 (197, 230)",743,falling,"-2.4 (-2.8, -2.0)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Shackelford County,***,"128.5 (87.0, 186.4)","221 (11, 243)",6,falling,"-2.7 (-4.4, -1.1)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Lipscomb County,***,"128.1 (83.1, 190.7)","222 (9, 243)",5,falling,"-2.6 (-4.0, -1.1)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Willacy County,***,"127.7 (107.3, 151.0)","223 (108, 241)",28,stable,"-1.0 (-2.0, 0.1)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Collin County,***,"127.3 (123.5, 131.3)","224 (199, 231)",871,falling,"-1.8 (-2.0, -1.5)",Texas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
