County,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate†deaths per 100,000(95% Confidence Interval)",CI*Rank&fork;(95% Confidence Interval),Average Annual Count,Recent Trend,Recent 5-Year Trend‡ in Death Rates(95% Confidence Interval),State,Cancer,Race/Ethnicity,Sex,Age,Borough Or Census Area,Parish
Doddridge County,***,"507.1 (407.6, 623.6)","51 (9, 55)",18,falling,"-1.4 (-2.5, -0.3)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Hardy County,***,"500.5 (421.9, 589.5)","52 (16, 55)",30,falling,"-1.2 (-1.9, -0.5)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Monongalia County,***,"495.3 (458.1, 534.6)","53 (41, 55)",138,falling,"-1.5 (-2.0, -1.1)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Pendleton County,***,"467.0 (374.9, 575.2)","54 (15, 55)",18,stable,"-1.0 (-2.1, 0.0)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Grant County,***,"449.5 (373.7, 536.4)","55 (34, 55)",25,falling,"-1.5 (-2.5, -0.5)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
West Virginia,***,"65.4 (63.8, 67.0)",,1406,falling,"-0.7 (-1.0, -0.4)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
United States,***,"48.4 (48.3, 48.5)",,171025,falling,"-2.4 (-2.7, -2.0)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Roane County,***,"98.4 (77.8, 123.7)","1 (1, 27)",18,stable,"0.6 (-0.6, 1.9)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
McDowell County,***,"97.7 (79.6, 119.2)","2 (1, 20)",24,stable,"-0.3 (-1.2, 0.6)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Logan County,***,"94.2 (80.5, 109.9)","3 (1, 17)",38,stable,"-0.8 (-1.7, 0.1)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Lincoln County,***,"92.9 (75.8, 113.0)","4 (1, 26)",23,stable,"-0.2 (-1.3, 0.9)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Mingo County,***,"88.9 (73.7, 106.7)","5 (1, 27)",27,stable,"-0.2 (-1.2, 0.8)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Fayette County,***,"84.9 (73.6, 97.7)","6 (1, 24)",46,stable,"-0.2 (-0.9, 0.5)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Wyoming County,***,"84.7 (68.2, 104.4)","7 (1, 38)",21,stable,"0.2 (-0.6, 1.0)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Lewis County,***,"82.0 (64.5, 103.3)","8 (1, 44)",16,stable,"-0.7 (-1.7, 0.3)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Clay County,***,"80.7 (56.7, 112.5)","9 (1, 52)",8,stable,"-0.6 (-2.1, 0.9)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Mercer County,***,"79.3 (69.4, 90.3)","10 (3, 28)",53,stable,"-0.1 (-0.7, 0.5)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Boone County,***,"78.2 (63.1, 96.2)","11 (1, 43)",21,stable,"-0.1 (-0.9, 0.6)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Webster County,***,"75.8 (52.8, 107.2)","12 (1, 53)",8,stable,"-0.1 (-1.6, 1.3)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Summers County,***,"75.6 (56.4, 100.2)","13 (1, 51)",12,stable,"7.1 (-1.8, 16.9)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Tyler County,***,"75.0 (52.8, 105.0)","14 (1, 53)",9,stable,"-0.9 (-2.4, 0.6)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Tucker County,***,"73.2 (47.6, 109.8)","15 (1, 54)",6,stable,"-0.1 (-2.2, 2.0)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Raleigh County,***,"72.9 (64.7, 81.9)","16 (6, 36)",63,falling,"-0.9 (-1.7, -0.2)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Nicholas County,***,"72.7 (58.6, 89.5)","17 (3, 48)",21,stable,"-1.0 (-1.9, 0.0)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Monroe County,***,"72.4 (54.4, 95.4)","18 (1, 51)",12,stable,"0.0 (-1.2, 1.1)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Gilmer County,***,"72.2 (49.2, 104.2)","19 (1, 54)",6,stable,"-0.1 (-2.0, 1.8)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Cabell County,***,"71.1 (63.5, 79.3)","20 (8, 37)",71,falling,"-0.9 (-1.5, -0.2)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Pleasants County,***,"69.2 (46.2, 101.3)","21 (1, 54)",6,stable,"-0.4 (-2.5, 1.7)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Mineral County,***,"68.9 (56.0, 84.3)","22 (5, 50)",22,stable,"-0.7 (-1.6, 0.2)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Wood County,***,"67.8 (60.4, 75.8)","23 (11, 42)",69,falling,"-0.7 (-1.3, -0.1)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Taylor County,***,"67.4 (52.1, 86.5)","24 (4, 53)",14,falling,"-1.3 (-2.2, -0.3)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Morgan County,***,"66.4 (51.6, 85.0)","25 (4, 53)",16,stable,"-0.6 (-1.7, 0.4)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Hampshire County,***,"65.5 (51.6, 82.4)","26 (5, 52)",18,stable,"-0.4 (-1.4, 0.7)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Pocahontas County,***,"64.4 (42.0, 95.7)","27 (1, 54)",6,stable,"-0.6 (-2.3, 1.1)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Wayne County,***,"63.7 (53.4, 75.6)","28 (10, 50)",30,falling,"-1.2 (-2.0, -0.4)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Kanawha County,***,"63.7 (58.8, 68.9)","29 (17, 43)",141,falling,"-1.3 (-1.7, -0.9)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Barbour County,***,"63.4 (46.9, 84.2)","30 (4, 54)",11,falling,"-1.2 (-2.3, -0.1)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Marion County,***,"63.2 (54.3, 73.4)","31 (12, 50)",39,stable,"-0.9 (-1.7, 0.0)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Greenbrier County,***,"62.1 (51.1, 74.9)","32 (9, 52)",26,falling,"-1.1 (-1.9, -0.4)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Harrison County,***,"61.8 (54.0, 70.5)","33 (14, 49)",50,falling,"-1.3 (-2.1, -0.5)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Berkeley County,***,"61.0 (55.1, 67.4)","34 (18, 48)",82,falling,"-1.1 (-1.7, -0.6)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Mason County,***,"60.2 (48.2, 74.5)","35 (10, 54)",20,falling,"-1.5 (-2.5, -0.4)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Upshur County,***,"59.6 (46.9, 75.0)","36 (10, 54)",17,stable,"-0.8 (-1.7, 0.1)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Preston County,***,"59.2 (48.7, 71.7)","37 (13, 53)",24,falling,"-1.1 (-2.1, -0.2)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Ohio County,***,"58.1 (48.2, 69.7)","38 (15, 53)",28,falling,"-1.8 (-2.6, -1.0)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Braxton County,***,"58.1 (43.4, 77.4)","39 (8, 54)",11,falling,"-2.4 (-3.8, -0.9)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Marshall County,***,"57.9 (47.2, 70.7)","40 (13, 54)",23,falling,"-1.0 (-1.9, -0.2)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Jefferson County,***,"57.9 (50.0, 66.8)","41 (18, 52)",41,falling,"-1.6 (-2.2, -0.9)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Hancock County,***,"57.4 (46.6, 70.4)","42 (14, 54)",22,falling,"-1.5 (-2.3, -0.7)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Wetzel County,***,"56.3 (41.7, 75.4)","43 (9, 54)",11,stable,"-0.8 (-2.1, 0.5)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Brooke County,***,"56.3 (43.7, 72.0)","44 (11, 54)",16,falling,"-1.4 (-2.5, -0.3)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Randolph County,***,"56.0 (44.8, 69.5)","45 (14, 54)",19,falling,"-1.5 (-2.4, -0.5)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Ritchie County,***,"54.0 (36.4, 78.6)","46 (7, 54)",7,stable,"-1.2 (-3.0, 0.7)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Jackson County,***,"52.3 (42.0, 64.7)","47 (20, 54)",20,falling,"-1.3 (-2.2, -0.3)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Wirt County,***,"51.9 (29.8, 86.4)","48 (4, 54)",4,*,*,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Doddridge County,***,"50.2 (33.3, 75.0)","49 (10, 54)",6,*,*,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Putnam County,***,"50.1 (42.6, 58.8)","50 (29, 54)",34,falling,"-1.4 (-2.0, -0.8)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Monongalia County,***,"48.4 (42.2, 55.3)","51 (35, 54)",47,falling,"-1.6 (-2.3, -0.9)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Grant County,***,"48.1 (31.8, 70.9)","52 (12, 54)",6,stable,"-1.5 (-3.4, 0.4)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Hardy County,***,"46.9 (32.8, 65.8)","53 (17, 54)",8,falling,"-1.4 (-2.5, -0.3)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Calhoun County,***,"45.5 (28.9, 71.6)","54 (13, 54)",5,falling,"-2.2 (-3.5, -0.8)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Pendleton County,***,*,*,3 or fewer,*,*,West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
West Virginia,***,"974.0 (959.0, 989.2)",,3282,falling,"-2.4 (-3.4, -1.5)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
United States,***,"871.8 (870.7, 873.0)",,427355,falling,"-2.1 (-2.4, -1.7)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Logan County,***,"1,274.0 (1,147.9, 1,410.2)","1 (1, 10)",78,falling,"-0.9 (-1.6, -0.3)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Lewis County,***,"1,205.9 (1,039.0, 1,391.9)","2 (1, 32)",38,stable,"-0.1 (-0.9, 0.7)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
McDowell County,***,"1,157.0 (1,006.1, 1,324.1)","3 (1, 38)",43,stable,"-0.6 (-1.2, 0.0)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Boone County,***,"1,153.2 (1,007.0, 1,314.8)","4 (1, 37)",47,falling,"-1.8 (-2.5, -1.0)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Morgan County,***,"1,073.6 (927.4, 1,236.0)","5 (1, 48)",39,stable,"-0.4 (-1.2, 0.4)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Mingo County,***,"1,073.4 (930.9, 1,231.4)","6 (1, 48)",43,falling,"-0.9 (-1.5, -0.3)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Pleasants County,***,"1,069.0 (835.2, 1,348.1)","7 (1, 55)",15,stable,"-0.3 (-1.4, 0.8)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Webster County,***,"1,064.5 (858.7, 1,304.6)","8 (1, 54)",19,stable,"0.3 (-0.6, 1.2)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Clay County,***,"1,061.8 (848.3, 1,312.3)","9 (1, 54)",17,falling,"-1.8 (-2.7, -0.9)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Berkeley County,***,"1,055.1 (980.6, 1,133.8)","10 (3, 35)",159,falling,"-1.1 (-1.6, -0.6)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Fayette County,***,"1,043.6 (947.8, 1,146.5)","11 (2, 44)",89,falling,"-0.6 (-1.0, -0.2)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Harrison County,***,"1,039.5 (960.9, 1,122.9)","12 (3, 39)",131,falling,"-0.7 (-1.1, -0.4)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Jefferson County,***,"1,037.8 (938.2, 1,145.1)","13 (2, 44)",84,falling,"-0.8 (-1.4, -0.1)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Hampshire County,***,"1,034.9 (906.4, 1,176.4)","14 (2, 49)",48,stable,"-0.5 (-1.2, 0.3)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Lincoln County,***,"1,034.5 (890.9, 1,194.6)","15 (1, 51)",38,falling,"-0.9 (-1.8, -0.1)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Marion County,***,"1,030.9 (945.2, 1,122.2)","16 (3, 42)",109,falling,"-0.6 (-1.0, -0.1)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Wyoming County,***,"1,014.9 (877.2, 1,168.2)","17 (2, 53)",41,stable,"-0.8 (-1.6, 0.0)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Jackson County,***,"1,009.8 (895.4, 1,134.8)","18 (2, 50)",57,falling,"-0.7 (-1.3, -0.1)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Wirt County,***,"1,002.1 (745.8, 1,318.2)","19 (1, 55)",11,stable,"-0.3 (-1.8, 1.3)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Ohio County,***,"996.7 (904.2, 1,096.0)","20 (4, 48)",89,falling,"-1.2 (-1.6, -0.8)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Roane County,***,"987.5 (830.8, 1,165.3)","21 (2, 54)",29,stable,"-0.8 (-1.6, 0.0)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Barbour County,***,"982.5 (833.2, 1,151.0)","22 (2, 54)",31,stable,"-0.5 (-1.4, 0.3)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Raleigh County,***,"981.7 (909.6, 1,057.9)","23 (7, 46)",141,falling,"-0.5 (-0.9, -0.2)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Wetzel County,***,"979.2 (837.0, 1,138.7)","24 (2, 54)",34,stable,"-0.4 (-1.2, 0.5)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Mineral County,***,"976.7 (859.8, 1,104.9)","25 (3, 52)",52,falling,"-0.7 (-1.2, -0.1)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Gilmer County,***,"976.6 (752.0, 1,246.5)","26 (1, 55)",13,stable,"-0.6 (-1.6, 0.5)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Wood County,***,"974.3 (907.3, 1,045.0)","27 (8, 47)",158,falling,"-0.7 (-1.0, -0.3)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Putnam County,***,"974.3 (886.0, 1,069.0)","28 (6, 50)",92,falling,"-1.0 (-1.4, -0.5)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Mason County,***,"969.4 (852.7, 1,097.6)","29 (4, 52)",50,falling,"-1.5 (-2.2, -0.8)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Greenbrier County,***,"966.9 (870.2, 1,071.3)","30 (5, 51)",74,falling,"-1.0 (-1.5, -0.6)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Mercer County,***,"949.7 (873.9, 1,030.2)","31 (10, 50)",118,falling,"-0.8 (-1.1, -0.4)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Preston County,***,"949.6 (842.2, 1,066.8)","32 (6, 53)",58,falling,"-0.8 (-1.4, -0.1)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Randolph County,***,"947.7 (838.8, 1,066.6)","33 (5, 53)",56,falling,"-0.7 (-1.3, -0.1)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Upshur County,***,"944.3 (823.3, 1,078.1)","34 (5, 54)",44,falling,"-1.0 (-1.7, -0.3)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Wayne County,***,"943.7 (850.3, 1,044.5)","35 (7, 52)",76,falling,"-1.8 (-2.3, -1.3)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Marshall County,***,"943.1 (838.6, 1,056.9)","36 (6, 53)",61,falling,"-1.0 (-1.6, -0.5)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Tucker County,***,"940.3 (743.3, 1,173.1)","37 (1, 55)",16,falling,"-1.3 (-2.1, -0.5)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Cabell County,***,"938.4 (873.8, 1,006.6)","38 (13, 50)",159,falling,"-1.5 (-1.9, -1.1)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Monroe County,***,"934.1 (786.8, 1,100.7)","39 (3, 55)",29,stable,"-0.6 (-1.5, 0.3)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Nicholas County,***,"933.5 (816.7, 1,062.2)","40 (5, 54)",47,falling,"-1.1 (-1.7, -0.5)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Kanawha County,***,"931.6 (886.7, 978.2)","41 (19, 48)",330,falling,"-2.6 (-3.3, -1.9)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Pocahontas County,***,"893.1 (717.0, 1,099.2)","42 (3, 55)",18,stable,"-1.0 (-1.9, 0.0)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Ritchie County,***,"890.1 (716.1, 1,093.3)","43 (3, 55)",18,stable,"-0.5 (-1.3, 0.3)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Brooke County,***,"886.8 (773.1, 1,012.5)","44 (9, 55)",45,falling,"-1.0 (-1.7, -0.3)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Braxton County,***,"883.2 (737.1, 1,049.7)","45 (5, 55)",26,stable,"-0.6 (-1.5, 0.3)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Hancock County,***,"882.5 (781.2, 993.1)","46 (12, 55)",56,falling,"-1.0 (-1.6, -0.5)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Taylor County,***,"881.0 (741.4, 1,039.2)","47 (6, 55)",29,falling,"-1.6 (-2.4, -0.7)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Tyler County,***,"877.6 (697.5, 1,090.1)","48 (3, 55)",17,falling,"-1.5 (-2.3, -0.6)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Summers County,***,"870.8 (726.3, 1,035.5)","49 (7, 55)",26,falling,"-1.6 (-2.4, -0.7)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Hardy County,***,"850.9 (699.9, 1,024.6)","50 (6, 55)",23,falling,"-1.2 (-2.0, -0.5)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Pendleton County,***,"840.4 (662.9, 1,050.5)","51 (4, 55)",16,stable,"-0.8 (-2.0, 0.4)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Calhoun County,***,"831.4 (640.9, 1,060.0)","52 (4, 55)",13,stable,"-1.0 (-2.2, 0.2)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Monongalia County,***,"823.5 (751.2, 900.9)","53 (33, 55)",99,falling,"-1.5 (-2.1, -0.9)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Doddridge County,***,"780.8 (599.4, 999.6)","54 (7, 55)",13,stable,"-1.1 (-2.6, 0.4)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Grant County,***,"773.4 (629.6, 940.0)","55 (18, 55)",20,falling,"-1.3 (-2.4, -0.2)",West Virginia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Wisconsin,***,"14.2 (13.7, 14.8)",,489,falling,"-1.7 (-1.8, -1.5)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
United States,***,"15.1 (15.1, 15.2)",,30333,falling,"-1.9 (-2.0, -1.9)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Oneida County,***,"25.5 (16.1, 38.6)","1 (1, 31)",5,stable,"-0.3 (-2.2, 1.6)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Trempealeau County,***,"22.4 (13.4, 34.9)","2 (1, 36)",4,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Manitowoc County,***,"20.7 (15.1, 27.7)","3 (1, 27)",9,stable,"-0.3 (-1.5, 1.0)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Calumet County,***,"18.1 (12.1, 26.0)","4 (1, 35)",6,stable,"-0.2 (-2.2, 1.8)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Fond du Lac County,***,"18.0 (13.5, 23.4)","5 (1, 31)",11,stable,"-0.7 (-1.6, 0.3)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Waupaca County,***,"17.9 (11.7, 26.3)","6 (1, 36)",5,stable,"-0.9 (-2.3, 0.5)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Douglas County,***,"17.5 (10.9, 26.5)","7 (1, 37)",4,falling,"-2.2 (-3.5, -0.8)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Oconto County,***,"17.4 (10.6, 27.1)","8 (1, 37)",4,stable,"-0.7 (-2.5, 1.1)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Polk County,***,"17.2 (10.8, 26.2)","9 (1, 37)",4,stable,"-0.8 (-2.9, 1.3)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Monroe County,***,"16.5 (10.2, 25.1)","10 (1, 37)",4,stable,"-1.0 (-2.8, 0.9)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Milwaukee County,***,"16.5 (15.0, 18.0)","11 (5, 22)",94,falling,"-2.3 (-2.6, -1.9)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Racine County,***,"16.4 (13.2, 20.0)","12 (3, 30)",19,falling,"-1.4 (-2.3, -0.5)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Brown County,***,"16.0 (13.4, 19.1)","13 (3, 29)",25,stable,"-0.9 (-1.7, 0.0)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Sauk County,***,"16.0 (10.9, 22.7)","14 (1, 37)",6,stable,"-0.9 (-2.7, 1.0)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Wood County,***,"16.0 (10.8, 22.6)","15 (1, 37)",6,stable,"-1.3 (-2.7, 0.2)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Shawano County,***,"15.9 (9.4, 25.2)","16 (1, 37)",4,stable,"-0.7 (-2.4, 1.0)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Rock County,***,"15.7 (12.4, 19.7)","17 (3, 33)",15,falling,"-1.8 (-3.0, -0.6)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Green County,***,"15.5 (9.0, 24.9)","18 (1, 37)",3,*,*,Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Eau Claire County,***,"15.5 (11.3, 20.8)","19 (2, 36)",9,stable,"-0.7 (-1.8, 0.5)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Marinette County,***,"15.0 (8.5, 24.4)","20 (1, 37)",3,falling,"-2.5 (-4.5, -0.5)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Dodge County,***,"14.9 (10.7, 20.3)","21 (3, 36)",8,falling,"-1.8 (-3.5, -0.2)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Columbia County,***,"14.9 (9.7, 21.9)","22 (2, 37)",5,stable,"-1.6 (-3.3, 0.1)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Walworth County,***,"14.1 (10.1, 19.1)","23 (4, 37)",8,falling,"-1.8 (-3.0, -0.5)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Kenosha County,***,"13.7 (10.7, 17.3)","24 (7, 36)",14,falling,"-1.3 (-2.5, -0.2)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
La Crosse County,***,"13.7 (9.9, 18.3)","25 (4, 37)",9,falling,"-1.7 (-2.8, -0.6)",Wisconsin,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
