County,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate†cases per 100,000(95% Confidence Interval)",CI*Rank&fork;(95% Confidence Interval),Average Annual Count,Recent Trend,Recent 5-Year Trend‡ in Incidence Rates(95% Confidence Interval),State,Cancer,Race/Ethnicity,Sex,Age,Area,Parish
Greenwood County  6,***,"99.9 (86.5, 114.7)","29 (5, 45)",41,falling,"-2.9 (-5.4, -0.4)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Chester County  6,***,"99.8 (80.6, 122.3)","30 (2, 46)",19,stable,"-0.3 (-2.4, 1.8)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Aiken County  6,***,"98.8 (90.0, 108.3)","31 (11, 43)",94,stable,"0.6 (-0.5, 1.7)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Horry County  6,***,"97.4 (91.0, 104.2)","32 (18, 43)",173,stable,"-0.6 (-1.5, 0.3)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Orangeburg County  6,***,"96.0 (83.6, 109.7)","33 (9, 45)",44,stable,"-0.4 (-1.4, 0.5)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Darlington County  6,***,"95.9 (82.5, 110.8)","35 (8, 46)",37,stable,"-0.7 (-2.1, 0.7)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Hampton County  6,***,"95.8 (72.7, 123.9)","36 (1, 46)",12,stable,"0.5 (-2.0, 3.1)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Florence County  6,***,"95.5 (86.2, 105.4)","34 (14, 45)",79,stable,"-0.4 (-1.2, 0.4)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Barnwell County  6,***,"94.6 (71.4, 122.9)","37 (2, 46)",11,stable,"-0.6 (-3.0, 1.9)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Clarendon County  6,***,"94.5 (75.2, 117.2)","38 (4, 46)",17,stable,"0.0 (-3.3, 3.4)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Calhoun County  6,***,"94.2 (66.1, 130.2)","39 (1, 46)",7,stable,"-0.5 (-4.0, 3.2)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
McCormick County  6,***,"92.6 (57.8, 142.0)","41 (1, 46)",4,*,*,South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Newberry County  6,***,"92.0 (74.5, 112.2)","40 (6, 46)",20,stable,"-1.2 (-3.9, 1.7)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Fairfield County  6,***,"90.7 (68.5, 117.9)","42 (2, 46)",11,stable,"-0.9 (-3.8, 2.1)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Allendale County  6,***,"89.1 (57.3, 132.3)","43 (1, 46)",5,stable,"0.3 (-3.0, 3.6)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Marlboro County  6,***,"86.3 (67.4, 108.7)","44 (8, 46)",14,stable,"-1.1 (-3.1, 1.0)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Beaufort County  6,***,"84.4 (76.1, 93.4)","45 (31, 46)",77,falling,"-1.8 (-3.3, -0.4)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Edgefield County  6,***,"80.6 (62.3, 102.6)","46 (15, 46)",13,stable,"-0.4 (-3.2, 2.5)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
South Carolina  6,***,"1,356.8 (1,349.1, 1,364.5)",,24750,falling,"-2.3 (-4.1, -0.4)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
US (SEER+NPCR)  1,***,"1,349.4 (1,348.4, 1,350.3)",,1492626,falling,"-1.1 (-1.3, -0.9)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Union County  6,***,"1,559.4 (1,459.0, 1,665.0)","1 (1, 15)",185,stable,"0.4 (-0.6, 1.3)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Chester County  6,***,"1,547.2 (1,451.3, 1,647.8)","2 (1, 17)",201,stable,"-0.1 (-0.9, 0.6)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Colleton County  6,***,"1,478.4 (1,393.3, 1,567.5)","3 (1, 26)",233,stable,"-0.6 (-1.4, 0.3)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Laurens County  6,***,"1,464.1 (1,398.1, 1,532.4)","4 (1, 24)",381,rising,"1.3 (0.3, 2.2)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Marion County  6,***,"1,447.7 (1,353.2, 1,547.0)","5 (1, 35)",185,stable,"-0.4 (-1.5, 0.8)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Lee County  6,***,"1,446.0 (1,319.8, 1,581.1)","6 (1, 39)",100,stable,"-0.3 (-1.4, 0.9)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Sumter County  6,***,"1,445.5 (1,390.7, 1,502.0)","7 (2, 24)",535,stable,"-0.3 (-1.0, 0.4)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Cherokee County  6,***,"1,444.7 (1,370.8, 1,521.7)","8 (1, 32)",295,stable,"-0.1 (-0.7, 0.6)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Williamsburg County  6,***,"1,430.2 (1,338.4, 1,526.5)","9 (1, 37)",191,stable,"-0.2 (-1.1, 0.8)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Pickens County  6,***,"1,422.9 (1,372.3, 1,475.0)","10 (3, 27)",608,stable,"-0.3 (-0.7, 0.1)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Spartanburg County  6,***,"1,420.1 (1,387.7, 1,453.0)","11 (4, 23)",1507,falling,"-0.5 (-0.9, -0.2)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
York County  6,***,"1,419.5 (1,382.3, 1,457.5)","12 (4, 24)",1166,falling,"-1.0 (-1.6, -0.4)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Florence County  6,***,"1,417.9 (1,370.4, 1,466.6)","13 (3, 27)",700,stable,"-1.6 (-3.9, 0.7)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
McCormick County  6,***,"1,416.0 (1,274.3, 1,569.4)","14 (1, 43)",82,stable,"-0.4 (-1.6, 0.9)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Greenville County  6,***,"1,409.3 (1,383.7, 1,435.3)","15 (6, 23)",2373,falling,"-0.7 (-0.9, -0.4)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Marlboro County  6,***,"1,405.7 (1,302.4, 1,515.1)","16 (1, 40)",142,stable,"-0.2 (-1.4, 1.0)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Anderson County  6,***,"1,393.3 (1,355.4, 1,432.1)","17 (6, 30)",1045,falling,"-1.0 (-1.3, -0.7)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Dorchester County  6,***,"1,380.3 (1,331.8, 1,430.1)","18 (5, 36)",657,falling,"-2.1 (-2.6, -1.6)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Chesterfield County  6,***,"1,376.1 (1,298.5, 1,457.2)","19 (3, 40)",245,stable,"0.2 (-0.6, 1.1)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Oconee County  6,***,"1,374.1 (1,318.7, 1,431.2)","20 (5, 38)",487,falling,"-1.0 (-1.6, -0.5)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Lancaster County  6,***,"1,372.4 (1,318.3, 1,428.2)","21 (5, 37)",507,stable,"-0.1 (-1.0, 0.8)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Georgetown County  6,***,"1,366.4 (1,307.2, 1,427.6)","22 (5, 38)",431,stable,"-0.5 (-1.3, 0.3)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Darlington County  6,***,"1,361.4 (1,298.4, 1,426.8)","23 (5, 39)",364,stable,"-0.5 (-1.1, 0.2)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Abbeville County  6,***,"1,355.9 (1,257.3, 1,460.1)","24 (3, 42)",145,stable,"-0.4 (-1.4, 0.5)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Charleston County  6,***,"1,352.7 (1,324.6, 1,381.3)","25 (15, 35)",1849,falling,"-1.4 (-1.8, -0.9)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Lexington County  6,***,"1,342.8 (1,309.8, 1,376.3)","26 (16, 37)",1317,falling,"-1.0 (-1.5, -0.4)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Dillon County  6,***,"1,337.7 (1,242.0, 1,438.8)","27 (4, 43)",150,stable,"-0.6 (-1.9, 0.7)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Calhoun County  6,***,"1,335.5 (1,211.9, 1,468.2)","28 (2, 45)",90,stable,"-0.8 (-2.6, 1.0)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Berkeley County  6,***,"1,333.0 (1,291.7, 1,375.4)","29 (15, 39)",850,falling,"-1.4 (-1.9, -0.9)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Fairfield County  6,***,"1,331.9 (1,230.6, 1,439.5)","30 (4, 44)",135,falling,"-1.2 (-1.8, -0.6)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Newberry County  6,***,"1,328.1 (1,246.2, 1,413.8)","31 (6, 43)",203,stable,"-0.7 (-1.6, 0.2)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Richland County  6,***,"1,324.5 (1,294.1, 1,355.4)","32 (20, 39)",1531,falling,"-1.5 (-2.0, -1.0)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Kershaw County  6,***,"1,322.3 (1,258.5, 1,388.6)","33 (10, 42)",333,falling,"-1.5 (-2.2, -0.8)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Greenwood County  6,***,"1,320.4 (1,258.8, 1,384.3)","34 (11, 42)",353,falling,"-0.7 (-1.3, -0.1)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Horry County  6,***,"1,316.5 (1,289.3, 1,344.2)","35 (23, 40)",1920,falling,"-6.8 (-11.5, -1.9)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Bamberg County  6,***,"1,314.7 (1,189.7, 1,449.3)","36 (3, 46)",84,falling,"-1.3 (-2.2, -0.4)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Orangeburg County  6,***,"1,311.3 (1,257.7, 1,366.6)","37 (16, 41)",465,falling,"-1.0 (-1.7, -0.3)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Clarendon County  6,***,"1,288.0 (1,207.7, 1,372.3)","38 (12, 45)",200,falling,"-3.7 (-6.5, -0.8)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Saluda County  6,***,"1,242.8 (1,136.8, 1,356.0)","39 (12, 46)",103,stable,"-0.8 (-2.0, 0.5)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Barnwell County  6,***,"1,231.1 (1,125.0, 1,344.6)","40 (14, 46)",103,stable,"-1.2 (-2.6, 0.3)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Beaufort County  6,***,"1,223.6 (1,190.1, 1,257.7)","41 (36, 45)",1101,falling,"-1.9 (-2.3, -1.5)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Hampton County  6,***,"1,208.9 (1,098.8, 1,327.1)","42 (18, 46)",91,falling,"-1.5 (-2.9, -0.1)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Jasper County  6,***,"1,208.7 (1,113.9, 1,309.6)","43 (22, 46)",130,stable,"-0.9 (-2.2, 0.5)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Aiken County  6,***,"1,178.7 (1,141.5, 1,216.7)","44 (39, 46)",785,falling,"-1.2 (-2.1, -0.4)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Edgefield County  6,***,"1,160.3 (1,069.3, 1,257.0)","45 (34, 46)",124,falling,"-1.5 (-2.8, -0.1)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Allendale County  6,***,"1,156.5 (1,003.2, 1,327.0)","46 (14, 46)",43,stable,"-1.3 (-2.7, 0.2)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
South Carolina  6,***,"233.1 (231.1, 235.0)",,12042,stable,"-1.4 (-2.9, 0.0)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
US (SEER+NPCR)  1,***,"227.6 (227.4, 227.9)",,750329,stable,"-0.7 (-1.8, 0.5)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Lee County  6,***,"273.0 (239.3, 310.4)","1 (1, 37)",54,stable,"-0.1 (-2.4, 2.3)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Union County  6,***,"266.2 (239.6, 295.1)","2 (1, 35)",83,stable,"0.7 (-0.9, 2.3)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Colleton County  6,***,"264.7 (241.4, 289.7)","3 (1, 32)",109,stable,"0.1 (-1.3, 1.6)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Chester County  6,***,"263.5 (239.5, 289.3)","4 (1, 32)",99,stable,"0.0 (-1.2, 1.2)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Laurens County  6,***,"263.2 (246.1, 281.2)","5 (1, 22)",195,rising,"0.8 (0.2, 1.4)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Georgetown County  6,***,"260.0 (241.4, 279.8)","6 (1, 29)",177,rising,"1.5 (0.5, 2.4)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Cherokee County  6,***,"257.2 (238.6, 277.0)","7 (1, 33)",152,stable,"0.1 (-0.9, 1.0)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Sumter County  6,***,"255.7 (241.8, 270.2)","8 (1, 26)",274,stable,"-0.2 (-1.0, 0.7)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Dillon County  6,***,"255.0 (229.8, 282.2)","9 (1, 39)",83,stable,"0.3 (-1.2, 1.8)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Marion County  6,***,"253.8 (229.0, 280.8)","10 (1, 40)",87,stable,"0.7 (-0.2, 1.7)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Williamsburg County  6,***,"252.8 (228.5, 279.2)","11 (1, 40)",91,stable,"0.1 (-1.2, 1.4)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Pickens County  6,***,"251.8 (238.5, 265.7)","12 (2, 30)",294,stable,"0.2 (-0.3, 0.7)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Bamberg County  6,***,"251.0 (213.2, 293.9)","13 (1, 44)",38,stable,"-0.3 (-2.5, 1.9)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Anderson County  6,***,"250.5 (240.5, 260.9)","14 (3, 26)",511,stable,"0.0 (-0.5, 0.5)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Abbeville County  6,***,"246.1 (218.2, 276.8)","15 (1, 43)",65,stable,"1.2 (-0.4, 2.8)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Spartanburg County  6,***,"245.7 (237.7, 253.9)","16 (6, 28)",763,stable,"-0.2 (-0.4, 0.0)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Chesterfield County  6,***,"245.7 (226.0, 266.7)","17 (1, 40)",126,stable,"0.8 (-0.2, 1.8)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Saluda County  6,***,"244.2 (214.2, 277.6)","18 (1, 44)",53,stable,"1.4 (-0.2, 2.9)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Lancaster County  6,***,"239.1 (224.8, 254.3)","19 (6, 40)",220,stable,"-0.1 (-1.0, 0.9)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
McCormick County  6,***,"236.7 (194.7, 287.0)","20 (1, 46)",28,stable,"-0.9 (-3.7, 2.0)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Greenville County  6,***,"236.4 (230.3, 242.6)","21 (14, 35)",1203,falling,"-0.5 (-0.8, -0.2)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Darlington County  6,***,"235.7 (219.6, 252.8)","22 (6, 42)",177,stable,"-0.1 (-0.8, 0.5)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Oconee County  6,***,"235.6 (220.0, 252.2)","23 (6, 42)",196,stable,"0.0 (-1.0, 1.1)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Kershaw County  6,***,"234.1 (217.5, 251.7)","24 (7, 43)",164,stable,"-0.6 (-1.5, 0.2)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Lexington County  6,***,"233.7 (225.8, 241.9)","25 (15, 39)",707,stable,"-1.2 (-7.9, 5.9)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Marlboro County  6,***,"233.5 (208.9, 260.4)","26 (2, 44)",70,stable,"-0.1 (-1.3, 1.1)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Orangeburg County  6,***,"232.4 (217.9, 247.7)","27 (9, 42)",219,stable,"-0.7 (-1.3, 0.0)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Florence County  6,***,"231.8 (220.5, 243.6)","28 (13, 41)",338,stable,"-0.4 (-1.1, 0.3)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Jasper County  6,***,"231.6 (206.8, 258.8)","29 (2, 44)",70,stable,"0.8 (-0.5, 2.1)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Dorchester County  6,***,"231.3 (220.6, 242.4)","30 (14, 41)",368,stable,"-0.6 (-1.1, 0.0)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Berkeley County  6,***,"231.0 (221.7, 240.6)","31 (15, 40)",486,stable,"-0.5 (-0.9, 0.0)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Greenwood County  6,***,"230.9 (214.8, 248.0)","32 (8, 43)",165,stable,"-0.2 (-1.0, 0.6)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Clarendon County  6,***,"230.4 (207.6, 255.2)","33 (4, 44)",87,stable,"0.2 (-1.2, 1.7)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Hampton County  6,***,"229.5 (200.6, 261.7)","34 (2, 46)",49,stable,"-0.3 (-1.5, 1.0)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Richland County  6,***,"228.7 (221.8, 235.7)","35 (19, 41)",879,falling,"-0.9 (-1.4, -0.5)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
York County  6,***,"228.3 (220.2, 236.7)","36 (19, 41)",619,stable,"-0.7 (-1.5, 0.2)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Calhoun County  6,***,"227.4 (194.3, 265.2)","37 (1, 46)",40,stable,"-0.2 (-2.6, 2.3)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Fairfield County  6,***,"226.1 (199.9, 255.2)","38 (4, 46)",64,stable,"-0.9 (-1.8, 0.0)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Charleston County  6,***,"225.7 (218.9, 232.5)","39 (22, 42)",926,falling,"-1.0 (-1.4, -0.7)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Newberry County  6,***,"224.5 (203.2, 247.4)","40 (7, 45)",92,stable,"-0.7 (-2.1, 0.8)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Horry County  6,***,"215.3 (208.1, 222.8)","41 (33, 44)",771,stable,"-5.6 (-11.6, 0.8)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Barnwell County  6,***,"210.0 (182.9, 240.2)","42 (11, 46)",48,stable,"-1.2 (-2.5, 0.2)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Allendale County  6,***,"208.0 (168.7, 254.6)","43 (3, 46)",22,stable,"-1.0 (-3.2, 1.2)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Aiken County  6,***,"206.3 (196.4, 216.6)","44 (36, 45)",365,stable,"-5.9 (-12.4, 1.2)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Beaufort County  6,***,"190.1 (180.6, 200.1)","45 (42, 46)",344,falling,"-2.0 (-2.9, -1.1)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Edgefield County  6,***,"185.0 (163.0, 209.4)","46 (38, 46)",56,stable,"-0.9 (-2.3, 0.5)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
South Carolina  6,***,"1,946.5 (1,932.6, 1,960.3)",,15804,falling,"-2.5 (-3.9, -1.2)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
US (SEER+NPCR)  1,***,"1,975.9 (1,974.1, 1,977.7)",,952920,falling,"-1.2 (-1.4, -1.0)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Union County  6,***,"2,257.1 (2,078.3, 2,447.4)","1 (1, 16)",121,stable,"0.3 (-1.1, 1.6)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Chester County  6,***,"2,122.6 (1,953.6, 2,302.3)","2 (1, 31)",120,stable,"-7.1 (-17.4, 4.5)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
York County  6,***,"2,109.8 (2,039.9, 2,181.6)","3 (1, 16)",724,falling,"-1.0 (-1.6, -0.3)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Colleton County  6,***,"2,099.9 (1,949.9, 2,258.6)","4 (1, 31)",150,stable,"-0.9 (-2.0, 0.2)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Greenville County  6,***,"2,056.8 (2,010.0, 2,104.5)","5 (2, 18)",1508,falling,"-0.7 (-1.0, -0.4)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Pickens County  6,***,"2,056.0 (1,965.6, 2,149.5)","6 (1, 26)",396,stable,"-0.2 (-0.9, 0.4)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Spartanburg County  6,***,"2,038.3 (1,980.0, 2,098.0)","7 (2, 22)",952,falling,"-0.6 (-1.2, -0.1)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Florence County  6,***,"2,036.6 (1,951.0, 2,125.1)","8 (1, 27)",442,falling,"-3.1 (-5.9, -0.2)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Marion County  6,***,"2,034.3 (1,868.6, 2,210.8)","9 (1, 38)",117,stable,"-0.7 (-2.1, 0.7)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Cherokee County  6,***,"2,028.1 (1,896.4, 2,166.7)","10 (1, 35)",183,stable,"-0.1 (-0.9, 0.6)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Dorchester County  6,***,"2,016.4 (1,925.4, 2,110.5)","11 (2, 31)",395,falling,"-1.7 (-2.3, -1.1)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Sumter County  6,***,"2,013.3 (1,916.3, 2,114.0)","12 (2, 31)",328,stable,"-0.5 (-1.5, 0.4)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Oconee County  6,***,"2,009.2 (1,912.8, 2,109.2)","13 (2, 32)",338,falling,"-1.4 (-2.0, -0.7)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Laurens County  6,***,"1,993.9 (1,878.5, 2,114.5)","14 (2, 35)",229,stable,"-0.8 (-1.5, 0.0)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Anderson County  6,***,"1,986.6 (1,919.4, 2,055.7)","15 (4, 30)",673,falling,"-1.2 (-1.7, -0.8)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
McCormick County  6,***,"1,980.7 (1,749.5, 2,234.1)","16 (1, 44)",58,stable,"-0.6 (-2.1, 1.0)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Williamsburg County  6,***,"1,979.9 (1,820.8, 2,149.2)","17 (1, 40)",119,stable,"-0.1 (-1.1, 0.9)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Charleston County  6,***,"1,964.1 (1,912.7, 2,016.4)","18 (8, 30)",1165,falling,"-1.4 (-1.9, -0.9)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Marlboro County  6,***,"1,944.4 (1,761.5, 2,141.1)","19 (1, 44)",86,stable,"-0.5 (-1.9, 0.9)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Lexington County  6,***,"1,938.9 (1,878.4, 2,000.9)","20 (10, 34)",808,falling,"-1.1 (-1.6, -0.5)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Horry County  6,***,"1,937.6 (1,889.2, 1,986.9)","21 (12, 33)",1322,falling,"-7.2 (-12.5, -1.6)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Lancaster County  6,***,"1,937.5 (1,845.0, 2,033.5)","22 (5, 38)",345,stable,"0.0 (-1.0, 1.1)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Abbeville County  6,***,"1,918.6 (1,748.2, 2,101.2)","23 (2, 43)",95,stable,"-1.0 (-2.0, 0.1)",South Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
