County,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate†cases per 100,000(95% Confidence Interval)",CI*Rank&fork;(95% Confidence Interval),Average Annual Count,Recent Trend,Recent 5-Year Trend‡ in Incidence Rates(95% Confidence Interval),State,Cancer,Race/Ethnicity,Sex,Age,Area,Parish
Lubbock County  6,***,"369.8 (356.0, 383.9)","140 (94, 177)",569,stable,"1.8 (-0.8, 4.4)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Jim Wells County  6,***,"369.2 (334.4, 406.7)","141 (32, 213)",87,stable,"0.0 (-1.4, 1.5)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Maverick County  6,***,"368.9 (337.5, 402.4)","142 (44, 208)",103,rising,"1.6 (0.3, 2.8)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Caldwell County  6,***,"368.4 (333.8, 405.7)","143 (29, 209)",87,falling,"-1.4 (-2.5, -0.2)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Bailey County  6,***,"368.1 (284.5, 468.6)","144 (2, 236)",14,stable,"0.9 (-2.6, 4.6)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Jefferson County  6,***,"366.8 (352.7, 381.4)","145 (99, 182)",541,falling,"-1.4 (-1.9, -0.9)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Montgomery County  6,***,"366.4 (356.6, 376.4)","146 (110, 175)",1108,falling,"-1.7 (-2.0, -1.3)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Galveston County  6,***,"366.0 (353.7, 378.7)","147 (105, 180)",700,falling,"-1.5 (-2.1, -0.8)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Franklin County  6,***,"365.8 (302.0, 440.0)","148 (4, 231)",27,stable,"0.1 (-1.6, 1.7)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Harris County  6,***,"365.3 (361.7, 369.0)","149 (128, 167)",8028,falling,"-1.1 (-1.4, -0.8)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Dickens County  6,***,"365.2 (229.5, 563.6)","150 (1, 242)",6,stable,"33.4 (-8.8, 95.2)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Cottle County  6,***,"364.6 (227.4, 576.0)","151 (1, 242)",5,stable,"-2.8 (-8.1, 2.8)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Erath County  6,***,"364.1 (328.2, 403.0)","152 (35, 215)",80,stable,"0.2 (-1.1, 1.5)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Karnes County  6,***,"363.0 (302.9, 431.7)","153 (9, 230)",29,stable,"0.0 (-2.0, 2.1)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Waller County  6,***,"362.8 (328.4, 399.8)","154 (44, 215)",86,stable,"0.0 (-1.1, 1.0)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Jack County  6,***,"360.9 (289.1, 446.5)","155 (4, 236)",19,stable,"-1.4 (-4.0, 1.2)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Menard County  6,***,"360.2 (235.5, 541.9)","156 (1, 241)",7,stable,"-2.2 (-7.1, 3.0)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
El Paso County  6,***,"357.8 (349.8, 366.0)","157 (130, 183)",1559,rising,"0.6 (0.1, 1.0)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Deaf Smith County  6,***,"357.7 (304.5, 417.3)","158 (15, 227)",34,stable,"0.1 (-1.6, 1.8)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Camp County  6,***,"357.3 (300.3, 422.6)","159 (9, 232)",30,stable,"1.1 (-1.4, 3.6)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Mills County  6,***,"356.2 (268.4, 467.3)","160 (2, 238)",14,stable,"0.0 (-3.5, 3.6)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Shelby County  6,***,"355.7 (314.4, 401.1)","161 (36, 222)",57,stable,"0.1 (-1.2, 1.4)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Somervell County  6,***,"355.0 (287.2, 435.2)","162 (6, 234)",21,stable,"1.5 (-1.2, 4.4)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Coleman County  6,***,"353.7 (289.7, 429.9)","163 (8, 235)",25,stable,"-1.1 (-3.5, 1.3)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Lamb County  6,***,"353.6 (295.2, 420.4)","164 (13, 232)",29,stable,"0.5 (-1.2, 2.1)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Callahan County  6,***,"353.6 (301.6, 412.8)","165 (20, 230)",37,stable,"-1.0 (-2.5, 0.6)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Wilson County  6,***,"353.5 (322.8, 386.5)","166 (68, 216)",104,stable,"-0.8 (-2.3, 0.7)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Nueces County  6,***,"352.6 (341.0, 364.6)","167 (129, 194)",727,falling,"-0.8 (-1.3, -0.3)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Hockley County  6,***,"352.5 (307.3, 402.7)","168 (37, 225)",46,stable,"-0.4 (-2.2, 1.4)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Howard County  6,***,"352.1 (313.4, 394.3)","169 (51, 222)",64,falling,"-1.9 (-2.9, -0.9)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Bandera County  6,***,"351.2 (308.7, 398.8)","170 (27, 225)",64,stable,"-0.5 (-1.4, 0.4)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Andrews County  6,***,"349.7 (293.7, 413.1)","171 (17, 231)",28,falling,"-2.3 (-4.1, -0.5)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Kendall County  6,***,"349.5 (318.8, 382.7)","172 (73, 219)",104,stable,"-0.8 (-2.5, 1.0)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Crane County  6,***,"349.5 (249.1, 476.3)","173 (1, 241)",8,stable,"-1.5 (-4.6, 1.7)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Pecos County  6,***,"348.2 (290.1, 414.6)","174 (16, 234)",26,stable,"0.5 (-2.2, 3.3)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Austin County  6,***,"348.1 (310.6, 389.2)","175 (60, 224)",69,stable,"-1.1 (-2.8, 0.5)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Scurry County  6,***,"347.5 (293.4, 408.8)","176 (21, 232)",32,falling,"-2.2 (-3.8, -0.7)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Leon County  6,***,"347.4 (299.7, 401.2)","177 (27, 229)",45,stable,"-0.5 (-2.2, 1.2)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Live Oak County  6,***,"347.3 (289.1, 414.9)","178 (22, 234)",28,stable,"1.0 (-1.6, 3.8)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Brazos County  6,***,"346.4 (328.7, 364.8)","179 (119, 206)",297,falling,"-1.8 (-2.5, -1.2)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Fort Bend County  6,***,"345.5 (336.8, 354.4)","180 (148, 198)",1282,falling,"-1.4 (-1.6, -1.1)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Upton County  6,***,"344.9 (234.9, 489.0)","181 (1, 241)",7,*,*,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Gillespie County  6,***,"343.1 (304.8, 385.3)","182 (59, 224)",81,stable,"-0.6 (-1.5, 0.3)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Hansford County  6,***,"342.1 (252.7, 453.3)","183 (3, 241)",10,stable,"1.0 (-1.8, 3.9)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Washington County  6,***,"340.6 (306.2, 377.9)","184 (71, 225)",85,stable,"0.0 (-4.8, 5.0)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
San Augustine County  6,***,"340.5 (275.8, 417.7)","185 (15, 237)",25,stable,"-1.0 (-3.4, 1.4)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Frio County  6,***,"339.8 (285.3, 401.7)","186 (31, 234)",29,stable,"-0.6 (-2.2, 1.0)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Atascosa County  6,***,"338.8 (308.2, 371.7)","187 (94, 222)",94,falling,"-1.3 (-2.0, -0.5)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Willacy County  6,***,"337.8 (289.6, 391.7)","188 (36, 231)",37,stable,"0.6 (-1.4, 2.5)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Llano County  6,***,"335.2 (295.4, 380.2)","189 (73, 230)",74,stable,"-1.2 (-2.5, 0.2)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Hudspeth County  6,***,"334.6 (228.4, 473.4)","190 (1, 241)",7,*,*,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Terry County  6,***,"333.9 (273.6, 403.7)","191 (24, 237)",24,stable,"-0.4 (-3.1, 2.3)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Archer County  6,***,"333.8 (272.4, 406.7)","192 (32, 236)",22,stable,"0.5 (-2.3, 3.4)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Briscoe County  6,***,"332.8 (198.0, 539.8)","193 (1, 242)",4,*,*,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Dimmit County  6,***,"332.7 (268.3, 407.9)","194 (15, 237)",20,stable,"1.4 (-2.6, 5.4)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Mason County  6,***,"332.3 (240.8, 451.8)","195 (3, 241)",11,stable,"-1.0 (-4.1, 2.2)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Parmer County  6,***,"331.8 (264.7, 411.0)","196 (16, 238)",18,stable,"-0.3 (-3.1, 2.6)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Reagan County  6,***,"331.6 (214.8, 487.1)","197 (1, 242)",5,stable,"-1.8 (-7.0, 3.8)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Zavala County  6,***,"328.2 (266.4, 400.0)","198 (20, 238)",21,stable,"1.6 (-0.7, 4.0)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Nacogdoches County  6,***,"327.7 (300.9, 356.3)","199 (117, 225)",118,falling,"-2.2 (-3.1, -1.3)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Cameron County  6,***,"327.4 (316.7, 338.3)","200 (171, 213)",731,stable,"-0.2 (-0.7, 0.3)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Schleicher County  6,***,"327.2 (219.3, 472.9)","201 (1, 242)",6,stable,"0.3 (-4.0, 4.9)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Robertson County  6,***,"325.9 (278.7, 379.1)","202 (41, 234)",38,stable,"-1.3 (-2.7, 0.1)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Yoakum County  6,***,"324.9 (250.0, 414.8)","203 (10, 240)",13,stable,"-1.2 (-4.6, 2.3)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Titus County  6,***,"324.4 (287.9, 364.4)","204 (102, 230)",59,falling,"-2.3 (-3.9, -0.6)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Real County  6,***,"324.0 (234.8, 445.5)","205 (3, 240)",10,stable,"1.5 (-1.8, 5.0)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Collingsworth County  6,***,"323.9 (211.3, 475.9)","206 (1, 242)",6,stable,"-1.9 (-6.6, 3.1)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Tyler County  6,***,"322.4 (279.2, 371.0)","207 (63, 232)",49,stable,"-1.0 (-2.7, 0.7)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Garza County  6,***,"322.4 (234.8, 434.0)","208 (4, 241)",9,stable,"1.1 (-3.1, 5.5)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Motley County  6,***,"322.0 (162.5, 595.3)","209 (1, 242)",3,*,*,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Reeves County  6,***,"321.7 (261.6, 391.5)","210 (30, 238)",21,stable,"-2.1 (-4.3, 0.2)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Duval County  6,***,"316.6 (258.3, 384.7)","211 (41, 238)",22,stable,"-0.8 (-3.1, 1.6)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Newton County  6,***,"314.4 (263.4, 373.2)","212 (55, 238)",31,stable,"0.3 (-2.0, 2.7)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Concho County  6,***,"313.6 (199.0, 476.7)","213 (1, 242)",6,stable,"2.5 (-0.8, 6.0)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Lynn County  6,***,"310.4 (232.3, 407.8)","214 (9, 241)",11,stable,"1.1 (-2.2, 4.5)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Hidalgo County  6,***,"308.4 (300.6, 316.3)","215 (192, 223)",1210,falling,"-0.4 (-0.6, -0.1)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Sutton County  6,***,"308.2 (211.0, 436.1)","216 (3, 242)",7,falling,"-3.8 (-6.9, -0.7)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Swisher County  6,***,"307.5 (235.9, 394.9)","217 (20, 240)",14,stable,"-0.1 (-2.0, 1.8)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Webb County  6,***,"307.1 (293.0, 321.7)","218 (187, 227)",364,stable,"-0.1 (-0.9, 0.7)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Carson County  6,***,"306.3 (230.0, 401.1)","219 (19, 240)",12,stable,"-1.2 (-4.1, 1.7)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
La Salle County  6,***,"302.7 (225.6, 398.3)","220 (13, 241)",11,stable,"1.0 (-3.1, 5.2)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Kimble County  6,***,"302.4 (216.8, 414.7)","221 (8, 242)",11,stable,"-1.3 (-5.0, 2.5)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Hemphill County  6,***,"302.4 (205.9, 429.0)","222 (5, 242)",7,stable,"-0.1 (-3.9, 4.0)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Brooks County  6,***,"298.2 (229.1, 382.6)","223 (41, 241)",14,stable,"0.7 (-2.3, 3.9)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Gaines County  6,***,"291.2 (240.4, 349.2)","224 (97, 240)",24,stable,"-1.0 (-3.6, 1.8)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Martin County  6,***,"290.9 (204.2, 401.5)","225 (11, 242)",8,stable,"1.3 (-3.7, 6.7)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Hardeman County  6,***,"288.0 (199.4, 405.5)","226 (13, 242)",8,falling,"-3.3 (-6.3, -0.1)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Hartley County  6,***,"283.6 (202.9, 387.8)","227 (22, 242)",9,stable,"0.7 (-2.6, 4.1)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Donley County  6,***,"279.7 (176.4, 422.0)","228 (3, 242)",6,stable,"-1.0 (-5.3, 3.5)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Lipscomb County  6,***,"275.5 (175.5, 412.2)","229 (10, 242)",5,falling,"-4.5 (-8.1, -0.8)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Oldham County  6,***,"275.1 (158.2, 451.4)","230 (2, 242)",3,stable,"2.9 (-16.8, 27.3)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
San Saba County  6,***,"273.8 (200.4, 367.9)","231 (52, 242)",12,falling,"-4.0 (-7.3, -0.6)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Sherman County  6,***,"272.8 (173.5, 410.8)","232 (6, 242)",5,stable,"2.3 (-2.7, 7.6)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Castro County  6,***,"267.8 (202.0, 348.9)","233 (86, 242)",12,stable,"-1.2 (-4.9, 2.6)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Brewster County  6,***,"267.1 (209.5, 336.9)","234 (126, 241)",17,stable,"-2.1 (-4.9, 0.7)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Shackelford County  6,***,"263.0 (178.1, 379.8)","235 (26, 242)",7,falling,"-5.5 (-9.0, -1.8)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Zapata County  6,***,"262.0 (209.6, 323.3)","236 (135, 241)",18,stable,"0.8 (-1.7, 3.4)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Jim Hogg County  6,***,"258.7 (180.6, 359.8)","237 (28, 242)",8,stable,"-2.3 (-7.0, 2.7)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Cochran County  6,***,"255.2 (162.5, 386.0)","238 (16, 242)",5,stable,"-2.8 (-6.5, 0.9)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Crockett County  6,***,"246.0 (164.8, 357.0)","239 (46, 242)",6,stable,"0.0 (-4.5, 4.8)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Edwards County  6,***,"208.7 (110.4, 372.2)","240 (18, 242)",3,falling,"-6.3 (-10.3, -2.0)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Presidio County  6,***,"159.7 (109.2, 226.4)","241 (229, 242)",7,stable,"1.2 (-6.7, 9.7)",Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Jeff Davis County  6,***,"158.7 (83.9, 316.3)","242 (151, 242)",4,*,*,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Borden County  6,***,*,*,3 or fewer,*,*,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Culberson County  6,***,*,*,3 or fewer,*,*,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Glasscock County  6,***,*,*,3 or fewer,*,*,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Kenedy County  6,***,*,*,3 or fewer,*,*,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Kent County  6,***,*,*,3 or fewer,*,*,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
King County  6,***,*,*,3 or fewer,*,*,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Loving County  6,***,*,*,3 or fewer,*,*,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
McMullen County  6,***,*,*,3 or fewer,*,*,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Roberts County  6,***,*,*,3 or fewer,*,*,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Sterling County  6,***,*,*,3 or fewer,*,*,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Terrell County  6,***,*,*,3 or fewer,*,*,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Throckmorton County  6,***,*,*,3 or fewer,*,*,Texas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Utah  7,***,"444.5 (439.2, 449.8)",,5634,stable,"0.3 (-0.9, 1.6)",Utah,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
US (SEER+NPCR)  1,***,"487.4 (486.9, 487.8)",,859984,falling,"-1.1 (-1.7, -0.5)",Utah,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Beaver County  7,***,"579.8 (468.5, 709.5)","1 (1, 22)",20,stable,"0.5 (-0.6, 1.7)",Utah,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Duchesne County  7,***,"519.8 (454.9, 591.3)","2 (1, 21)",48,stable,"-0.1 (-1.0, 0.7)",Utah,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Summit County  7,***,"519.3 (471.1, 571.1)","3 (1, 14)",108,stable,"0.2 (-0.5, 1.0)",Utah,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Tooele County  7,***,"516.9 (475.1, 561.2)","4 (1, 13)",127,stable,"-0.2 (-0.9, 0.4)",Utah,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Iron County  7,***,"497.1 (455.6, 541.3)","5 (1, 19)",113,stable,"-0.5 (-1.1, 0.1)",Utah,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Daggett County  7,***,"486.3 (318.8, 741.8)","6 (1, 29)",5,*,*,Utah,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Garfield County  7,***,"486.3 (384.3, 609.2)","7 (1, 27)",17,stable,"-1.2 (-3.1, 0.7)",Utah,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Piute County  7,***,"485.5 (289.7, 770.5)","8 (1, 29)",5,*,*,Utah,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Grand County  7,***,"471.8 (396.0, 558.8)","9 (1, 26)",30,stable,"-0.6 (-1.9, 0.6)",Utah,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Carbon County  7,***,"468.0 (412.9, 528.6)","10 (2, 25)",56,stable,"-0.4 (-1.2, 0.4)",Utah,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Morgan County  7,***,"466.0 (384.4, 559.4)","11 (1, 26)",24,stable,"-0.3 (-1.5, 0.8)",Utah,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Washington County  7,***,"458.3 (439.4, 477.9)","12 (6, 21)",486,stable,"-0.1 (-0.5, 0.2)",Utah,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Weber County  7,***,"456.3 (438.2, 475.0)","13 (7, 21)",505,stable,"2.5 (-2.8, 8.2)",Utah,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Davis County  7,***,"454.4 (437.8, 471.3)","14 (7, 21)",607,stable,"0.6 (-1.5, 2.8)",Utah,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Emery County  7,***,"450.1 (373.8, 537.8)","15 (2, 27)",26,stable,"-0.5 (-1.5, 0.5)",Utah,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Cache County  7,***,"448.5 (420.4, 477.9)","16 (6, 24)",197,rising,"9.8 (3.9, 16.0)",Utah,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Uintah County  7,***,"443.3 (395.3, 495.2)","17 (4, 26)",67,stable,"-0.1 (-0.6, 0.5)",Utah,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Salt Lake County  7,***,"442.8 (433.9, 451.8)","18 (11, 22)",2049,falling,"-1.7 (-2.0, -1.4)",Utah,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Kane County  7,***,"440.9 (361.6, 534.3)","19 (2, 27)",25,falling,"-1.3 (-2.3, -0.2)",Utah,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Sevier County  7,***,"438.5 (386.3, 496.0)","20 (4, 26)",53,stable,"-0.1 (-1.1, 0.9)",Utah,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Box Elder County  7,***,"426.2 (390.6, 464.2)","21 (8, 26)",109,falling,"-1.1 (-1.8, -0.4)",Utah,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Wasatch County  7,***,"423.5 (373.8, 477.8)","22 (6, 27)",59,stable,"-0.6 (-1.5, 0.3)",Utah,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Utah County  7,***,"421.9 (408.2, 435.9)","23 (15, 25)",765,falling,"-1.4 (-2.1, -0.8)",Utah,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Juab County  7,***,"413.0 (333.3, 505.6)","24 (3, 28)",20,stable,"0.0 (-1.5, 1.4)",Utah,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Rich County  7,***,"396.2 (267.4, 571.4)","25 (1, 29)",7,*,*,Utah,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Millard County  7,***,"395.1 (333.9, 464.7)","26 (7, 28)",31,stable,"-0.3 (-1.2, 0.7)",Utah,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Sanpete County  7,***,"317.9 (278.0, 361.9)","27 (24, 29)",48,falling,"-2.0 (-2.7, -1.2)",Utah,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Wayne County  7,***,"304.2 (199.6, 450.3)","28 (8, 29)",6,stable,"-1.7 (-3.7, 0.2)",Utah,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
San Juan County  7,***,"257.5 (207.0, 316.6)","29 (26, 29)",19,stable,"-0.5 (-1.6, 0.6)",Utah,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Utah  7,***,"376.2 (371.6, 380.9)",,5198,rising,"0.5 (0.4, 0.6)",Utah,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
US (SEER+NPCR)  1,***,"422.7 (422.3, 423.2)",,843265,stable,"-0.8 (-1.6, 0.1)",Utah,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Duchesne County  7,***,"460.6 (399.0, 528.7)","1 (1, 13)",41,rising,"1.3 (0.5, 2.2)",Utah,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Kane County  7,***,"413.2 (329.7, 512.6)","2 (1, 24)",21,stable,"1.0 (-0.1, 2.1)",Utah,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Wasatch County  7,***,"405.7 (357.5, 458.4)","3 (1, 21)",55,stable,"0.5 (-0.4, 1.5)",Utah,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Beaver County  7,***,"399.3 (306.1, 511.9)","4 (1, 26)",13,stable,"0.7 (-0.9, 2.4)",Utah,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Millard County  7,***,"391.0 (325.4, 466.2)","5 (1, 24)",28,rising,"1.3 (0.2, 2.4)",Utah,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Cache County  7,***,"389.7 (364.4, 416.3)","6 (2, 19)",183,rising,"0.8 (0.2, 1.5)",Utah,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Salt Lake County  7,***,"389.6 (381.9, 397.3)","7 (3, 14)",2048,rising,"0.3 (0.1, 0.5)",Utah,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
