,County,Average Annual Count,Recent Trend,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000",CI*Rank,Recent 5-Year Trend in Incidence Rates
6,McPherson County  6,11,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,545.4 ,5 ,4.1 
7,Hanson County  6,9,rising,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,538.2 ,6 ,6.1 
8,McCook County  6,20,rising,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,538.2 ,7 ,2.3 
9,Kingsbury County  6,20,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,531.0 ,8 ,1.3 
10,Edmunds County  6,14,rising,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,529.5 ,9 ,5.4 
11,Mellette County  6,5,*,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,512.0 ,10 ,*
12,Brule County  6,18,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,511.9 ,11 ,1.0 
13,Haakon County  6,8,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,494.6 ,12 ,1.0 
14,Spink County  6,22,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,492.9 ,13 ,1.3 
15,Jones County  6,3,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,491.6 ,14 ,-1.4 
16,Faulk County  6,8,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,475.8 ,15 ,2.3 
17,Minnehaha County  6,463,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,471.7 ,16 ,0.3 
18,Hand County  6,11,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,470.2 ,17 ,3.3 
19,Hughes County  6,52,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,467.7 ,18 ,0.8 
20,Brookings County  6,71,falling,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,464.2 ,19 ,-12.6 
21,Clark County  6,12,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,462.1 ,20 ,2.6 
22,Union County  6,43,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,460.6 ,21 ,0.1 
23,Todd County  6,15,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,458.0 ,22 ,1.8 
24,Davison County  6,60,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,457.2 ,23 ,0.1 
25,Hutchinson County  6,23,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,457.1 ,24 ,1.6 
26,Fall River County  6,27,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,455.2 ,25 ,-1.6 
27,Brown County  6,105,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,445.1 ,26 ,0.3 
28,Tripp County  6,19,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,443.5 ,27 ,0.1 
29,Clay County  6,28,rising,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,440.2 ,28 ,2.6 
30,Dewey County  6,11,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,438.9 ,29 ,0.2 
31,Turner County  6,26,rising,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,435.9 ,30 ,2.7 
32,Codington County  6,81,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,435.2 ,31 ,1.3 
33,Butte County  6,30,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,434.5 ,32 ,0.0 
34,Meade County  6,64,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,434.0 ,33 ,1.4 
35,Stanley County  6,8,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,431.8 ,34 ,0.2 
36,Gregory County  6,12,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,430.5 ,35 ,1.4 
37,Pennington County  6,292,falling,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,424.0 ,36 ,-0.7 
38,Lawrence County  6,73,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,423.3 ,37 ,0.2 
39,Hamlin County  6,15,rising,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,420.9 ,38 ,3.9 
40,Bennett County  6,7,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,420.7 ,39 ,0.1 
41,Lincoln County  6,118,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,416.3 ,40 ,0.6 
42,Lake County  6,35,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,415.4 ,41 ,-0.8 
43,Buffalo County  6,3,*,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,414.9 ,42 ,*
44,Bon Homme County  6,18,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,412.0 ,43 ,1.3 
45,Day County  6,19,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,412.0 ,44 ,-0.7 
46,Beadle County  6,45,falling,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,407.7 ,45 ,-15.9 
47,Deuel County  6,13,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,406.7 ,46 ,-0.1 
48,Roberts County  6,25,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,395.3 ,47 ,1.3 
49,Lyman County  6,9,falling,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,379.9 ,48 ,-6.2 
50,Sanborn County  6,5,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,375.5 ,49 ,0.2 
51,Shannon County  6,19,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,373.3 ,50 ,-1.2 
52,Walworth County  6,15,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,372.8 ,51 ,0.9 
53,Perkins County  6,8,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,366.2 ,52 ,-20.1 
54,Sully County  6,3,*,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,366.0 ,53 ,*
55,Charles Mix County  6,22,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,365.9 ,54 ,-0.4 
56,Potter County  6,7,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,352.2 ,55 ,-0.6 
57,Custer County  6,25,falling,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,350.8 ,56 ,-3.7 
58,Jackson County  6,6,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,348.7 ,57 ,-0.1 
59,Yankton County  6,52,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,344.4 ,58 ,0.0 
60,Grant County  6,19,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,341.5 ,59 ,0.0 
61,Marshall County  6,11,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,332.8 ,60 ,0.0 
62,Campbell County  6,4,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,330.6 ,61 ,1.9 
63,Moody County  6,15,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,327.1 ,62 ,-1.1 
64,Jerauld County  6,6,stable,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,290.8 ,63 ,-2.4 
65,Corson County  6,5,*,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,256.2 ,64 ,*
66,Harding County  6,3 or fewer,*,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
67,Ziebach County  6,3 or fewer,*,South Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
2,Trousdale County  6,35,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,690.1 ,1 ,1.4 
3,Carroll County  6,113,rising,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,627.7 ,2 ,1.3 
4,Lewis County  6,49,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,621.6 ,3 ,0.0 
5,Hardeman County  6,99,rising,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,609.0 ,4 ,1.9 
6,Obion County  6,120,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,608.7 ,5 ,0.7 
7,Claiborne County  6,122,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,608.4 ,6 ,0.5 
8,Hancock County  6,29,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,608.4 ,7 ,2.1 
9,White County  6,104,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,597.2 ,8 ,-0.4 
10,Chester County  6,57,rising,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,596.7 ,9 ,2.8 
11,Macon County  6,78,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,588.0 ,10 ,-0.1 
12,Perry County  6,33,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,587.5 ,11 ,0.6 
13,Meigs County  6,49,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,587.1 ,12 ,0.8 
14,Henry County  6,140,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,584.2 ,13 ,-1.0 
15,Benton County  6,70,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,583.7 ,14 ,0.6 
16,Houston County  6,33,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,581.8 ,15 ,2.4 
17,Fentress County  6,70,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,572.3 ,16 ,-0.5 
18,Dickson County  6,169,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,572.1 ,17 ,0.3 
19,Marshall County  6,107,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,571.0 ,18 ,-0.4 
20,Humphreys County  6,71,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,569.4 ,19 ,0.0 
21,Marion County  6,107,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,568.7 ,20 ,-0.1 
22,Tipton County  6,183,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,567.9 ,21 ,-1.1 
23,Crockett County  6,50,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,567.8 ,22 ,1.1 
24,Campbell County  6,158,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,567.2 ,23 ,-0.6 
25,Maury County  6,284,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,566.1 ,24 ,-0.2 
26,Sevier County  6,346,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,560.2 ,25 ,-0.2 
27,Monroe County  6,174,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,555.2 ,26 ,-0.1 
28,McNairy County  6,95,rising,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,554.6 ,27 ,1.7 
29,Haywood County  6,59,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,552.7 ,28 ,6.4 
30,Stewart County  6,52,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,552.2 ,29 ,0.0 
31,Rhea County  6,115,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,550.3 ,30 ,-0.7 
32,Fayette County  6,159,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,549.4 ,31 ,0.6 
33,Scott County  6,69,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,549.2 ,32 ,0.4 
34,Weakley County  6,108,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,544.7 ,33 ,0.1 
35,Hawkins County  6,210,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,544.3 ,34 ,0.1 
36,Lawrence County  6,139,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,543.1 ,35 ,-0.2 
37,Loudon County  6,227,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,541.9 ,36 ,0.1 
38,Madison County  6,295,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,541.0 ,37 ,0.3 
39,Overton County  6,81,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,539.8 ,38 ,-1.1 
40,Blount County  6,450,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,538.1 ,39 ,-1.8 
41,Hickman County  6,84,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,537.7 ,40 ,-0.4 
42,Greene County  6,253,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,537.6 ,41 ,0.4 
43,Union County  6,66,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,537.4 ,42 ,-3.8 
44,Hamilton County  6,1106,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,536.7 ,43 ,-1.7 
45,Bedford County  6,135,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,534.9 ,44 ,0.7 
46,Cheatham County  6,121,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,533.8 ,45 ,-0.3 
47,Franklin County  6,145,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,533.1 ,46 ,-4.7 
48,Decatur County  6,47,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,531.4 ,47 ,0.4 
49,Hardin County  6,101,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,530.4 ,48 ,1.0 
50,Sequatchie County  6,54,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,530.4 ,49 ,-9.0 
51,Gibson County  6,155,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,530.2 ,50 ,0.1 
52,Hamblen County  6,200,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,527.7 ,51 ,-0.4 
53,Cocke County  6,130,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,527.0 ,52 ,-0.2 
54,Coffee County  6,169,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,525.9 ,53 ,-0.7 
55,Unicoi County  6,70,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,524.5 ,54 ,-10.1 
56,Jefferson County  6,185,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,524.0 ,55 ,0.0 
57,Clay County  6,32,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,523.1 ,56 ,-0.1 
58,Shelby County  6,2281,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,522.9 ,57 ,-1.1 
59,Knox County  6,1271,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,522.7 ,58 ,-0.4 
60,Sumner County  6,518,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,521.0 ,59 ,-1.4 
61,Sullivan County  6,558,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,518.3 ,60 ,-0.5 
62,Warren County  6,125,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,518.0 ,61 ,-0.6 
63,Wayne County  6,59,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,513.3 ,62 ,0.7 
64,Wilson County  6,382,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,513.0 ,63 ,-0.3 
65,Robertson County  6,194,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,512.2 ,64 ,-0.8 
66,Grundy County  6,47,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,511.6 ,65 ,-0.8 
67,Anderson County  6,255,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,510.6 ,66 ,-2.7 
68,Henderson County  6,87,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,509.8 ,67 ,0.1 
69,McMinn County  6,178,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,509.8 ,68 ,0.0 
70,Montgomery County  6,365,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,509.1 ,69 ,-0.5 
71,Grainger County  6,81,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,508.4 ,70 ,-1.1 
72,Putnam County  6,214,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,507.7 ,71 ,-0.9 
73,Lauderdale County  6,73,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,505.0 ,72 ,-1.4 
74,Dyer County  6,110,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,504.6 ,73 ,0.8 
75,Cumberland County  6,265,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,503.2 ,74 ,-2.5 
76,Rutherford County  6,639,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,501.4 ,75 ,-0.5 
77,Washington County  6,385,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,500.7 ,76 ,-0.4 
78,Van Buren County  6,23,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,498.7 ,77 ,1.2 
79,Davidson County  6,1500,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,498.2 ,78 ,-2.4 
80,Bledsoe County  6,53,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,496.5 ,79 ,0.7 
81,Smith County  6,58,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,492.1 ,80 ,0.5 
82,Morgan County  6,72,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,492.0 ,81 ,-4.7 
83,Polk County  6,58,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,491.7 ,82 ,-0.1 
84,Williamson County  6,531,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,488.7 ,83 ,-0.9 
85,Cannon County  6,43,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,485.8 ,84 ,-3.7 
86,Bradley County  6,291,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,485.7 ,85 ,-2.0 
87,Johnson County  6,64,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,481.4 ,86 ,1.9 
88,Giles County  6,93,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,476.4 ,87 ,-4.3 
89,Roane County  6,191,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,475.3 ,88 ,-1.1 
90,Carter County  6,188,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,472.6 ,89 ,0.6 
91,Lake County  6,22,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,466.7 ,90 ,1.0 
92,DeKalb County  6,59,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,465.9 ,91 ,-1.6 
93,Pickett County  6,20,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,461.2 ,92 ,-0.7 
94,Moore County  6,22,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,459.5 ,93 ,1.3 
95,Jackson County  6,40,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,436.6 ,94 ,-2.8 
96,Lincoln County  6,90,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,416.4 ,95 ,-3.3 
2,Hancock County  6,25,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,515.0 ,1 ,2.3 
3,Meigs County  6,42,rising,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,506.5 ,2 ,2.5 
4,Rhea County  6,107,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,494.1 ,3 ,-0.2 
5,Overton County  6,79,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,493.0 ,4 ,1.3 
6,Benton County  6,63,rising,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,491.2 ,5 ,1.6 
7,Macon County  6,70,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,479.4 ,6 ,1.0 
8,Houston County  6,27,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,477.4 ,7 ,1.7 
9,Marshall County  6,99,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,475.6 ,8 ,0.7 
10,Claiborne County  6,106,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,472.3 ,9 ,0.8 
11,Maury County  6,270,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,468.0 ,10 ,0.8 
12,Campbell County  6,135,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,467.5 ,11 ,0.9 
13,Lauderdale County  6,75,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,464.2 ,12 ,-1.5 
14,Cheatham County  6,112,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,463.6 ,13 ,-1.1 
15,Dyer County  6,113,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,462.5 ,14 ,1.3 
16,Dickson County  6,154,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,461.2 ,15 ,0.8 
17,Scott County  6,63,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,460.7 ,16 ,0.3 
18,Hawkins County  6,190,rising,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,460.3 ,17 ,1.5 
19,Jefferson County  6,170,rising,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,457.8 ,18 ,1.1 
20,Carroll County  6,93,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,456.4 ,19 ,0.9 
21,Grundy County  6,44,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,455.8 ,20 ,1.3 
22,Robertson County  6,193,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,455.7 ,21 ,0.3 
23,Blount County  6,416,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,454.2 ,22 ,-0.1 
24,Hardeman County  6,77,rising,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,453.7 ,23 ,9.4 
25,Sullivan County  6,540,rising,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,453.2 ,24 ,0.9 
26,Marion County  6,91,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,451.7 ,25 ,0.5 
27,Grainger County  6,74,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,451.7 ,26 ,-0.2 
28,Greene County  6,232,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,451.5 ,27 ,0.8 
29,Sequatchie County  6,45,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,450.4 ,28 ,0.0 
30,Roane County  6,186,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,450.4 ,29 ,0.5 
31,Sevier County  6,307,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,447.7 ,30 ,0.7 
32,Stewart County  6,43,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,447.5 ,31 ,1.1 
33,Tipton County  6,162,rising,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,447.3 ,32 ,1.3 
34,Haywood County  6,57,rising,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,446.3 ,33 ,2.1 
35,McNairy County  6,85,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,445.3 ,34 ,1.2 
36,Perry County  6,25,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,444.3 ,35 ,0.0 
37,Unicoi County  6,61,rising,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,442.1 ,36 ,1.6 
38,Hickman County  6,69,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,441.3 ,37 ,0.4 
39,Humphreys County  6,59,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,441.3 ,38 ,6.1 
40,Gibson County  6,150,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,440.5 ,39 ,1.0 
41,Polk County  6,52,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,440.4 ,40 ,1.1 
42,Monroe County  6,146,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,439.2 ,41 ,0.6 
43,Lake County  6,19,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,438.4 ,42 ,2.0 
44,Cocke County  6,114,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,436.8 ,43 ,0.6 
45,Weakley County  6,96,rising,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,434.5 ,44 ,1.6 
46,Union County  6,55,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,434.2 ,45 ,0.8 
47,Coffee County  6,158,rising,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,433.5 ,46 ,1.2 
48,Wayne County  6,48,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,433.5 ,47 ,1.4 
49,Montgomery County  6,369,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,431.3 ,48 ,0.8 
50,Warren County  6,117,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,430.6 ,49 ,0.4 
51,Moore County  6,19,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,429.5 ,50 ,1.9 
52,Washington County  6,362,rising,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,428.6 ,51 ,0.6 
53,Knox County  6,1220,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,428.4 ,52 ,-0.1 
54,Van Buren County  6,19,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,427.3 ,53 ,0.8 
55,Loudon County  6,181,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,426.7 ,54 ,0.6 
