,County,Average Annual Count,Recent Trend,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000",CI*Rank,Recent 5-Year Trend in Death Rates
25,Wayne County,46,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,672.5 ,24 ,-0.1 
26,Monroe County,129,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,670.2 ,25 ,-0.5 
27,Lake County,17,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,668.4 ,26 ,-0.5 
28,McNairy County,72,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,660.5 ,27 ,-0.2 
29,White County,73,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,658.6 ,28 ,-0.7 
30,Lawrence County,107,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,655.9 ,29 ,-0.9 
31,Bedford County,102,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,653.4 ,30 ,-0.5 
32,Grainger County,63,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,646.6 ,31 ,-0.6 
33,Trousdale County,19,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,646.5 ,32 ,-0.7 
34,Claiborne County,84,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,645.7 ,33 ,-8.9 
35,Henderson County,70,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,644.8 ,34 ,-0.4 
36,Unicoi County,55,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,643.8 ,35 ,-0.1 
37,Cannon County,35,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,639.4 ,36 ,-0.2 
38,Cocke County,98,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,638.9 ,37 ,-0.7 
39,Union County,47,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,635.9 ,38 ,-0.8 
40,DeKalb County,49,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,634.6 ,39 ,-0.3 
41,Hancock County,18,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,632.0 ,40 ,0.0 
42,Crockett County,36,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,630.9 ,41 ,-0.1 
43,Warren County,96,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,628.5 ,42 ,-0.4 
44,Hawkins County,152,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,628.3 ,43 ,-0.1 
45,Marion County,73,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,626.7 ,44 ,-0.9 
46,Coffee County,127,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,626.5 ,45 ,-0.8 
47,Greene County,189,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,625.6 ,46 ,-0.5 
48,Montgomery County,259,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,624.0 ,47 ,-0.9 
49,Hickman County,57,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,623.3 ,48 ,-0.7 
50,Henry County,95,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,623.2 ,49 ,-0.6 
51,Humphreys County,49,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,622.9 ,50 ,-0.7 
52,Obion County,79,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,620.2 ,51 ,-0.3 
53,Sevier County,238,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,617.4 ,52 ,-0.4 
54,Morgan County,50,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,617.2 ,53 ,-0.9 
55,Haywood County,43,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,615.7 ,54 ,-0.8 
56,Robertson County,138,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,615.3 ,55 ,-0.8 
57,Marshall County,71,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,612.8 ,56 ,-0.7 
58,Chester County,39,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,612.5 ,57 ,0.1 
59,Putnam County,163,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,610.0 ,58 ,-0.5 
60,Decatur County,34,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,608.1 ,59 ,-0.5 
61,Smith County,43,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,606.0 ,60 ,-3.2 
62,Maury County,191,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,604.3 ,61 ,-1.0 
63,McMinn County,132,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,603.6 ,62 ,-1.0 
64,Lewis County,32,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,602.4 ,63 ,-0.9 
65,Roane County,150,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,591.9 ,64 ,-0.8 
66,Weakley County,75,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,591.4 ,65 ,-0.5 
67,Sullivan County,415,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,586.8 ,66 ,-0.8 
68,Washington County,285,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,585.3 ,67 ,-0.9 
69,Shelby County,1611,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,582.6 ,68 ,-3.0 
70,Lincoln County,80,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,575.0 ,69 ,-1.0 
71,Madison County,202,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,571.8 ,70 ,-0.9 
72,Jackson County,32,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,570.8 ,71 ,-0.9 
73,Bradley County,214,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,565.0 ,72 ,-1.0 
74,Jefferson County,124,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,562.0 ,73 ,-0.8 
75,Hamblen County,139,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,561.8 ,74 ,-1.0 
76,Hardin County,67,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,560.3 ,75 ,-0.5 
77,Franklin County,96,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,557.8 ,76 ,-1.0 
78,Sumner County,342,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,556.1 ,77 ,-1.5 
79,Davidson County,1026,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,549.7 ,78 ,-2.8 
80,Bledsoe County,32,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,549.3 ,79 ,-1.4 
81,Rutherford County,400,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,548.5 ,80 ,-1.3 
82,Anderson County,175,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,546.9 ,81 ,-1.0 
83,Giles County,66,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,540.8 ,82 ,-1.1 
84,Knox County,839,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,540.8 ,83 ,-2.3 
85,Clay County,20,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,540.6 ,84 ,-1.5 
86,Blount County,287,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,533.2 ,85 ,-1.4 
87,Wilson County,235,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,528.3 ,86 ,-2.1 
88,Hamilton County,703,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,522.8 ,87 ,-3.7 
89,Loudon County,140,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,517.0 ,88 ,-1.3 
90,Carter County,131,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,515.0 ,89 ,-2.5 
91,Sequatchie County,32,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,514.1 ,90 ,-9.7 
92,Pickett County,14,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,513.6 ,91 ,-0.4 
93,Cumberland County,170,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,502.3 ,92 ,-1.0 
94,Fayette County,85,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,484.0 ,93 ,-1.6 
95,Moore County,13,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,452.7 ,94 ,-1.5 
96,Williamson County,263,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,413.2 ,95 ,-2.9 
2,Hancock County,8,*,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,97.8 ,1 ,*
3,Benton County,17,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,91.2 ,2 ,0.2 
4,Perry County,8,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,90.3 ,3 ,-0.3 
5,Grundy County,13,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,88.9 ,4 ,1.1 
6,Houston County,8,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,88.7 ,5 ,0.2 
7,Overton County,23,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,88.7 ,6 ,0.0 
8,Scott County,22,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,88.5 ,7 ,-0.3 
9,Dyer County,36,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,88.1 ,8 ,-0.4 
10,Lauderdale County,26,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,87.1 ,9 ,-0.3 
11,Meigs County,13,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,86.0 ,10 ,0.5 
12,Grainger County,24,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,85.8 ,11 ,0.5 
13,Lewis County,12,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,84.6 ,12 ,-0.5 
14,Monroe County,44,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,84.6 ,13 ,-0.6 
15,Campbell County,40,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,83.9 ,14 ,-1.0 
16,Morgan County,20,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,82.4 ,15 ,-0.9 
17,Johnson County,18,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,81.7 ,16 ,0.1 
18,Stewart County,14,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,81.5 ,17 ,0.2 
19,Carroll County,26,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,79.3 ,18 ,-1.0 
20,Hardin County,24,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,79.3 ,19 ,0.0 
21,Fentress County,17,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,79.1 ,20 ,-0.9 
22,Henderson County,24,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,78.4 ,21 ,-0.8 
23,Unicoi County,17,rising,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,77.5 ,22 ,1.9 
24,Van Buren County,6,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,77.2 ,23 ,0.4 
25,Dickson County,45,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,76.0 ,24 ,-0.6 
26,Hickman County,22,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,75.5 ,25 ,-0.6 
27,McNairy County,22,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,74.5 ,26 ,-0.5 
28,Cocke County,34,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,74.1 ,27 ,-0.9 
29,Claiborne County,27,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,73.2 ,28 ,-0.7 
30,White County,24,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,73.1 ,29 ,-1.0 
31,Macon County,20,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,72.7 ,30 ,-1.1 
32,Polk County,15,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,72.2 ,31 ,-0.9 
33,Cheatham County,35,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,72.0 ,32 ,-1.2 
34,DeKalb County,17,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,71.6 ,33 ,-0.3 
35,Hardeman County,20,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,70.5 ,34 ,-0.3 
36,Hawkins County,47,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,70.5 ,35 ,-0.3 
37,Bedford County,35,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,70.3 ,36 ,-1.0 
38,Greene County,58,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,70.2 ,37 ,-0.8 
39,Cannon County,11,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,70.0 ,38 ,-0.6 
40,Gibson County,38,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,68.9 ,39 ,-1.2 
41,Tipton County,48,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,68.9 ,40 ,-0.9 
42,Sevier County,78,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,68.8 ,41 ,-0.5 
43,Marion County,24,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,68.4 ,42 ,-1.1 
44,Rhea County,25,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,68.1 ,43 ,-1.1 
45,Coffee County,40,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,67.7 ,44 ,-0.9 
46,Crockett County,10,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,66.5 ,45 ,-0.5 
47,Obion County,24,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,66.5 ,46 ,-0.3 
48,Sullivan County,124,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,66.4 ,47 ,-0.9 
49,Trousdale County,7,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,66.3 ,48 ,-2.0 
50,Cumberland County,44,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,65.7 ,49 ,-1.0 
51,Decatur County,9,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,65.5 ,50 ,-0.9 
52,Union County,15,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,65.4 ,51 ,-1.2 
53,Weakley County,23,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,65.3 ,52 ,-0.7 
54,Jackson County,10,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,65.2 ,53 ,-1.4 
55,Franklin County,30,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,65.1 ,54 ,-1.0 
56,Warren County,29,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,64.4 ,55 ,-1.1 
57,Chester County,12,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.8 ,56 ,-0.5 
58,McMinn County,39,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.6 ,57 ,-0.6 
59,Madison County,70,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.5 ,58 ,-1.3 
60,Hamblen County,45,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.5 ,59 ,-1.5 
61,Wayne County,13,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.3 ,60 ,-1.2 
62,Henry County,25,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.3 ,61 ,-0.7 
63,Marshall County,25,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.1 ,62 ,-1.1 
64,Robertson County,51,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,62.6 ,63 ,-1.3 
65,Roane County,44,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,62.4 ,64 ,-1.3 
66,Haywood County,13,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,62.4 ,65 ,-1.3 
67,Washington County,87,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.6 ,66 ,-1.3 
68,Giles County,22,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.3 ,67 ,-0.6 
69,Jefferson County,39,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.3 ,68 ,-1.2 
70,Putnam County,48,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.2 ,69 ,-1.5 
71,Shelby County,599,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,60.0 ,70 ,-1.4 
72,Lincoln County,25,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.6 ,71 ,-1.2 
73,Smith County,13,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.4 ,72 ,-1.5 
74,Lawrence County,29,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.2 ,73 ,-1.5 
75,Montgomery County,102,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,58.9 ,74 ,-1.5 
76,Maury County,63,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,58.5 ,75 ,-1.3 
77,Humphreys County,13,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,58.0 ,76 ,0.1 
78,Knox County,285,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,57.8 ,77 ,-1.3 
79,Moore County,4,*,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,57.7 ,78 ,*
80,Loudon County,34,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,57.5 ,79 ,-1.7 
81,Anderson County,51,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,57.3 ,80 ,-0.8 
82,Pickett County,4,*,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,57.3 ,81 ,*
83,Bradley County,65,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.5 ,82 ,-1.8 
84,Carter County,39,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.4 ,83 ,-1.9 
85,Sumner County,116,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,55.7 ,84 ,-1.2 
86,Davidson County,386,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,55.6 ,85 ,-1.8 
87,Fayette County,27,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.6 ,86 ,-1.5 
88,Bledsoe County,11,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.6 ,87 ,-0.6 
89,Blount County,82,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.2 ,88 ,-1.3 
90,Hamilton County,215,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.2 ,89 ,-1.9 
91,Sequatchie County,9,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.1 ,90 ,-0.8 
92,Lake County,4,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,51.3 ,91 ,-2.2 
93,Rutherford County,157,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,51.0 ,92 ,-2.1 
94,Wilson County,75,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,48.0 ,93 ,-1.9 
95,Clay County,5,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,47.8 ,94 ,-2.4 
96,Williamson County,81,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,31.8 ,95 ,-2.6 
2,Overton County,54,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,299.5 ",1 ,-0.1 
3,Carroll County,69,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,256.2 ",2 ,0.2 
4,Perry County,20,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,253.6 ",3 ,0.0 
5,Scott County,44,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,252.6 ",4 ,-0.5 
6,Grundy County,32,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,206.8 ",5 ,0.4 
7,Lake County,13,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,204.8 ",6 ,-0.1 
8,Meigs County,26,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,194.0 ",7 ,0.4 
9,Benton County,43,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,182.8 ",8 ,0.4 
10,Johnson County,45,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,179.3 ",9 ,0.1 
11,Cheatham County,62,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,165.2 ",10 ,-0.7 
12,Rhea County,66,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,159.7 ",11 ,-0.4 
13,Dickson County,90,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,155.1 ",12 ,-0.3 
14,Tipton County,93,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,152.4 ",13 ,-0.2 
15,Hardeman County,49,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,149.9 ",14 ,-0.3 
16,Houston County,19,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,149.5 ",15 ,0.1 
17,Van Buren County,14,rising,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,141.0 ",16 ,16.0 
18,Lauderdale County,43,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,140.8 ",17 ,-0.7 
19,Polk County,38,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,140.7 ",18 ,-0.8 
20,Macon County,41,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,135.7 ",19 ,0.0 
21,Fentress County,41,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,132.0 ",20 ,-0.5 
22,Lawrence County,83,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,118.0 ",21 ,-0.6 
23,Stewart County,27,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,095.4 ",22 ,-0.1 
24,Gibson County,94,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,090.9 ",23 ,-0.2 
25,Bedford County,74,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,082.3 ",24 ,-0.3 
26,Wayne County,34,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,080.0 ",25 ,0.2 
27,Cannon County,27,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,077.5 ",26 ,0.2 
28,Crockett County,28,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,068.9 ",27 ,0.2 
29,McNairy County,54,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,066.4 ",28 ,-0.2 
30,Warren County,73,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,062.0 ",29 ,0.0 
31,Union County,34,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,056.2 ",30 ,-0.7 
32,Montgomery County,179,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,055.7 ",31 ,-0.6 
33,Monroe County,93,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,055.5 ",32 ,-0.5 
34,Claiborne County,61,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,045.6 ",33 ,-15.3 
35,Haywood County,32,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,045.5 ",34 ,-0.7 
36,Humphreys County,37,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,045.1 ",35 ,-0.9 
37,Trousdale County,13,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,039.1 ",36 ,-0.7 
38,Henderson County,50,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,037.8 ",37 ,-0.3 
39,Coffee County,95,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,037.5 ",38 ,-0.7 
40,Smith County,32,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,033.2 ",39 ,-3.2 
41,Hawkins County,113,stable,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,028.1 ",40 ,0.1 
42,Henry County,73,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,025.3 ",41 ,-0.6 
43,Unicoi County,41,falling,Tennessee ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,025.0 ",42 ,-2.3 
