,County,Average Annual Count,Recent Trend,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000",CI*Rank,Recent 5-Year Trend in Death Rates
11,Wasatch County,16,falling,Utah,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,114.3 ,10 ,-1.7 
12,Salt Lake County,577,falling,Utah,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,110.8 ,11 ,-1.0 
13,Millard County,9,stable,Utah,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,108.1 ,12 ,-0.4 
14,San Juan County,8,stable,Utah,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,107.6 ,13 ,-1.0 
15,Sevier County,14,stable,Utah,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,104.6 ,14 ,-1.4 
16,Weber County,127,falling,Utah,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,104.3 ,15 ,-0.9 
17,Utah County,205,falling,Utah,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,102.8 ,16 ,-0.6 
18,Morgan County,5,falling,Utah,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,102.3 ,17 ,-2.0 
19,Cache County,47,stable,Utah,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,99.9 ,18 ,-0.8 
20,Box Elder County,28,stable,Utah,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,99.6 ,19 ,-0.6 
21,Davis County,144,falling,Utah,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,98.4 ,20 ,-0.7 
22,Emery County,6,falling,Utah,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,91.0 ,21 ,-1.7 
23,Sanpete County,13,stable,Utah,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,88.4 ,22 ,-1.2 
24,Washington County,108,falling,Utah,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,87.1 ,23 ,-1.4 
25,Summit County,15,stable,Utah,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,82.0 ,24 ,-1.1 
26,Juab County,4,falling,Utah,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,74.9 ,25 ,-2.8 
27,Daggett County,3 or fewer,*,Utah,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
28,Garfield County,3 or fewer,*,Utah,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
29,Rich County,3 or fewer,*,Utah,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
30,Wayne County,3 or fewer,*,Utah,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
2,Grand Isle County,10,stable,Vermont,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,235.6 ,1 ,-1.2 
3,Franklin County,61,falling,Vermont,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,227.2 ,2 ,-1.0 
4,Bennington County,56,falling,Vermont,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,211.0 ,3 ,-1.4 
5,Rutland County,85,falling,Vermont,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,201.5 ,4 ,-1.1 
6,Essex County,11,falling,Vermont,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,200.9 ,5 ,-1.6 
7,Orleans County,38,falling,Vermont,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,194.7 ,6 ,-1.6 
8,Windham County,57,falling,Vermont,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,188.0 ,7 ,-1.7 
9,Orange County,36,falling,Vermont,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,183.5 ,8 ,-1.4 
10,Caledonia County,38,falling,Vermont,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,181.6 ,9 ,-1.4 
11,Lamoille County,27,falling,Vermont,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,181.4 ,10 ,-1.1 
12,Chittenden County,142,falling,Vermont,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,180.1 ,11 ,-1.9 
13,Washington County,64,stable,Vermont,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,177.9 ,12 ,-0.7 
14,Addison County,41,falling,Vermont,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,171.2 ,13 ,-1.8 
15,Windsor County,72,falling,Vermont,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,168.2 ,14 ,-1.7 
2,Essex County,10,stable,Vermont,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,177.5 ,1 ,-0.9 
3,Rutland County,85,stable,Vermont,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,169.7 ,2 ,-0.2 
4,Lamoille County,26,stable,Vermont,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,150.7 ,3 ,-0.8 
5,Grand Isle County,7,stable,Vermont,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,146.1 ,4 ,-1.1 
6,Windham County,51,falling,Vermont,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,142.7 ,5 ,-1.0 
7,Orange County,31,falling,Vermont,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,137.7 ,6 ,-1.4 
8,Orleans County,31,falling,Vermont,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,136.9 ,7 ,-1.0 
9,Bennington County,44,falling,Vermont,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,136.5 ,8 ,-0.9 
10,Washington County,60,falling,Vermont,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.8 ,9 ,-1.2 
11,Caledonia County,31,stable,Vermont,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.1 ,10 ,-0.8 
12,Franklin County,43,falling,Vermont,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,134.2 ,11 ,-1.5 
13,Windsor County,66,falling,Vermont,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,131.8 ,12 ,-0.9 
14,Chittenden County,135,falling,Vermont,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,127.0 ,13 ,-1.5 
15,Addison County,33,falling,Vermont,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,114.9 ,14 ,-1.2 
2,Galax City,17,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,483.5 ,1 ,-9.0 
3,Covington City,14,rising,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,451.6 ,2 ,10.5 
4,Martinsville City,28,rising,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,411.4 ,3 ,7.6 
5,Petersburg City,55,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,351.3 ,4 ,-1.0 
6,Franklin City,16,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,343.9 ,5 ,-0.5 
7,Lexington City,10,rising,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,333.9 ,6 ,18.0 
8,Hopewell City,36,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,329.9 ,7 ,-0.7 
9,Northampton County,26,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,279.3 ,8 ,-1.1 
10,Greensville County,18,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,275.1 ,9 ,-1.8 
11,Bristol City,28,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,272.2 ,10 ,-0.9 
12,Richmond County,16,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,270.7 ,11 ,-1.1 
13,Dickenson County,28,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,269.5 ,12 ,-0.4 
14,Fairfax City,30,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,264.7 ,13 ,-1.8 
15,Colonial Heights City,28,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,262.5 ,14 ,-1.6 
16,Tazewell County,74,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,262.3 ,15 ,-1.2 
17,Waynesboro City,33,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,258.8 ,16 ,-0.8 
18,Danville City,62,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,254.6 ,17 ,-1.2 
19,Salem City,38,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,253.9 ,18 ,-0.7 
20,Staunton City,39,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,253.8 ,19 ,-0.3 
21,Norton City,5,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,249.1 ,20 ,-2.1 
22,Nelson County,29,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,245.9 ,21 ,-0.1 
23,Portsmouth City,113,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,244.2 ,22 ,-1.7 
24,Norfolk City,229,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,244.0 ,23 ,1.3 
25,Smyth County,54,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,243.3 ,24 ,-1.0 
26,Lynchburg City,86,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,240.9 ,25 ,-1.4 
27,Russell County,45,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,240.5 ,26 ,-0.2 
28,Surry County,11,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,239.5 ,27 ,-2.1 
29,Sussex County,16,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,239.5 ,28 ,-2.6 
30,Prince Edward County,29,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,239.1 ,29 ,-1.2 
31,Warren County,51,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,239.0 ,30 ,-1.3 
32,Gloucester County,57,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,238.3 ,31 ,-1.3 
33,Amelia County,20,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,237.4 ,32 ,-1.6 
34,Wise County,55,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,235.0 ,33 ,-1.5 
35,Newport News City,176,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,233.3 ,34 ,-1.8 
36,Brunswick County,27,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,233.3 ,35 ,-2.5 
37,Buchanan County,36,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,231.3 ,36 ,-1.0 
38,Radford City,13,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,231.3 ,37 ,-1.5 
39,Essex County,18,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,230.8 ,38 ,-1.6 
40,Halifax County with South Boston City,58,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,230.4 ,39 ,-1.8 
41,Page County,40,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,230.3 ,40 ,-1.4 
42,Hampton City,153,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,228.2 ,41 ,-1.5 
43,Giles County,27,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,227.2 ,42 ,-1.1 
44,Lunenburg County,19,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,226.4 ,43 ,-1.6 
45,Mecklenburg County,55,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,224.1 ,44 ,-1.2 
46,Scott County,39,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,223.9 ,45 ,-1.3 
47,Roanoke City,114,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,223.6 ,46 ,-1.5 
48,Buckingham County,26,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,222.3 ,47 ,-1.0 
49,Buena Vista City,8,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,221.0 ,48 ,-1.9 
50,Madison County,21,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,220.8 ,49 ,-0.7 
51,Charlotte County,19,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,219.4 ,50 ,-1.6 
52,Westmoreland County,32,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,219.2 ,51 ,-2.1 
53,Nottoway County,22,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,218.8 ,52 ,-2.0 
54,Goochland County,37,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,218.8 ,53 ,-1.9 
55,Accomack County,54,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,215.7 ,54 ,-1.7 
56,King and Queen County,11,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,215.6 ,55 ,-1.7 
57,Suffolk City,91,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,213.9 ,56 ,-1.8 
58,Middlesex County,23,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,212.5 ,57 ,-2.0 
59,Orange County,51,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,212.1 ,58 ,-1.7 
60,Patrick County,29,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,210.2 ,59 ,-0.8 
61,Cumberland County,15,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,208.2 ,60 ,-2.1 
62,Culpeper County,56,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,207.3 ,61 ,-1.4 
63,Wythe County,41,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,206.0 ,62 ,-1.7 
64,Dinwiddie County,33,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,205.9 ,63 ,-1.6 
65,Lancaster County,24,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,204.3 ,64 ,-2.2 
66,King William County,18,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,203.7 ,65 ,-1.7 
67,Shenandoah County,62,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,203.6 ,66 ,-1.2 
68,Mathews County,18,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,203.2 ,67 ,-2.3 
69,Pittsylvania County,89,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,203.1 ,68 ,-1.6 
70,Isle of Wight County,46,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,202.7 ,69 ,-2.2 
71,Appomattox County,21,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,202.2 ,70 ,-1.2 
72,Henry County,79,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,200.8 ,71 ,-0.9 
73,Lee County,34,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,200.5 ,72 ,-1.6 
74,Charles City County,11,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,200.2 ,73 ,-2.3 
75,Poquoson City,15,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,200.2 ,74 ,-2.8 
76,Chesapeake City,208,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,198.2 ,75 ,-2.2 
77,New Kent County,25,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,195.7 ,76 ,-2.3 
78,Campbell County,69,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,195.4 ,77 ,-1.6 
79,Bedford City and County,107,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,195.2 ,78 ,-1.7 
80,Amherst County,41,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,195.0 ,79 ,-1.6 
81,Floyd County,22,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,193.1 ,80 ,-0.3 
82,Winchester City,28,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,191.5 ,81 ,-1.9 
83,Caroline County,31,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,191.4 ,82 ,-2.2 
84,Washington County,74,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,189.1 ,83 ,-1.5 
85,Louisa County,46,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,188.7 ,84 ,-1.9 
86,Chesterfield County,307,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,187.6 ,85 ,-1.8 
87,Alleghany County and Clifton Forge City,22,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,187.3 ,86 ,-1.6 
88,Bland County,9,*,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,186.5 ,87 ,*
89,Grayson County,22,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,185.5 ,88 ,-1.2 
90,Harrisonburg City,31,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,185.1 ,89 ,-2.4 
91,Richmond City,185,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,184.6 ,90 ,-4.3 
92,Henrico County,290,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,184.6 ,91 ,-1.9 
93,Charlottesville City,33,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,184.2 ,92 ,-2.4 
94,Craig County,7,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,183.2 ,93 ,-0.3 
95,Southampton County,23,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,181.7 ,94 ,-2.5 
96,Hanover County,111,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,179.2 ,95 ,-2.4 
97,Highland County,4,*,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,178.9 ,96 ,*
98,Virginia Beach City,372,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,178.8 ,97 ,-1.9 
99,Pulaski County,45,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,177.9 ,98 ,-1.8 
100,Rappahannock County,12,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,177.9 ,99 ,-2.3 
101,Emporia City,6,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,177.3 ,100 ,-2.8 
102,Frederick County,91,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,177.2 ,101 ,-1.9 
103,Franklin County,74,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,177.1 ,102 ,-1.4 
104,Falls Church City,10,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,175.6 ,103 ,-2.2 
105,Clarke County,18,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,175.1 ,104 ,-1.4 
106,Spotsylvania County,115,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,175.0 ,105 ,-2.3 
107,James City County,102,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,174.3 ,106 ,-1.3 
108,King George County,22,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,172.5 ,107 ,-2.2 
109,Carroll County,42,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,172.0 ,108 ,-1.0 
110,Montgomery County,69,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,171.4 ,109 ,-1.7 
111,Rockingham County,88,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,171.2 ,110 ,-1.0 
112,Greene County,19,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,170.5 ,111 ,-1.8 
113,Fluvanna County,29,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,169.8 ,112 ,-2.2 
114,Roanoke County,106,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,169.7 ,113 ,-1.3 
115,Fauquier County,67,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,168.9 ,114 ,-2.3 
116,Manassas City,24,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,168.4 ,115 ,-2.4 
117,Bath County,7,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,165.7 ,116 ,-2.7 
118,Rockbridge County,30,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,164.1 ,117 ,-1.8 
119,Augusta County,87,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,162.9 ,118 ,-1.9 
120,Stafford County,90,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,161.8 ,119 ,-3.8 
121,Prince George County,31,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,159.6 ,120 ,-3.0 
122,Botetourt County,38,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,159.5 ,121 ,-2.2 
123,Powhatan County,28,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,157.5 ,122 ,-2.9 
124,Northumberland County,23,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,156.5 ,123 ,-2.9 
125,Fredericksburg City,17,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,155.0 ,124 ,-8.6 
126,Albemarle County,96,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,150.8 ,125 ,-1.7 
127,Prince William County,236,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,150.6 ,126 ,-2.9 
128,Alexandria City,80,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,137.4 ,127 ,-3.1 
129,Loudoun County,180,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,136.5 ,128 ,-3.0 
130,York County,48,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,132.7 ,129 ,-3.3 
131,Fairfax County,656,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,125.9 ,130 ,-2.4 
132,Arlington County,106,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,123.2 ,131 ,-2.8 
133,Manassas Park City,5,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,100.6 ,132 ,-4.8 
134,Williamsburg City,7,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,97.7 ,133 ,12.0 
2,Galax City,18,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,327.5 ,1 ,-4.8 
3,Greensville County,15,rising,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,236.2 ,2 ,1.5 
4,Martinsville City,26,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,233.6 ,3 ,0.6 
5,Sussex County,17,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,219.6 ,4 ,0.0 
6,Petersburg City,50,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,218.5 ,5 ,-0.7 
7,Covington City,10,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,211.6 ,6 ,1.2 
8,Franklin City,13,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,195.4 ,7 ,-1.3 
9,Fairfax City,29,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,191.3 ,8 ,-1.2 
10,Bath County,8,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,189.5 ,9 ,0.3 
11,Waynesboro City,31,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,182.6 ,10 ,0.1 
12,Hopewell City,29,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,182.5 ,11 ,0.2 
13,Buena Vista City,9,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,181.4 ,12 ,-1.0 
14,Dickenson County,21,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,178.8 ,13 ,0.4 
15,Accomack County,49,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,176.6 ,14 ,-0.6 
16,Scott County,35,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,176.2 ,15 ,-0.1 
17,Buchanan County,31,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,174.3 ,16 ,-0.7 
18,Wise County,46,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,171.5 ,17 ,-0.3 
19,Bristol City,27,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,171.1 ,18 ,0.3 
20,Richmond County,14,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,170.1 ,19 ,-0.3 
21,Portsmouth City,108,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,169.5 ,20 ,-0.7 
22,Lee County,32,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,168.4 ,21 ,0.5 
23,Salem City,35,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,168.4 ,22 ,-0.5 
24,Staunton City,36,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,167.8 ,23 ,-0.2 
25,Tazewell County,58,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,165.3 ,24 ,-0.3 
26,Halifax County with South Boston City,50,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,164.4 ,25 ,0.1 
27,Roanoke City,117,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,163.1 ,26 ,-0.5 
28,Grayson County,24,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,163.0 ,27 ,0.3 
29,King and Queen County,10,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,162.6 ,28 ,0.2 
30,Lexington City,9,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,161.9 ,29 ,-1.6 
31,Gloucester County,46,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,161.4 ,30 ,-0.9 
32,Caroline County,33,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,160.5 ,31 ,-0.6 
33,Colonial Heights City,25,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,159.8 ,32 ,-0.8 
34,Charlotte County,17,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,159.2 ,33 ,-0.8 
35,Smyth County,41,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,158.3 ,34 ,-0.5 
36,Nottoway County,18,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,156.8 ,35 ,-0.2 
37,Essex County,15,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,156.5 ,36 ,-0.7 
38,Norfolk City,197,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,155.8 ,37 ,-1.4 
39,Amelia County,16,stable,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,154.7 ,38 ,0.0 
40,Lancaster County,22,falling,Virginia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,154.3 ,39 ,-1.7 
