Expand,Discipline ,MUA/P ID ,Service Area Name ,Designation Type ,Primary State Name ,County ,Index of Medical Underservice Score ,Status ,Rural Status ,Designation Date ,Update Date 
,Primary Care,07957,Low Income - Northwest 10th Tulakes,MUP Low Income,Oklahoma,"Oklahoma County, OK",59.2,Designated,Non-Rural,04/09/2014,04/09/2014
,Primary Care,07811,Low Income - Washington County,MUP Low Income,Oklahoma,"Washington County, OK",57.8,Designated,Rural,03/24/2011,03/24/2011
,Primary Care,07878,Low Income-Payne County,MUP Low Income,Oklahoma,"Payne County, OK",60.6,Designated,Rural,06/07/2012,06/07/2012
,Primary Care,07749,Low Income-Pittsburg County,MUP Low Income,Oklahoma,"Pittsburg County, OK",54.5,Designated,Rural,05/11/2010,05/11/2010
,Primary Care,1409170423,Noble County,MUP Low Income,Oklahoma,"Noble County, OK",59.5,Designated,Rural,07/28/2016,07/28/2016
,Primary Care,07953,North Central OKC,MUP Low Income,Oklahoma,"Oklahoma County, OK",59.1,Designated,Non-Rural,03/14/2014,03/18/2014
,Primary Care,1405284215,NW Tulsa County,MUP Low Income,Oklahoma,"Tulsa County, OK",59.2,Designated,Non-Rural,08/22/2016,08/22/2016
,Primary Care,1408552249,SE Kay County (Ponca City),MUP Low Income,Oklahoma,"Kay County, OK",59.8,Designated,Rural,08/29/2016,08/29/2016
,Primary Care,1402047189,SW Kay County,MUP Low Income,Oklahoma,"Kay County, OK",61.1,Designated,Rural,08/10/2016,08/10/2016
,Primary Care,07944,Texas,MUP Low Income,Oklahoma,"Texas County, OK",61.5,Designated,Rural,12/05/2013,12/05/2013
,Primary Care,1408579791,West Kay County (Blackwell),MUP Low Income,Oklahoma,"Kay County, OK",58.4,Designated,Rural,08/26/2016,08/26/2016
,Primary Care,02888,Boardman Service Area,Medically Underserved Area,Oregon,"Morrow County, OR",61.3,Designated,Rural,07/13/1984,05/04/1994
,Primary Care,02881,Cave Junction Service Area,Medically Underserved Area,Oregon,"Josephine County, OR",50.0,Designated,Non-Rural,02/20/1992,02/03/1994
,Primary Care,02883,Clackamas Service Area,Medically Underserved Area,Oregon,"Clackamas County, OR",54.1,Designated,Non-Rural,04/08/1982,05/04/1994
,Primary Care,02884,Clackamas Service Area,Medically Underserved Area,Oregon,"Clackamas County, OR",57.3,Designated,Non-Rural,04/08/1982,05/04/1994
,Primary Care,07326,Coos Bay - North Bend Service Area,Medically Underserved Area,Oregon,"Coos County, OR",59.4,Designated,Rural,04/11/2003,04/11/2003
,Primary Care,07142,Corvallis Service Area,Medically Underserved Area,Oregon,"Benton County, OR",57.0,Designated,Non-Rural,09/09/2005,09/09/2005
,Primary Care,02879,Cove Service Area,Medically Underserved Area,Oregon,"Union County, OR",57.8,Designated,Rural,08/12/1992,02/03/1994
,Primary Care,06170,Curry County,Medically Underserved Area,Oregon,"Curry County, OR",61.4,Designated,Rural,01/09/2001,01/09/2001
,Primary Care,02882,Eagle Valley Service Area,Medically Underserved Area,Oregon,"Baker County, OR",52.5,Designated,Rural,07/30/1984,05/04/1994
,Primary Care,07101,Eastern Union County,Medically Underserved Area,Oregon,"Union County, OR",60.9,Designated,Rural,11/09/2001,11/09/2001
,Primary Care,07254,Gilliam,Medically Underserved Area,Oregon,"Gilliam County, OR",55.8,Designated,Rural,07/30/2002,07/30/2002
,Primary Care,02875,Grants Pass Service Area,Medically Underserved Area,Oregon,"Josephine County, OR",58.2,Designated,Non-Rural,03/01/1994,03/01/1994
,Primary Care,07061,Hillsboro Service Area,Medically Underserved Area,Oregon,"Washington County, OR",61.0,Designated,Non-Rural,06/15/2001,06/15/2001
,Primary Care,07540,John Day Service Area,Medically Underserved Area,Oregon,"Grant County, OR",40.2,Designated,Rural,03/08/1990,03/08/1990
,Primary Care,02904,Jordan Service Area,Medically Underserved Area,Oregon,"Malheur County, OR",57.8,Designated,Rural,07/30/1984,07/08/1994
,Primary Care,02891,Lane Service Area,Medically Underserved Area,Oregon,"Lane County, OR",58.8,Designated,Non-Rural,05/11/1994,05/11/1994
,Primary Care,07541,Long Creek Service Area,Medically Underserved Area,Oregon,"Grant County, OR",35.4,Designated,Rural,03/12/1994,03/12/1994
,Primary Care,05028,Low Income Population,Medically Underserved Area,Oregon,"Douglas County, OR",61.5,Designated,Rural,04/01/1999,04/01/1999
,Primary Care,02887,Marion Service Area,Medically Underserved Area,Oregon,"Marion County, OR",54.1,Designated,Non-Rural,04/18/1982,05/04/1994
,Primary Care,02897,Marion Service Area,Medically Underserved Area,Oregon,"Marion County, OR",50.8,Designated,Non-Rural,05/11/1994,05/11/1994
,Primary Care,05025,Migrant Farmworkers Population,Medically Underserved Area,Oregon,"Wasco County, OR",59.3,Designated,Rural,03/23/1999,03/23/1999
,Primary Care,02889,Multnomah Service Area,Medically Underserved Area,Oregon,"Multnomah County, OR",54.4,Designated,Non-Rural,05/04/1994,05/04/1994
,Primary Care,02893,Multnomah Service Area,Medically Underserved Area,Oregon,"Multnomah County, OR",60.5,Designated,Non-Rural,05/11/1994,05/11/1994
,Primary Care,02894,Multnomah Service Area,Medically Underserved Area,Oregon,"Multnomah County, OR",52.5,Designated,Non-Rural,05/11/1994,05/11/1994
,Primary Care,02892,Northwest Umitilla Service Area,Medically Underserved Area,Oregon,"Umatilla County, OR",61.3,Designated,Rural,05/11/1994,05/11/1994
,Primary Care,07801,Oakridge,Medically Underserved Area,Oregon,"Lane County, OR",50.7,Designated,Rural,02/17/2011,02/17/2011
,Primary Care,02898,Polk Service Area,Medically Underserved Area,Oregon,"Polk County, OR",58.2,Designated,Non-Rural,05/11/1994,05/11/1994
,Primary Care,02890,Seaside Service Area,Medically Underserved Area,Oregon,"Clatsop County, OR",58.5,Designated,Rural,05/11/1994,05/11/1994
,Primary Care,02877,SHERMAN SERVICE AREA,Medically Underserved Area,Oregon,"Sherman County, OR",50.1,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,07542,Silver Lake- Fort Roc Division,Medically Underserved Area,Oregon,"Lake County, OR",36.5,Designated,Rural,07/30/1984,07/30/1984
,Primary Care,07255,South Central Baker,Medically Underserved Area,Oregon,"Baker County, OR",53.7,Designated,Rural,07/30/2002,07/30/2002
,Primary Care,07398,Southeast Bend Service Area,Medically Underserved Area,Oregon,"Deschutes County, OR",60.4,Designated,Non-Rural,02/10/2004,02/10/2004
,Primary Care,07100,Southern Crook County,Medically Underserved Area,Oregon,"Crook County, OR",57.8,Designated,Rural,11/09/2001,11/09/2001
,Primary Care,02874,Svensen Service Area,Medically Underserved Area,Oregon,"Clatsop County, OR",59.0,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,03930,TILLAMOOK SERVICE AREA,Medically Underserved Area,Oregon,"Tillamook County, OR",61.3,Designated,Rural,08/10/1992,08/10/1992
,Primary Care,07204,Warrenton,Medically Underserved Area,Oregon,"Clatsop County, OR",58.6,Designated,Rural,04/25/2002,04/25/2002
,Primary Care,03931,WHEELER SERVICE AREA,Medically Underserved Area,Oregon,"Wheeler County, OR",55.3,Designated,Rural,07/30/1984,07/30/1984
,Primary Care,02876,Willamina/Grande Ronde Service Area,Medically Underserved Area,Oregon,"Polk County, OR | Yamhill County, OR",60.0,Designated,Rural,08/19/1994,08/19/1994
,Primary Care,07080,Yachats Service Area,Medically Underserved Area,Oregon,"Lincoln County, OR",49.8,Designated,Rural,09/13/2001,09/13/2001
,Primary Care,07765,Columbia Co. Gov. Exc MUP,MUA – Governor’s Exception,Oregon,"Columbia County, OR",65.6,Designated,Partially Rural,10/27/2010,10/27/2010
,Primary Care,02885,HOOD RIVER SERVICE AREA,MUA – Governor’s Exception,Oregon,"Hood River County, OR",0.0,Designated,Rural,03/31/1988,05/04/1994
,Primary Care,07022,Med. Ind./MFW Populations,MUA – Governor’s Exception,Oregon,"Jackson County, OR",0.0,Designated,Partially Rural,12/29/1992,02/01/1994
,Primary Care,04055,Medically Indigent & MFW Population,MUA – Governor’s Exception,Oregon,"Jefferson County, OR",0.0,Designated,Rural,12/29/1992,12/29/1992
,Primary Care,02880,Poverty & MFW Population,MUA – Governor’s Exception,Oregon,"Klamath County, OR",0.0,Designated,Rural,02/21/1992,02/03/1994
,Primary Care,1417516842,LI-NW Deschutes County,MUP Low Income,Oregon,"Deschutes County, OR",50.2,Designated,Rural,05/13/2019,05/13/2019
,Primary Care,07346,Low Inc - Multnomah / Rockwood,MUP Low Income,Oregon,"Multnomah County, OR",59.2,Designated,Non-Rural,07/09/2003,07/09/2003
,Primary Care,07327,Low Inc - North Lincoln,MUP Low Income,Oregon,"Lincoln County, OR",61.4,Designated,Rural,04/11/2003,04/11/2003
,Primary Care,07378,Low Inc - Toledo,MUP Low Income,Oregon,"Lincoln County, OR",60.8,Designated,Rural,10/16/2003,10/16/2003
,Primary Care,07144,Low Inc - West Springfield Area,MUP Low Income,Oregon,"Lane County, OR",62.0,Designated,Non-Rural,02/15/2002,02/15/2002
,Primary Care,07760,Low Inc-Coos County,MUP Low Income,Oregon,"Coos County, OR",54.2,Designated,Rural,09/03/2010,09/03/2010
,Primary Care,07920,Low Income - Albany,MUP Low Income,Oregon,"Linn County, OR",57.0,Designated,Non-Rural,07/01/2013,07/01/2013
,Primary Care,06215,Low Income - La Pine,MUP Low Income,Oregon,"Deschutes County, OR",47.2,Designated,Non-Rural,05/24/2001,05/24/2001
,Primary Care,07738,Low Income - Wallowa County,MUP Low Income,Oregon,"Wallowa County, OR",57.1,Designated,Rural,03/16/2010,03/16/2010
,Primary Care,07396,M S F W - Monroe Service Area,MUP Low Income,Oregon,"Benton County, OR",45.4,Designated,Non-Rural,11/22/2003,11/22/2003
,Primary Care,05027,MFW - Western Washington Service Area,MUP Low Income,Oregon,"Washington County, OR",59.2,Designated,Non-Rural,03/17/1999,03/17/1999
,Primary Care,06100,MFWs of Monmouth/Dallas Service Area,MUP Low Income,Oregon,"Polk County, OR",42.1,Designated,Rural,07/24/1998,07/24/1998
,Primary Care,1416604729,MUP-Heppner Ione-Lexington,MUP Low Income,Oregon,"Morrow County, OR",56.0,Designated,Rural,08/28/2020,08/28/2020
,Primary Care,07628,PDX FLAVEL,MUP Low Income,Oregon,"Multnomah County, OR",60.5,Designated,Non-Rural,02/22/2008,02/22/2008
,Primary Care,07391,S F W - Sherwood Service Area,MUP Low Income,Oregon,"Washington County, OR",46.2,Designated,Non-Rural,11/06/2003,11/06/2003
,Primary Care,07603,Low Inc/MFW - Sweet Home Service Area,MUP Low Income Migrant Farmworker,Oregon,"Linn County, OR",60.3,Designated,Rural,08/06/2007,08/06/2007
,Primary Care,07324,Low Income/Migrant Seasonal Farmworkers-Beaverton,MUP Low Income Migrant Seasonal Worker,Oregon,"Washington County, OR",61.2,Designated,Non-Rural,04/07/2003,10/01/2013
,Primary Care,03003,Aleppo Service Area,Medically Underserved Area,Pennsylvania,"Greene County, PA",0.0,Designated,Rural,05/12/1994,05/12/1994
,Primary Care,06185,Aliquippa Service Area,Medically Underserved Area,Pennsylvania,"Beaver County, PA",51.0,Designated,Non-Rural,01/30/2001,01/30/2001
,Primary Care,07055,Allegheny  Service Area,Medically Underserved Area,Pennsylvania,"Allegheny County, PA",55.1,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,02919,Allegheny Service Area,Medically Underserved Area,Pennsylvania,"Allegheny County, PA",61.3,Designated,Non-Rural,08/05/1992,02/03/1994
,Primary Care,02924,Allegheny Service Area,Medically Underserved Area,Pennsylvania,"Allegheny County, PA",57.1,Designated,Non-Rural,04/23/1982,05/04/1994
,Primary Care,02925,Allegheny Service Area,Medically Underserved Area,Pennsylvania,"Allegheny County, PA",45.4,Designated,Non-Rural,06/04/1982,05/04/1994
,Primary Care,02957,Allegheny Service Area,Medically Underserved Area,Pennsylvania,"Allegheny County, PA",61.1,Designated,Non-Rural,05/04/1994,05/04/1994
,Primary Care,02958,Allegheny Service Area,Medically Underserved Area,Pennsylvania,"Allegheny County, PA",61.1,Designated,Non-Rural,05/04/1994,05/04/1994
,Primary Care,02959,Allegheny Service Area,Medically Underserved Area,Pennsylvania,"Allegheny County, PA",61.9,Designated,Non-Rural,05/04/1994,05/04/1994
,Primary Care,02967,Allegheny Service Area,Medically Underserved Area,Pennsylvania,"Butler County, PA",60.4,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,02984,Allegheny Service Area,Medically Underserved Area,Pennsylvania,"Allegheny County, PA",52.8,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,02985,Allegheny Service Area,Medically Underserved Area,Pennsylvania,"Allegheny County, PA",50.7,Designated,Non-Rural,05/12/1994,08/03/1994
,Primary Care,02986,Allegheny Service Area,Medically Underserved Area,Pennsylvania,"Allegheny County, PA",52.7,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,02987,Allegheny Service Area,Medically Underserved Area,Pennsylvania,"Allegheny County, PA",53.0,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,02988,Allegheny Service Area,Medically Underserved Area,Pennsylvania,"Allegheny County, PA",55.7,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,02989,Allegheny Service Area,Medically Underserved Area,Pennsylvania,"Allegheny County, PA",56.9,Designated,Non-Rural,05/12/1994,11/17/2009
,Primary Care,02990,Allegheny Service Area,Medically Underserved Area,Pennsylvania,"Allegheny County, PA",51.8,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,03027,Allegheny Service Area,Medically Underserved Area,Pennsylvania,"Allegheny County, PA",56.7,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,03028,Allegheny Service Area,Medically Underserved Area,Pennsylvania,"Allegheny County, PA",57.6,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,03029,Allegheny Service Area,Medically Underserved Area,Pennsylvania,"Allegheny County, PA",46.7,Designated,Non-Rural,05/12/1994,08/03/1994
,Primary Care,03031,Allegheny Service Area,Medically Underserved Area,Pennsylvania,"Allegheny County, PA",54.0,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,07455,Allentown Service Area,Medically Underserved Area,Pennsylvania,"Lehigh County, PA",51.6,Designated,Non-Rural,03/03/2005,03/03/2005
,Primary Care,02978,Annin Service Area,Medically Underserved Area,Pennsylvania,"McKean County, PA",59.4,Designated,Rural,05/12/1994,05/12/1994
,Primary Care,07437,Appollo Service Area,Medically Underserved Area,Pennsylvania,"Armstrong County, PA",60.0,Designated,Non-Rural,06/24/1993,06/24/1993
,Primary Care,03007,Armagh Service Area,Medically Underserved Area,Pennsylvania,"Indiana County, PA",61.7,Designated,Rural,05/12/1994,05/12/1994
,Primary Care,02948,Austin Service Area,Medically Underserved Area,Pennsylvania,"Potter County, PA",61.0,Designated,Rural,02/08/1982,05/04/1994
,Primary Care,02942,Beaver Service Area,Medically Underserved Area,Pennsylvania,"Jefferson County, PA",57.9,Designated,Rural,09/15/1982,05/04/1994
,Primary Care,03017,Beaver Service Area,Medically Underserved Area,Pennsylvania,"Beaver County, PA",56.8,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,03018,Beaver Service Area,Medically Underserved Area,Pennsylvania,"Beaver County, PA",56.3,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,02932,Beccaria Service Area,Medically Underserved Area,Pennsylvania,"Clearfield County, PA",56.7,Designated,Rural,09/15/1982,08/30/1994
,Primary Care,07554,Bedford Service Area,Medically Underserved Area,Pennsylvania,"Bedford County, PA",62.0,Designated,Rural,02/13/2007,02/13/2007
,Primary Care,07024,Black Lick Township  Service Area,Medically Underserved Area,Pennsylvania,"Indiana County, PA",61.7,Designated,Rural,05/04/1994,05/04/1994
,Primary Care,02971,Bloomfield Service Area,Medically Underserved Area,Pennsylvania,"Crawford County, PA",53.2,Designated,Rural,05/12/1994,05/12/1994
,Primary Care,02929,Boggs Service Area,Medically Underserved Area,Pennsylvania,"Centre County, PA",57.1,Designated,Non-Rural,09/15/1982,05/04/1994
,Primary Care,03005,Brady Service Area,Medically Underserved Area,Pennsylvania,"Huntingdon County, PA",60.2,Designated,Rural,05/12/1994,05/12/1994
,Primary Care,07696,BRATTON MUA 1-8-09,Medically Underserved Area,Pennsylvania,"Juniata County, PA | Mifflin County, PA",61.7,Designated,Rural,03/13/2009,03/13/2009
,Primary Care,02939,Broad Top City Service Area,Medically Underserved Area,Pennsylvania,"Huntingdon County, PA",54.3,Designated,Rural,01/17/1981,05/04/1994
,Primary Care,02926,Broad Top Service Area,Medically Underserved Area,Pennsylvania,"Bedford County, PA",54.3,Designated,Rural,01/17/1981,05/04/1994
,Primary Care,02946,Brown Service Area,Medically Underserved Area,Pennsylvania,"Mifflin County, PA",57.4,Designated,Rural,05/04/1994,05/04/1994
,Primary Care,03037,Burnside Service Area,Medically Underserved Area,Pennsylvania,"Clearfield County, PA",0.0,Designated,Rural,08/30/1994,08/30/1994
,Primary Care,07438,Cadogan Township,Medically Underserved Area,Pennsylvania,"Armstrong County, PA",60.0,Designated,Non-Rural,06/24/1993,06/24/1993
,Primary Care,02928,Cambria Service Area,Medically Underserved Area,Pennsylvania,"Cambria County, PA",57.3,Designated,Rural,01/17/1981,05/04/1994
,Primary Care,03024,Cambria Service Area,Medically Underserved Area,Pennsylvania,"Cambria County, PA",53.8,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,1428496032,Cameron County,Medically Underserved Area,Pennsylvania,"Cameron County, PA",59.3,Designated,Rural,02/08/1982,06/28/2018
,Primary Care,07306,Carlisle Service Area,Medically Underserved Area,Pennsylvania,"Cumberland County, PA",53.7,Designated,Non-Rural,02/28/2003,02/28/2003
,Primary Care,02997,Centralia Service Area,Medically Underserved Area,Pennsylvania,"Columbia County, PA",57.5,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,02981,Chapman Service Area,Medically Underserved Area,Pennsylvania,"Snyder County, PA",51.3,Designated,Rural,05/12/1994,05/12/1994
,Primary Care,02914,City of Reading Service Area,Medically Underserved Area,Pennsylvania,"Berks County, PA",58.5,Designated,Non-Rural,09/28/1993,01/31/1994
,Primary Care,03030,Clairton Service Area,Medically Underserved Area,Pennsylvania,"Allegheny County, PA",57.3,Designated,Non-Rural,06/27/2002,06/27/2002
,Primary Care,02940,Clay Service Area,Medically Underserved Area,Pennsylvania,"Huntingdon County, PA",58.6,Designated,Rural,01/17/1981,05/04/1994
,Primary Care,03035,Clearfield Service Area,Medically Underserved Area,Pennsylvania,"Clearfield County, PA",38.8,Designated,Rural,08/30/1994,08/30/1994
,Primary Care,03036,Clearfield Service Area,Medically Underserved Area,Pennsylvania,"Clearfield County, PA",52.2,Designated,Rural,08/30/1994,08/30/1994
,Primary Care,03000,Clintonville Service Area,Medically Underserved Area,Pennsylvania,"Venango County, PA",60.8,Designated,Rural,02/07/2002,02/07/2002
,Primary Care,1427758823,Coaldale,Medically Underserved Area,Pennsylvania,"Carbon County, PA | Schuylkill County, PA",57.4,Designated,Rural,12/05/2006,12/22/2016
,Primary Care,07345,Coatesville Service Area,Medically Underserved Area,Pennsylvania,"Chester County, PA",61.5,Designated,Non-Rural,07/09/2003,07/09/2003
,Primary Care,02909,Cochranton Service Area,Medically Underserved Area,Pennsylvania,"Crawford County, PA | Mercer County, PA | Venango County, PA",60.5,Designated,Rural,10/25/1994,10/25/1994
,Primary Care,02975,Cogan House Service Area,Medically Underserved Area,Pennsylvania,"Lycoming County, PA",55.8,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,02908,Conneautville Service Area,Medically Underserved Area,Pennsylvania,"Crawford County, PA",59.6,Designated,Rural,11/14/1994,11/14/1994
,Primary Care,02931,Cooper Service Area,Medically Underserved Area,Pennsylvania,"Clearfield County, PA",56.5,Designated,Rural,09/15/1982,08/30/1994
,Primary Care,02930,Curtin Service Area,Medically Underserved Area,Pennsylvania,"Centre County, PA",55.9,Designated,Non-Rural,09/12/1977,05/04/1994
,Primary Care,02982,Damascus Service Area,Medically Underserved Area,Pennsylvania,"Wayne County, PA",46.5,Designated,Rural,05/12/1994,05/12/1994
,Primary Care,02933,Dauphin Service Area,Medically Underserved Area,Pennsylvania,"Dauphin County, PA",59.8,Designated,Non-Rural,03/09/1982,05/04/1994
,Primary Care,02934,Dauphin Service Area,Medically Underserved Area,Pennsylvania,"Dauphin County, PA",60.1,Designated,Rural,04/06/1981,05/04/1994
,Primary Care,02917,Dayton Rural Valley Service Area,Medically Underserved Area,Pennsylvania,"Armstrong County, PA",61.9,Designated,Rural,06/24/1993,03/24/2005
,Primary Care,02964,Deerfield Service Area,Medically Underserved Area,Pennsylvania,"Tioga County, PA",59.7,Designated,Rural,05/04/1994,05/04/1994
,Primary Care,02935,Delaware Service Area,Medically Underserved Area,Pennsylvania,"Delaware County, PA",55.8,Designated,Non-Rural,02/11/1982,05/04/1994
,Primary Care,07510,East Brady/Rimersburg Service Area,Medically Underserved Area,Pennsylvania,"Armstrong County, PA | Clarion County, PA",61.9,Designated,Rural,12/13/2005,12/13/2005
,Primary Care,02913,Eastern Somerset Service Area,Medically Underserved Area,Pennsylvania,"Somerset County, PA",55.5,Designated,Rural,10/28/1993,01/31/1994
,Primary Care,02920,Eastwick Service Area,Medically Underserved Area,Pennsylvania,"Philadelphia County, PA",56.7,Designated,Non-Rural,05/19/1994,07/12/1994
,Primary Care,02950,Eaton Service Area,Medically Underserved Area,Pennsylvania,"Wyoming County, PA",51.1,Designated,Non-Rural,06/04/1982,05/04/1994
,Primary Care,02960,Erie Service Area,Medically Underserved Area,Pennsylvania,"Erie County, PA",58.1,Designated,Non-Rural,05/04/1994,05/04/1994
,Primary Care,02961,Erie Service Area,Medically Underserved Area,Pennsylvania,"Erie County, PA",57.4,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,02983,Erie Service Area,Medically Underserved Area,Pennsylvania,"Erie County, PA",55.0,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,02936,Fannett Service Area,Medically Underserved Area,Pennsylvania,"Franklin County, PA",57.7,Designated,Non-Rural,02/26/1981,05/04/1994
,Primary Care,02910,Fayette Service Area,Medically Underserved Area,Pennsylvania,"Fayette County, PA",55.9,Designated,Partially Rural,11/01/1978,11/01/1978
,Primary Care,02911,Forest County,Medically Underserved Area,Pennsylvania,"Forest County, PA",51.4,Designated,Rural,12/30/1992,12/23/2005
,Primary Care,02912,Fulton Service Area,Medically Underserved Area,Pennsylvania,"Fulton County, PA",49.5,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,02979,Greene Service Area,Medically Underserved Area,Pennsylvania,"Pike County, PA",61.2,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,03010,Greene Service Area,Medically Underserved Area,Pennsylvania,"Clinton County, PA",61.1,Designated,Rural,07/12/1994,07/12/1994
,Primary Care,02977,Hamlin Service Area,Medically Underserved Area,Pennsylvania,"McKean County, PA",53.4,Designated,Rural,05/12/1994,05/12/1994
,Primary Care,03936,Houtzdale Service Area,Medically Underserved Area,Pennsylvania,"Clearfield County, PA",0.0,Designated,Rural,08/30/1994,08/30/1994
,Primary Care,02927,Hyndman Service Area,Medically Underserved Area,Pennsylvania,"Bedford County, PA",55.8,Designated,Rural,01/17/1981,05/04/1994
,Primary Care,1425652447,Jackson Service Area,Medically Underserved Area,Pennsylvania,"Tioga County, PA",59.4,Designated,Rural,05/04/1994,08/10/2016
,Primary Care,1426268795,Jefferson Service Area,Medically Underserved Area,Pennsylvania,"Greene County, PA",60.3,Designated,Rural,04/07/1982,11/16/2016
,Primary Care,02976,Jordan Service Area,Medically Underserved Area,Pennsylvania,"Lycoming County, PA",54.2,Designated,Rural,05/12/1994,05/12/1994
,Primary Care,02970,King Service Area,Medically Underserved Area,Pennsylvania,"Bedford County, PA",56.3,Designated,Rural,05/12/1994,05/12/1994
,Primary Care,02969,Kittanning Service Area,Medically Underserved Area,Pennsylvania,"Armstrong County, PA",58.7,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,02943,Lackawanna Service Area,Medically Underserved Area,Pennsylvania,"Lackawanna County, PA",61.4,Designated,Non-Rural,09/10/1982,05/04/1994
,Primary Care,02945,Lancaster Service Area,Medically Underserved Area,Pennsylvania,"Lancaster County, PA",61.8,Designated,Non-Rural,06/01/1984,05/04/1994
,Primary Care,07951,Lower Northeast Philadelphia,Medically Underserved Area,Pennsylvania,"Philadelphia County, PA",58.9,Designated,Non-Rural,03/11/2014,03/11/2014
,Primary Care,02952,Luzerne Service Area,Medically Underserved Area,Pennsylvania,"Luzerne County, PA",61.3,Designated,Non-Rural,05/04/1994,05/04/1994
,Primary Care,02953,Luzerne Service Area,Medically Underserved Area,Pennsylvania,"Luzerne County, PA",61.6,Designated,Non-Rural,05/04/1994,05/04/1994
,Primary Care,02954,Luzerne Service Area,Medically Underserved Area,Pennsylvania,"Luzerne County, PA",60.7,Designated,Non-Rural,05/04/1994,05/04/1994
,Primary Care,02992,Luzerne Service Area,Medically Underserved Area,Pennsylvania,"Luzerne County, PA",54.4,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,02993,Luzerne Service Area,Medically Underserved Area,Pennsylvania,"Luzerne County, PA",60.7,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,02923,Mantua/University City Service Area,Medically Underserved Area,Pennsylvania,"Philadelphia County, PA",43.3,Designated,Non-Rural,05/19/1994,07/12/1994
,Primary Care,03026,Mercer Service Area,Medically Underserved Area,Pennsylvania,"Mercer County, PA",57.2,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,05048,Migrant Farmworker Population,Medically Underserved Area,Pennsylvania,"Adams County, PA",44.7,Designated,Partially Rural,04/29/1999,04/29/1999
,Primary Care,03032,Millheim Service Area,Medically Underserved Area,Pennsylvania,"Centre County, PA",61.9,Designated,Non-Rural,08/30/1994,08/30/1994
,Primary Care,02972,Morris Service Area,Medically Underserved Area,Pennsylvania,"Greene County, PA",42.6,Designated,Rural,05/12/1994,05/12/1994
,Primary Care,03012,Morris Service Area,Medically Underserved Area,Pennsylvania,"Tioga County, PA",51.0,Designated,Rural,07/12/1994,07/12/1994
,Primary Care,02915,New Castle/South New Castle Service Area,Medically Underserved Area,Pennsylvania,"Lawrence County, PA",61.2,Designated,Rural,08/09/1993,01/31/1994
,Primary Care,03008,Nicholson Service Area,Medically Underserved Area,Pennsylvania,"Wyoming County, PA",57.7,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,02973,North Indiana Service Area,Medically Underserved Area,Pennsylvania,"Indiana County, PA",59.9,Designated,Rural,07/11/2006,07/11/2006
,Primary Care,07609,Northern Lebanon City,Medically Underserved Area,Pennsylvania,"Lebanon County, PA",60.5,Designated,Non-Rural,08/20/2007,08/20/2007
,Primary Care,07489,Northside Area,Medically Underserved Area,Pennsylvania,"Allegheny County, PA",53.7,Designated,Non-Rural,07/27/2005,07/27/2005
,Primary Care,03009,Noxen Service Area,Medically Underserved Area,Pennsylvania,"Wyoming County, PA",57.1,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,02995,Oakland Service Area,Medically Underserved Area,Pennsylvania,"Butler County, PA",60.3,Designated,Rural,05/12/1994,05/12/1994
,Primary Care,02938,Perry Service Area,Medically Underserved Area,Pennsylvania,"Greene County, PA",61.3,Designated,Rural,12/28/1983,05/04/1994
,Primary Care,02947,Philadelphia Service Area,Medically Underserved Area,Pennsylvania,"Philadelphia County, PA",61.0,Designated,Non-Rural,05/04/1994,05/04/1994
,Primary Care,02951,Philadelphia Service Area,Medically Underserved Area,Pennsylvania,"Philadelphia County, PA",53.5,Designated,Non-Rural,05/04/1994,05/04/1994
,Primary Care,02994,Philadelphia Service Area,Medically Underserved Area,Pennsylvania,"Philadelphia County, PA",54.5,Designated,Non-Rural,05/12/1994,05/12/1994
